@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3044,2333,1944,0,2284,1573,1677,1130,1420,1965,3054,2378,2500,1425,1031,1278,0.96,0.97,0.73,0.94,1.04,1.32,1.37,524,676,394,670,711,547,810,887,539,10/01/05/01@10/01/05/03/01@10/03/02/01@16/01@16/03/01@32/01/09
3486,2311,2355,0,2757,1518,2503,1223,1997,2333,3058,2290,2637,2121,996,1851,0.87,1.03,0.99,0.95,1.15,1.39,1.01,1119,768,1125,1117,1239,1280,1209,1069,1134,01/04@02/13/03@14/10@16/01@16/19/03@20/03/22@42/16
3700,2216,2640,0,3567,2144,2877,1351,1880,2013,3203,2278,2877,2061,895,1955,1,0.91,0.9,0.94,1,1.12,1.11,1531,925,1166,1397,1423,1526,1000,1035,1297,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
8512,2700,7378,0,5770,2323,7095,1760,5741,3392,7170,2551,3579,6509,1186,1971,1.29,2.14,4.47,1.03,0.78,0.36,0.22,6875,4619,5323,5991,3447,5335,2279,1658,1191,01/02@20/03@20/09/16
7883,2174,7136,0,8708,1459,6633,1054,4968,4740,6226,2415,2898,6127,1060,2093,0.84,1.26,3.71,1.04,1.19,0.35,0.27,4697,3811,5067,5940,7249,5579,3334,1318,1364,01/03/01/03@01/03/04@01/05
3312,2566,1640,0,2903,2209,2284,1754,1548,1441,3167,2454,2915,2248,1117,2164,1.14,1.64,0.85,0.56,0.88,1.43,1.18,605,713,1131,416,694,530,465,1025,1328,32/07/01@42/01@43/01/03/09
2927,2167,1853,0,2968,2230,2143,1237,1239,1596,2879,2134,2358,1538,849,1547,0.85,1.26,0.72,0.85,1.18,1.08,1.39,774,745,689,646,738,906,566,800,954,43/01/03/09
4062,2180,3131,0,5153,2566,3086,1362,1761,2133,4041,2370,3079,2069,850,1586,1.19,1.39,1.27,1.03,0.84,0.7,0.79,2050,1671,1219,1948,2587,1724,1022,1179,961,14/07/07@14/13/01
3062,2155,2105,0,2614,1434,1760,1013,1360,2039,2936,2282,2246,1591,936,1230,0.93,1.26,1.17,1,1.08,1.14,0.85,695,654,655,911,1180,747,800,747,560,10/01/03@10/01/05/01
7409,2028,8089,0,6808,2207,9038,1337,4957,3279,5472,2307,4840,7027,844,4477,0.92,1.42,1.62,1.3,1.09,0.96,0.62,7108,3165,6183,6980,4601,7701,2162,3032,3812,14/13/01/01@16/07
4632,2498,3112,0,3925,2514,5435,1663,3324,2439,3706,2080,3074,3653,1166,1878,1.31,1.75,2.41,0.88,0.76,0.86,0.41,4926,1626,2487,1876,1411,3772,1294,1399,1034,11/04/01@11/04/03@14/04@16/03/03@20/01/21@20/09/01
3062,1862,1878,0,2303,1322,1665,910,1254,1821,2857,2182,2287,1727,882,1415,0.95,1.26,1.12,0.76,1.05,1.25,0.89,721,675,845,912,981,755,737,847,756,10/01/09/05@10/03/04/05@11/02/03/04
4634,2573,3203,0,2865,1611,2662,1211,2210,2371,4035,2502,3234,2373,1112,1533,0.92,1.2,1.63,0.91,1.09,1.05,0.61,1329,1533,1261,1875,1254,1451,1329,1620,775,10/01/09/05@11/02/03/01@11/02/03/04@14/07/04@18/02/09@42/10/03
10426,2554,9008,0,6382,1654,4997,1160,5180,4821,10035,2617,6100,6109,1256,3624,1.1,1.43,1.76,0.97,0.91,0.58,0.57,4219,7418,4853,7662,4728,3837,3575,4350,2750,11/02/03/04
5068,1937,4304,0,4435,1457,3078,932,2047,2734,4255,2228,2424,3497,918,1406,0.93,1.79,3.57,1.05,1.08,0.42,0.28,2002,2027,2579,3302,2978,2146,1339,858,722,01/01@14/07/09
2780,1860,1774,0,2116,1256,1638,931,1146,2131,3089,2225,3122,1602,861,1912,0.88,1.38,0.58,0.85,1.14,1.85,1.72,619,864,741,783,860,707,822,1594,1271,11/04/03/01@14/10
5334,1871,4795,0,5995,2442,7317,1271,3178,4085,6736,2218,7202,3671,911,4690,0.93,1.56,0.7,1.1,1.08,1.16,1.43,5594,4518,2760,3801,3553,6046,2791,5236,3954,01/04@14/07/03@16/17/07@16/17/09@32/01/11
8120,2118,6854,0,9817,1411,4873,1046,4603,4938,7895,2240,4427,5210,914,3577,1.18,1.14,1.49,0.96,0.85,0.52,0.67,4518,5655,4296,5757,8406,3827,3777,2916,2892,10/01/02@10/01/05/03/03@32/01/09@42/10/03
3770,2670,2239,0,3735,2290,3827,1762,4414,2631,3919,2474,10915,2591,1230,11000,0.71,0.56,0.14,0.82,1.41,6.25,7.14,1468,1445,1361,899,1445,2065,1574,8891,9960,01/05/02/07@01/05/03@02/19
3445,2529,1962,0,3567,2430,2857,1481,2525,1515,3164,1957,3198,2442,1110,2471,0.84,1.09,0.8,0.77,1.19,1.3,1.25,1149,1207,1332,704,1137,1376,511,1562,1675,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
7942,2135,7297,0,8789,2835,5891,1269,3725,4110,7500,2299,3992,4908,832,2916,0.9,1.12,1.78,1.06,1.11,0.43,0.56,4139,5201,4076,6181,5954,4622,3029,2215,2291,20/01/01/01@20/03/22@34/01/01/01
8948,2578,8738,0,7225,1497,13271,1275,8171,4036,9861,2481,4820,8677,1487,2549,0.68,1.49,4.38,1.16,1.47,0.44,0.23,8197,7380,7190,7396,5728,11996,2944,3282,1643,42/01
3706,2510,2148,0,3437,2255,4812,1605,3011,1691,3763,2357,4262,2839,1058,2666,0.89,0.96,0.94,0.75,1.12,1.72,1.06,2868,1406,1781,890,1182,3207,605,2432,1888,01/06@12/01/01@42/16
5148,2025,5180,0,5698,2399,9458,1282,4970,3130,4121,2160,4324,4322,831,3332,0.54,0.73,1.3,1.33,1.85,1.32,0.77,4444,1961,3491,4145,3299,8176,2071,2586,2688,01/03/01/03@01/07/01@02/11@02/45/15@16/17@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
21503,2598,23111,0,16651,2558,25783,1817,20649,9255,19859,2522,7507,21169,1394,4455,0.8,1.25,5.52,1.15,1.25,0.32,0.18,19080,17337,19775,21751,14093,23966,8234,5562,3583,12/01/01@12/04@16/01@16/03/03
3588,2450,2176,0,3807,2354,5428,1720,3139,1531,3951,2407,4064,3219,962,2554,0.79,1.15,1.23,0.83,1.27,1.45,0.81,2934,1544,2257,941,1453,3708,539,2236,1834,10/01/09/05@11/02/03/04@14/07/04@16/01@30/01/05/05@40/01@43/03
3345,2338,1701,0,2227,1529,1934,1026,1404,1482,3743,2548,5034,1955,1144,2305,0.8,1.28,0.54,0.54,1.25,2.78,1.85,723,1195,811,544,698,908,485,3294,1505,01/05
5315,1904,5248,0,7536,1290,4277,962,2527,2537,4765,2194,3112,4208,871,2696,1.01,1.7,1.61,1.25,0.99,0.65,0.62,3340,2571,3337,4287,6246,3315,1267,1660,2068,01/05@02/16/03@02/45@16/01@42/04@42/16
3558,2422,2294,0,3957,2561,6659,1497,3220,1550,3536,2389,3121,5329,1050,5877,0.66,0.87,0.84,0.93,1.52,1.12,1.19,3404,1147,4279,1060,1396,5162,604,1288,5111,01/05@14/07/02/01@14/07/02/02
3784,2370,2345,0,2876,1476,2346,995,1962,2164,3750,2372,3366,2204,1188,1689,0.93,1.01,1.16,0.79,1.08,1.28,0.86,1253,1378,1016,1124,1400,1351,1112,1760,875,11/02/03@11/04/01@11/04/03/01@12/07@16/03/03@16/19/03@42/10
2518,1837,1503,0,1895,1169,1513,862,1169,2042,2955,2028,3167,1465,798,1609,0.8,1.01,0.69,0.85,1.25,1.82,1.45,523,927,667,584,726,651,750,1690,964,01/07/01@01/20/19/01
3460,2404,1998,0,2473,1518,1932,1099,1476,1719,3268,2362,3245,1874,1286,2390,0.83,1.26,0.4,0.77,1.2,1.85,2.5,689,906,588,814,955,833,702,1665,1452,01/06/10@14/07/01@16/17/07@20/01/13@20/09/03
3144,1820,2243,0,2571,1205,1931,839,1619,2568,3525,2086,2864,1918,817,1500,0.73,1.12,1.28,0.98,1.37,0.95,0.78,800,1439,1101,1303,1366,1092,1286,1364,859,10/03/01/03@10/03/04/09@10/03/05/01@42/04/05@42/10
5981,2468,4830,0,5444,1549,3993,1151,3194,4501,4969,2578,4919,3507,1362,2962,1.1,1.13,1.09,1.02,0.91,1.32,0.92,3140,2391,2145,3584,3895,2842,3492,3147,1972,01/04@02/13@10/03/03@14/10@14/13@16/17/09@16/19/03@20/01/10@20/09/04@20/09/14@32/01@34/07@42/16
2756,1877,1709,0,3211,2114,1971,1095,1250,2313,3267,2226,2937,1365,786,1228,0.87,1.35,0.94,0.79,1.15,1.09,1.06,766,1041,579,697,1097,876,1123,1135,615,01/06/02/01@30/01/09/09@30/01/09/11@32/01/03@34/11/03/13
7230,1874,7838,0,8801,2774,7766,1264,5692,8486,8088,2184,9193,4880,860,3278,0.69,0.92,1.53,1.28,1.45,1.23,0.65,4512,5904,4020,6831,6027,6502,7208,7315,2632,01/01/03/03/01
3360,2326,2055,0,3480,2350,3220,1238,1984,1390,3182,2359,3675,2410,1018,13393,0.89,1.28,0.11,0.83,1.12,2.17,9.09,1758,823,1392,855,1130,1982,459,1775,12505,01/05@01/20/17/01@20/01/03@20/01/13@20/03@20/09/04
4643,2381,3459,0,4744,2596,14667,1607,6112,1888,3956,2348,5214,3724,1054,4876,0.51,0.68,0.66,0.98,1.96,2.04,1.52,6658,1608,2670,2223,2148,13060,858,3272,4064,01/06/02/01
5246,1800,5138,0,3324,1104,3187,844,3181,4881,5780,2208,5917,3012,889,2357,0.72,0.98,1.23,1.22,1.39,1.22,0.81,1690,3572,2123,4182,2220,2343,3616,4359,1723,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
2534,1735,1530,0,1820,1065,1262,760,1249,2886,3328,2120,3880,1634,900,2267,0.82,0.98,0.51,0.75,1.22,1.85,1.96,411,1208,734,602,755,502,1572,2256,1449,01/06@14/07/02/02@20/01/03/01@20/01/17@20/09/07
3419,2350,1994,0,2973,1660,2541,1198,1522,1621,3673,2498,3499,2192,1040,1836,0.95,1.27,1.06,0.75,1.05,1.56,0.94,1274,1175,1152,800,1313,1343,583,1831,1090,01/02/07/01@11/02/03/04/01
4687,2719,2911,0,5550,1798,2310,1084,2855,2757,4448,2250,4181,2081,951,1716,0.92,1.16,1.11,0.85,1.09,1.12,0.9,1122,2198,1130,1672,3752,1226,1646,2477,1016,99
3795,2372,2481,0,3367,1686,3848,1250,4078,4071,3435,2452,6306,2110,1091,7102,0.49,0.35,0.16,0.88,2.04,4.55,6.25,1274,983,1019,1243,1681,2598,2789,4543,6270,01/04@20/01/01/07/07@20/03/02/02@20/09/04@20/09/13@34/01/03/03
3203,2091,2240,0,3472,1433,2951,1028,1808,2189,3059,2115,2842,2737,940,3452,0.87,1.44,0.65,1.01,1.15,1.49,1.54,1669,944,1797,1119,2039,1923,859,1414,2757,01/01/09/01/01@01/01/09/02/01@16/21/07
8799,2696,8286,0,6779,1335,11718,1159,8262,4999,8826,2396,4716,7163,1374,2661,0.58,0.93,3.21,1.14,1.72,0.52,0.31,6104,6430,5789,6922,5444,10559,3960,3321,1803,01/01/06/04/02@01/01/09/02@01/01/11/02/01
4382,2187,3934,0,5088,2430,8895,1403,2912,2427,3645,2274,3680,3075,902,5240,0.6,0.92,0.48,1.25,1.67,1.37,2.08,4458,1371,2173,2751,2658,7492,1217,1884,4543,10/01/09/05@11/02/03/04@40/01/03@43/01/03/05
6028,2652,4402,0,3557,1332,3499,1106,3488,2929,5327,2366,4370,4011,1824,2679,0.95,1.22,1.57,0.89,1.05,1.01,0.64,2280,2961,2187,3025,2225,2393,2020,2989,1397,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
3817,2522,2053,0,4954,1575,2112,1025,1995,1655,4653,2258,4816,2492,1169,2604,0.92,1.27,0.79,0.68,1.09,1.43,1.27,1002,2395,1323,878,3379,1087,749,3424,1682,14/04
2164,1884,1328,0,1550,1203,1035,868,965,1687,2707,2124,1745,1044,909,780,1.11,1.19,0.99,0.83,0.9,0.4,1.01,185,583,135,234,347,167,503,235,136,12/01/01@12/04@16/01
9865,2041,10862,0,10395,2369,12592,1269,5478,4605,8117,2342,9350,7796,889,3935,0.87,1.21,2.1,1.25,1.15,1.3,0.48,9796,5775,6907,9771,8026,11323,3478,7533,3295,10/03/01@11/02/03/04@18/02/01/01/01@20/09/07/03
5485,1969,5425,0,5770,2274,8413,1195,3697,2797,4782,2247,4095,4421,831,3279,0.9,1.21,1.35,1.25,1.11,0.9,0.74,6484,2535,3590,4374,3496,7218,1672,2282,2656,18/01/07@18/02/01/01/01@18/02/01/02/01@18/02/05@20/09/13@20/09/16@30/01
3233,1874,2065,0,3866,2586,2455,1171,1488,2028,3081,2210,3698,1540,788,2160,0.8,1.01,0.5,0.79,1.25,2.22,2,1025,871,752,1082,1280,1284,730,1924,1512,10/01/05/01@16/03/01@32/01/09@32/05/01/03
5550,2052,5039,0,6197,2445,5423,1125,3393,4277,5239,2205,4436,3194,859,2306,0.75,0.99,1.45,1.11,1.33,0.88,0.69,3231,3034,2335,3891,3752,4298,2998,2660,1610,11/02/03@11/04/01@11/04/03/01@16/03/03
8744,2684,9376,0,11420,2809,20879,1768,7196,2246,9218,2683,4377,10151,1161,3617,0.99,2.01,3.21,1.32,1.01,0.37,0.31,18966,6535,8990,8023,8611,19111,1231,2436,2798,11/04/03/11@12/04/01@12/07@16/03/03@20/01/21
4911,2495,3721,0,6957,2585,3873,1700,3418,1784,4141,2487,3400,3194,972,2515,1.52,1.4,1.23,0.98,0.66,0.85,0.81,3299,1654,2222,2378,4372,2173,751,1415,1801,10/01/05/01@11/02/03/04/03
3453,2374,2036,0,6154,2560,2540,1262,1772,1494,3263,2422,3217,2173,965,1998,0.87,1.38,0.94,0.71,1.15,1.59,1.06,1107,841,1208,772,3594,1278,448,1330,1284,32/07
7810,1790,6037,0,6074,1156,3069,772,3565,5557,8532,2170,5561,4822,806,3480,1.07,1.34,1.4,0.85,0.93,0.62,0.71,2456,6362,4016,5096,4918,2297,4138,3950,2860,01/04@10/01/05@10/03/01/01/09@10/03/01/01/11@10/03/04/03@16/03/01@16/19/03
8347,2787,7199,0,4265,1664,4489,1264,7221,6531,5553,2436,5324,3109,972,2199,0.87,0.94,1.37,1.04,1.15,1.11,0.73,2799,3117,2137,5818,2601,3225,5392,3471,1557,32/01@42/27/03
3494,2757,1752,0,2100,1638,1938,1309,1580,1644,3451,2251,3266,1884,1051,1708,0.93,1.48,0.86,0.5,1.08,1.35,1.16,583,1200,833,370,462,629,647,1626,966,20/01/03
3453,2162,2748,0,3905,1975,7628,1262,2112,1656,3101,2056,2826,2719,894,2945,0.64,1.06,0.8,1.25,1.56,1.25,1.25,4051,1045,1825,1614,1930,6366,671,1308,2274,01/20/19/01@01/20/35/01/01@20/01/01/01/01/01@20/03@20/09/18@32/05/01/03/03@34/01/01/01
3264,2193,2272,0,4044,2224,4448,1198,1824,1620,2883,2170,2454,2257,857,1726,0.73,1.09,1.28,1.04,1.37,1.1,0.78,2383,713,1400,1117,1820,3250,643,784,1090,18/02/01/01/01@18/02/05@30/01/05/05/01@40/01/03
2919,2184,1764,0,2152,1313,1582,1028,1231,1902,2853,2222,2533,1503,950,1691,0.82,1.29,0.57,0.74,1.22,1.72,1.75,455,631,553,543,839,554,697,1094,978,99
3672,2508,1792,0,1726,1211,1388,969,1349,1507,3990,2278,4121,1657,1008,2155,1.04,1.7,0.49,0.52,0.96,1.61,2.04,437,1712,649,606,515,419,455,2771,1312,01/05/25@11/02/03/04@16/03/01
5171,2609,3439,0,2379,1265,2312,1043,2311,2456,4462,2331,4747,2602,1270,3082,1.14,1.31,0.71,0.85,0.88,1.56,1.41,1441,2131,1332,2172,1114,1269,1430,3325,1889,01/01/09/04@01/01/09/05@01/05@02/16
4273,2081,3261,0,4342,1414,2401,926,2545,2592,4503,2088,3073,3044,913,1968,1.07,1.23,1.6,0.98,0.93,0.69,0.63,1575,2415,2131,2141,2928,1475,1410,1673,1331,01/01/09/04@01/01/09/05@01/05@02/16
4755,2612,3393,0,17237,2470,5094,1715,3962,2030,4011,2494,3322,3129,1142,2268,0.91,1.19,1.31,0.96,1.1,0.96,0.76,3072,1517,1987,2051,14767,3379,1066,1455,1517,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
4444,2419,3217,0,3174,2130,5682,1660,3473,1596,3825,2554,3223,3151,1223,1702,1.07,1.15,2.33,0.97,0.93,0.96,0.43,4305,1271,1928,1959,1044,4022,668,1225,828,01/04@10/01/03@10/03/01@10/03/04/05@14/07/03
8491,2572,7538,0,4510,1473,5508,1218,5690,8731,5892,2672,18683,4399,1378,13291,0.98,0.8,0.27,1.04,1.02,5.26,3.7,4218,3220,3021,6182,3037,4290,7626,16859,11179,02/11@02/13/03
4450,2140,3421,0,4229,1701,2680,1046,2382,2834,3977,2438,3591,2824,929,3481,0.98,1.11,0.69,0.93,1.02,1.27,1.45,1605,1539,1895,2153,2528,1634,1625,1939,2765,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
6403,2517,5306,0,5086,1702,4664,1231,3142,2456,5436,2678,3652,4776,1418,1511,1.04,1.78,4.76,1,0.96,0.66,0.21,3563,2758,3358,3897,3384,3433,1356,1814,705,01/01/06/05/01/01@01/02@34/01/01/01
5595,1949,4522,0,5002,1384,3566,862,2417,3877,4394,2097,3772,3608,886,2202,0.78,1.19,1.72,0.96,1.28,1.02,0.58,2111,2297,2722,3521,3618,2704,2709,2342,1578,01/06/06/11
5208,2614,3797,0,3360,1723,3541,1264,3083,2905,4138,2593,4136,3138,1278,2488,0.93,1.01,1.18,0.92,1.08,1.59,0.85,2109,1545,1860,2390,1637,2277,1745,2469,1571,14/04@20/09/07/03@20/09/16
