@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
2208,1505,1147,2198,0,1599,1493,2048,1442,0,1464,1034,1874,1041,1372,1487,1178,1638,0,1693,0.903,0.851,0.846,0.993,0.931,0.399,0.457,0.249,0.261,0.311,0.351,0.398,1.05,0.51,0.53,0.31,0.36,0.43,1.23,0.36,10/03/01/03@10/03/04/09@10/03/05/01@42/04/05@42/10
3512,2605,1310,7990,0,3832,3742,3906,1650,0,3314,2914,3971,1324,2823,2543,1469,4584,0,3479,0.82,0.901,0.875,0.948,0.709,0.744,0.747,0.744,0.855,0.922,0.816,0.582,1.12,0.81,0.82,0.86,0.94,0.96,2.37,0.85,01/04@02/13@10/03/03@14/10@14/13@16/17/09@16/19/03@20/01/10@20/09/04@20/09/14@32/01@34/07@42/16
2069,1425,1243,1950,0,1919,1378,2252,1533,0,1457,919,1806,934,1834,1391,1016,1025,0,1281,0.919,0.921,0.921,1.005,0.834,0.749,1.176,0.981,0.78,0.941,0.551,0.684,1.06,0.82,1.32,1.07,0.85,1.07,0.52,0.61,01/06/02/01@30/01/09/09@30/01/09/11@32/01/03@34/11/03/13
4471,4775,1263,5234,0,3699,4968,4020,1633,0,1488,1043,3469,1055,6872,4618,971,3973,0,4158,0.918,0.937,0.942,0.727,0.778,0.501,0.481,0.615,1.015,1.413,0.469,0.409,0.79,0.56,0.52,0.64,1.05,1.49,2.02,0.47,01/01/03/03/01
4995,4763,1603,15612,0,3597,12478,3476,1627,0,1934,2017,3438,1224,6465,24835,1316,5217,0,7351,0.937,0.945,0.95,0.87,0.13,0.177,0.243,0.239,0.375,0.213,0.331,0.909,0.91,0.19,0.26,0.24,0.41,0.22,1.35,0.34,01/05@01/20/17/01@20/01/03@20/01/13@20/03@20/09/04
4456,4364,1368,2079,0,4056,1779,4114,1769,0,2553,1463,3469,1100,10796,3641,1542,6094,0,5125,0.904,0.936,0.923,0.826,2.012,2.281,3.102,2.595,2.743,3.168,2.603,3.944,0.86,2.59,3.13,2.84,3.05,3.48,2.56,2.6,01/06/02/01
5190,3923,1263,5672,0,2811,2760,4092,2082,0,2062,1304,3045,1181,2251,1439,1298,5284,0,3011,0.898,0.9,0.879,1.041,0.906,0.681,1.029,1.184,1.623,1.36,0.714,0.917,1.18,0.75,1.18,1.35,1.71,1.5,1.57,0.74,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
2017,1205,1132,1525,0,1555,1170,2052,1508,0,1510,1008,1889,1149,1329,1074,1103,1197,0,1531,0.854,0.892,0.854,1.043,0.65,0.609,0.808,0.549,0.534,0.67,0.61,0.548,1.29,0.78,0.9,0.66,0.7,0.77,0.86,0.67,01/06@14/07/02/02@20/01/03/01@20/01/17@20/09/07
2210,1440,1310,2381,0,2049,1276,2216,1442,0,2040,1318,1967,1080,1747,1851,1213,1556,0,1494,0.718,0.833,0.939,0.817,0.759,1.097,1.148,1.266,0.26,0.189,0.986,0.762,1.28,1.32,1.4,1.42,0.95,0.56,2.22,1.09,01/02/07/01@11/02/03/04/01
3042,2877,1213,1980,0,2759,1704,3091,1779,0,1798,1174,2265,957,5906,3672,1112,4140,0,2363,0.892,0.861,0.908,0.768,2.059,1.338,1.113,1.412,1.562,1.51,2.065,1.052,0.83,1.39,1.3,1.58,1.63,1.62,0.73,2.11,99
2645,1776,1392,4090,0,2190,2273,2502,1510,0,2204,1509,2081,969,1873,826,1356,3872,0,2556,0.864,0.891,0.909,1.08,1.083,0.52,1.04,1.252,0.229,3.073,1.593,1.514,1.2,0.6,1.24,1.52,1.79,4.07,2.19,1.69,01/04@20/01/01/07/07@20/03/02/02@20/09/04@20/09/13@34/01/03/03
5711,5203,1518,3067,0,3939,1459,5915,1622,0,1722,1061,4722,1431,2157,1463,1148,5129,0,7328,0.919,0.95,0.94,0.874,1.159,3.081,1.97,1.416,1.365,1.375,4.119,5.763,0.96,3.15,2.17,1.48,1.36,1.48,0.6,4.15,01/01/09/01/01@01/01/09/02/01@16/21/07
2883,2167,1466,4707,0,2197,2061,2585,1580,0,2153,1643,1936,1138,1754,1448,1235,2857,0,2069,0.825,0.874,0.909,0.902,0.621,0.541,0.649,0.657,0.743,0.662,0.834,1.226,1.12,0.67,0.75,0.75,1.09,0.81,1.41,0.9,01/01/06/04/02@01/01/09/02@01/01/11/02/01
6821,6651,1336,4005,0,6056,2471,8410,1446,0,1570,1004,6076,1052,11097,7916,1252,3963,0,6799,0.928,0.932,0.953,0.861,1.639,2.718,1.968,1.456,1.736,1.302,2.707,2.492,0.94,2.87,2.05,1.47,1.77,1.39,0.8,2.76,10/01/09/05@11/02/03/04@40/01/03@43/01/03/05
3390,2617,1445,5479,0,2663,1994,3182,1710,0,2130,1552,2142,1132,2056,1951,1230,2917,0,1937,0.838,0.901,0.951,0.923,0.717,0.877,0.866,0.678,0.74,0.601,0.848,0.76,1.07,1.06,1,0.77,0.91,0.72,1.72,0.92,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
2926,2346,1592,2911,0,2332,1607,2469,1762,0,2316,1601,1886,1015,1851,1488,1208,1688,0,1385,0.818,0.824,0.937,0.69,1.137,0.623,0.601,0.797,0.623,0.598,0.553,0.478,0.89,0.87,0.71,0.89,0.89,0.78,0.24,0.59,14/04
10838,11200,1801,3514,0,8341,2573,15747,2069,0,1932,1198,12347,1609,4507,2722,1054,8024,0,16801,0.915,0.939,0.931,0.83,3.051,3.491,5.512,5.299,2.87,1.561,12.157,19.064,0.9,3.68,5.71,5.36,2.84,1.65,0.45,11.97,12/01/01@12/04@16/01
4393,3855,1499,2931,0,4673,4202,5746,1934,0,2129,1583,5825,1156,6929,5275,1161,3840,0,10267,0.915,0.912,0.959,0.878,1.25,0.673,1.059,1.17,1.264,1.187,0.871,1.37,1,0.94,1.17,1.17,1.3,1.29,1.29,0.92,10/03/01@11/02/03/04@18/02/01/01/01@20/09/07/03
5959,4851,1146,6322,0,6136,5785,6704,1558,0,1690,1186,4707,1039,13166,5281,1143,3405,0,2928,0.934,0.942,0.933,1.07,0.908,0.908,1.338,1.62,2.185,2.575,0.693,0.697,1.12,0.94,1.42,1.77,2.29,2.64,1.07,0.73,18/01/07@18/02/01/01/01@18/02/01/02/01@18/02/05@20/09/13@20/09/16@30/01
3322,2749,1240,4062,0,3564,3534,3966,1503,0,1642,1087,2716,1004,5973,4520,1143,2833,0,2178,0.934,0.964,0.901,1,0.704,0.746,1.065,1.228,1.341,1.21,0.726,0.495,1.01,0.8,1.11,1.4,1.47,1.28,0.71,0.76,10/01/05/01@16/03/01@32/01/09@32/05/01/03
2511,2111,1136,3066,0,2307,3496,2879,1527,0,1503,1060,2352,1013,3341,6714,1138,2622,0,2731,0.922,0.955,0.916,0.821,0.973,0.348,0.338,0.261,0.349,0.364,0.282,0.256,0.89,0.38,0.36,0.28,0.39,0.37,1.15,0.29,11/02/03@11/04/01@11/04/03/01@16/03/03
5530,6474,1627,4545,0,5810,3574,5308,1831,0,1892,1730,4433,1188,9792,17634,532,8455,0,7849,0.873,0.961,0.925,0.643,1.701,1.472,1.003,0.582,0.526,0.485,2.104,1.674,0.74,1.61,1.01,0.6,0.54,0.49,1.25,2.12,11/04/03/11@12/04/01@12/07@16/03/03@20/01/21
2684,2245,1177,2383,0,2460,1535,3062,1633,0,1579,1060,2347,1016,5366,3862,1370,3820,0,4136,0.809,0.92,0.935,0.763,1.189,1.26,1.165,1.455,1.351,1.339,1.346,1.643,0.91,1.39,1.2,1.54,1.34,1.33,1.51,1.39,10/01/05/01@11/02/03/04/03
1652,1047,1208,933,0,1513,913,1980,1506,0,1545,970,1513,945,2190,1733,1272,873,0,1160,0.692,0.845,0.467,0.791,0.928,0.918,1.104,0.55,0.593,1.028,0.592,0.439,1.14,1.28,1.36,1.26,1.06,1.06,0.58,0.78,32/07
4687,3432,1199,4694,0,2945,5412,3936,1438,0,1544,978,3427,1181,2704,1969,1252,4082,0,5486,0.882,0.934,0.951,1.031,1.555,0.347,0.348,0.479,0.987,1.081,0.217,0.314,1.19,0.37,0.36,0.52,1.01,1.24,2.04,0.23,01/04@10/01/05@10/03/01/01/09@10/03/01/01/11@10/03/04/03@16/03/01@16/19/03
3626,3270,1262,5375,0,3480,3270,3929,1574,0,1757,1353,2453,993,7197,12174,1366,3666,0,2880,0.82,0.935,0.945,0.759,0.852,0.796,0.827,0.651,0.647,0.541,0.687,0.427,0.95,0.83,0.86,0.64,0.67,0.55,1.01,0.69,32/01@42/27/03
1822,1202,1145,1146,0,1785,1109,2198,1480,0,1809,1751,1744,1104,3324,17519,1510,1442,0,1457,0.61,0.886,0.922,0.624,0.857,0.863,0.365,0.1,0.124,0.126,0.824,0.56,1.17,1.23,0.45,0.11,0.16,0.12,0.22,0.88,20/01/03
4982,4842,1191,3531,0,4203,2608,4683,1520,0,1530,1015,6208,1200,4879,20642,1162,1840,0,3215,0.906,0.968,0.935,0.842,1.491,1.466,0.597,0.22,0.718,0.187,1.119,0.606,0.89,1.55,0.62,0.23,0.42,0.19,0.3,1.6,01/20/19/01@01/20/35/01/01@20/01/01/01/01/01@20/03@20/09/18@32/05/01/03/03@34/01/01/01
2144,1557,1138,1195,0,2044,1260,2569,1454,0,1449,928,1855,934,2371,1664,1191,812,0,1829,0.748,0.918,0.619,0.762,0.952,1.084,1.456,0.705,1.142,1.222,1.97,1.06,1.13,1.43,1.88,1.83,1.67,1.34,1.82,2.04,18/02/01/01/01@18/02/05@30/01/05/05/01@40/01/03
4987,3979,1539,3220,0,2598,2748,3474,1853,0,1881,1994,3727,1453,1868,1869,1213,3071,0,3660,0.873,0.887,0.93,0.974,1.156,0.623,0.345,0.301,0.479,0.548,0.284,0.305,1.1,0.65,0.4,0.33,0.51,0.67,1.73,0.32,99
2825,2114,1322,4926,0,2154,1536,2538,1638,0,2280,1640,1954,1064,1800,1331,1343,1619,0,1766,0.808,0.847,0.958,0.769,0.589,0.873,0.964,1.153,0.922,0.884,0.819,0.972,1.01,1.08,1.13,1.17,1.15,1.16,3.04,0.92,01/05/25@11/02/03/04@16/03/01
3501,2664,1429,3374,0,2873,1739,2969,1680,0,3082,1946,2229,1102,2256,1339,1262,1449,0,1530,0.792,0.791,0.929,0.785,0.603,1.038,1.008,1.487,1.062,1.556,0.956,0.483,1.02,1.22,1.28,1.57,1.44,1.6,1.23,1.22,01/01/09/04@01/01/09/05@01/05@02/16
2453,1527,1563,1535,0,1878,1162,2790,1988,0,1714,1122,2535,1382,1720,1193,1179,2866,0,3683,0.783,0.819,0.873,0.972,1.122,0.942,1.048,0.964,0.915,1.068,1.131,0.94,1.33,1.18,1.19,1.03,1.12,1.2,1.44,1.25,01/01/09/04@01/01/09/05@01/05@02/16
2522,2116,1304,2522,0,2626,2020,2823,1569,0,1630,1196,2046,936,5349,4242,1470,6108,0,3823,0.788,0.943,0.948,0.723,1.437,0.987,0.778,0.915,1.12,1.201,0.617,0.615,0.89,1.03,0.87,0.94,1.15,1.25,1.6,0.7,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
1814,1206,1249,2407,0,1877,2303,2168,1462,0,1695,2063,1589,919,2435,15249,1440,2231,0,1822,0.717,0.857,0.886,0.867,0.538,0.311,0.219,0.123,0.112,0.086,0.253,0.156,1.22,0.4,0.26,0.14,0.15,0.09,1.42,0.26,01/04@10/01/03@10/03/01@10/03/04/05@14/07/03
9620,8328,1815,10898,0,5417,9669,6489,2246,0,2716,4444,5174,1457,4182,4493,1826,9014,0,7993,0.837,0.921,0.928,0.937,0.925,0.407,0.384,0.331,0.597,0.766,0.738,0.668,1.1,0.47,0.43,0.37,0.66,0.82,2.5,0.76,02/11@02/13/03
4890,3522,2125,2309,0,3663,2411,4610,2761,0,3890,2668,5870,1669,1738,1141,1536,5815,0,10294,0.837,0.823,0.834,0.973,1.423,1.193,1.089,1.047,0.897,0.666,1.081,1.223,1.28,1.43,1.35,1.25,0.97,1.52,1.56,1.11,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
3344,2279,1888,2482,0,6175,2010,5724,1924,0,3298,989,11192,1093,6627,1106,1502,6813,0,6444,0.825,0.847,0.939,0.959,4.268,2.971,4.55,11.925,9.648,10.153,4.057,9.411,1.25,3.35,5.86,12.57,10.49,11.7,8.52,4.21,01/01/06/05/01/01@01/02@34/01/01/01
3676,2414,1108,2913,0,2225,2250,3237,1588,0,1710,1206,2654,1113,1818,957,1340,2880,0,2696,0.866,0.945,0.937,1.193,0.815,0.604,1.199,1.13,1.203,2.095,0.877,1.098,1.34,0.67,1.3,1.19,1.76,2.55,1.4,0.9,01/06/06/11
1787,1059,1293,3039,0,2168,1821,2190,1312,0,1786,1510,2942,1312,1942,2107,1726,2145,0,1842,0.543,0.895,0.928,0.519,0.583,0.681,0.718,0.446,0.483,0.561,0.743,0.488,1.14,0.75,0.86,0.48,0.52,0.6,1.23,0.78,14/04@20/09/07/03@20/09/16
4103,2953,1176,3823,0,2342,1377,3417,1756,0,1947,2831,2291,1131,1625,3214,1312,3211,0,2555,0.857,0.926,0.886,0.992,0.913,1.306,0.588,0.182,0.219,0.203,0.895,0.98,1.17,1.49,0.66,0.21,0.25,0.25,0.51,0.96,10/03/01/01/11@10/03/01/03@10/03/03@10/03/04/05@14/07/05@14/13/01/01@16/01@18/02/01/01@40/01/05
2732,2640,1235,1788,0,2425,1400,2856,1550,0,1623,1175,2115,1045,6439,4387,1399,3175,0,2210,0.887,0.877,0.911,0.622,1.937,1.672,1.696,1.885,1.337,1.21,2.001,1.416,0.79,1.56,1.96,2.07,1.39,1.46,1.27,2.12,01/07@02/13/03@14/01@16/01
3153,2309,1435,8653,0,3796,3267,3547,1481,0,3976,2360,4461,1286,3528,2298,1342,4980,0,4290,0.744,0.94,0.942,0.797,0.5,0.883,1.368,1.985,1.813,1.366,1.787,1.96,1.17,0.97,1.47,2.15,1.83,1.48,2.39,1.85,01/01/09/06/01@16/21/17
1340,740,1248,1383,0,1699,3655,1882,1334,0,1481,1071,1542,972,1395,3643,903,796,0,1125,0.665,0.855,0.781,0.859,0.27,0.075,0.091,0.06,0.064,0.137,0.078,0.054,1.24,0.11,0.12,0.08,0.12,0.15,0.46,0.1,99
2870,2510,1224,1800,0,2586,1352,3146,1325,0,1357,875,2258,1060,3758,2722,841,988,0,1415,0.935,0.964,0.935,0.81,1.435,1.986,2.325,1.282,1.087,1.272,1.237,0.753,0.89,1.9,2.38,1.37,1.2,1.35,0.15,1.5,01/05@01/07/01@02/01/01@32/01/01@32/01/03@32/01/04@32/01/05@32/07/03
25324,22837,1548,5093,0,19270,5443,29579,4326,0,5793,1349,23206,1317,13059,1251,1181,11484,0,17114,0.912,0.935,0.894,0.951,7.075,3.615,4.834,8.516,6.362,11.358,1.512,5.263,1.08,3.73,5.28,10.49,13.18,19.21,2.34,1.56,01/06/05
2789,1794,1800,1958,0,2634,1566,2826,1758,1,2568,1784,2474,1060,1996,1274,1697,2681,0,2183,0.671,0.847,0.925,0.94,2.415,1.305,1,0.971,1.243,1.339,1.836,1.609,1.38,1.51,1.19,1.09,1.51,1.51,2.26,2.23,12/01/01@12/04@16/01@42/16
5119,3287,1684,5002,0,3100,2539,4550,2064,0,1596,1131,3733,1252,2148,1387,1157,4352,0,4897,0.846,0.898,0.918,1.24,0.858,0.897,0.875,1.151,0.588,1.366,0.589,0.38,1.4,0.97,0.97,1.25,1.36,1.71,2.49,0.61,10/03/01@11/02/03/04@32/01/05@34/11/09
2116,1400,1333,1841,0,1557,1477,2056,1563,0,1304,890,1881,1156,1123,914,1154,1124,0,1544,0.839,0.82,0.922,0.982,0.473,0.378,0.191,0.215,0.133,0.451,0.171,0.196,1.09,0.51,0.24,0.24,0.27,0.74,0.73,0.18,10/03/01/01/11@10/03/05/01@42/04/05
2609,1922,1159,2282,0,2314,1694,2712,1492,0,1889,1297,1823,989,4847,5751,1467,3229,0,2646,0.872,0.931,0.946,0.922,1.38,0.945,0.892,0.716,0.832,0.734,0.694,0.501,1.08,1.03,0.96,0.75,0.94,0.75,1.43,0.75,01/05@20/01/03@20/01/13@20/03/02/02/01
3042,2490,1341,2856,0,2815,2614,3283,1365,0,1495,959,2623,1062,4280,5214,1203,1703,0,2845,0.891,0.96,0.933,0.951,0.976,0.765,0.666,0.63,0.647,0.664,0.596,0.465,1.01,0.84,0.69,0.69,0.71,0.71,1.11,0.65,01/04@01/07/07@10/03/03@14/10@16/19/03
7438,6077,1378,2563,0,5579,2030,9473,1946,0,1753,1104,7537,1339,3262,1968,1152,5885,0,8530,0.928,0.937,0.959,1.059,3.007,3.022,2.88,3.699,2.412,1.666,2.278,5.486,1.13,3.06,3.32,3.83,2.46,1.75,2.3,5.64,12/01/01@12/04@16/01@16/03/03
2959,2489,1332,3569,0,2799,2311,3310,1544,0,1882,1619,1996,944,5571,5908,1116,3834,0,2795,0.881,0.953,0.934,0.812,1,0.877,1.1,0.632,0.643,0.837,1.211,1.258,0.96,0.94,1.15,0.65,0.73,0.87,0.62,1.28,02/45/11@10/03/01/01/11@10/03/03@10/03/04/07@16/01@16/17/01@18/01/07@18/02/01@20/09/13@20/09/14@20/09/18/09/01@30/01/09/03@34/05/02@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05@43/01/03/09
2317,1884,1373,2765,0,2391,1959,2867,1580,0,1751,1210,1854,1004,4309,2939,1451,3258,0,2468,0.898,0.954,0.937,0.84,0.901,0.769,1.151,1.066,1.346,1.391,0.665,0.535,0.94,0.85,1.23,1.05,1.62,1.42,1.77,0.69,11/04/03/03
