@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
5486,2374,1148,0,6866,2657,7082,1551,0,4220,1334,3858,858,0,1878,1149,0,2427,1566,0,3774,1000,710,0,0.89,1.66,1.49,4209,2886,2774,5531,3000,34/11/03/07
3441,1750,895,0,3949,2168,3483,1200,0,2080,1069,2495,755,0,1342,1200,0,2039,1412,0,2027,791,626,0,1.19,0.47,1.96,1781,1011,1236,2283,1740,34/11/03/07
15436,2488,1254,0,15093,2624,14069,1473,0,12098,1399,9499,875,0,1978,1245,0,2559,1592,0,10491,1161,768,0,0.88,3.62,0.85,12469,10699,9330,12596,8624,10/03/01@10/03/04/05@16/03/03@20/01/21@34/11/03/07
3575,1800,913,0,3393,2026,2498,1145,0,2209,988,1494,698,0,1370,1277,0,2098,1644,0,1736,732,569,0,1.05,1.34,0.85,1367,1221,1004,1353,796,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@34/11/12@40/01/03@43/01/03/05
3857,2299,1222,0,4078,2618,2828,1634,0,3106,1545,2855,1114,0,1531,1037,0,2512,1941,0,2390,1011,773,0,1.26,1.03,1.41,1460,1561,1379,1194,1741,12/01/01@42/16
4676,1736,918,0,4424,1980,4681,1005,0,2822,955,1793,619,0,1372,1304,0,2000,1388,0,2497,801,614,0,0.94,1.2,0.93,2444,1867,1696,3676,1174,01/01/03/02@01/01/09/03@01/05/02@01/07/01@01/20/37/01@16/01@32/05/01/03/03@32/07@34/11/13/07
3267,2275,1143,0,3587,2544,2231,1429,0,1934,1300,1573,877,0,1885,1208,0,1992,1488,0,1606,1074,798,0,1.32,0.4,0.97,1043,634,532,802,696,12/04/02@16/19/05
4341,2156,1053,0,4893,1856,3771,1192,0,3106,1278,2353,821,0,1724,1298,0,2257,1489,0,2568,1007,694,0,1.01,1.29,1,3037,1828,1561,2579,1532,20/01/01/01@20/09/18@34/01/01/01
5979,2655,1238,0,3539,2174,2258,1194,0,5334,1534,4513,1156,0,2067,1148,0,2302,1589,0,2254,1064,743,0,1.07,1.87,1,1365,3800,1190,1064,3357,01/04@01/06/02/01@30/01/09/03@32/01
8653,2510,1179,0,6052,1667,4741,1089,0,6824,1272,4922,789,0,1924,1116,0,2095,1283,0,5837,2335,2070,0,0.98,2.46,0.87,4385,5552,3502,3652,4133,14/04@20/09/07/05@20/09/13@42/07
4361,2488,1128,0,3448,1780,2302,1065,0,3089,1284,2220,826,0,1847,1004,0,2108,1290,0,2505,1028,790,0,1.14,1.07,0.97,1668,1805,1477,1237,1394,16/11@18/02/09@34/11/03@34/11/12
6344,1988,1012,0,7690,2320,7014,1428,0,4355,1114,3843,773,0,1608,1187,0,2180,1388,0,4008,922,680,0,1.04,2.87,0.95,5370,3241,3086,5586,3070,10/03/01/02@16/01@18/02/01/02/05@30/05@34/11/03/07@40/01@42/04@43/01/03/05
21212,2623,1344,0,10488,2509,8715,1489,0,17801,1643,18215,1155,0,1931,1157,0,2479,1694,0,11632,1136,724,0,0.91,2.82,1.14,7979,16158,10496,7226,17060,32/01@42/01@43/01/03/05
3792,2519,1202,0,3030,2303,1857,1358,0,2755,1588,3621,1186,0,1671,1107,0,2525,1870,0,1875,1022,788,0,1.38,0.45,1.16,727,1167,853,499,2435,01/04@11/02/03/04@14/07/03@16/01@16/19/01@16/19/03@18/01/01@18/02/01@18/02/10@30/01/05/01/06@30/01/05/05/01@30/01/09/07@32/01/01@34/11/12@40/01/03/01@43/01/03/05
6225,2506,1249,0,3826,2385,2595,1401,0,5186,1542,5883,1132,0,1820,1176,0,2582,2057,0,2762,1065,828,0,1.05,0.52,1.14,1441,3644,1697,1194,4751,02/11@02/13/03@20/01/15@20/03
5005,2061,1129,0,4724,2379,4489,1445,0,3807,1107,3697,738,0,1439,1068,0,2077,1539,0,3425,874,628,0,0.74,1.17,1.59,2345,2700,2551,3044,2959,01/06/06/11
5505,1993,1043,0,6697,2366,4950,1340,0,3817,1215,2862,801,0,1779,1326,0,2143,1426,0,3369,926,709,0,1.12,1.93,0.89,4331,2602,2443,3610,2061,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03@16/03/01
9358,2445,1172,0,3829,1932,2690,1236,0,3212,1414,2052,913,0,1877,1205,0,2275,1378,0,11270,4758,6222,3,0.97,0.75,0.91,1897,1798,6512,1454,1139,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
3922,1979,1028,0,4767,2386,3840,1386,0,2522,1159,1993,793,0,1632,1268,0,2127,1449,0,2155,925,657,0,1.05,1.2,1.11,2381,1363,1230,2454,1200,14/01@16/01@32/01/07@42/04
4820,2385,1107,0,4424,2054,3163,1298,0,3250,1357,2225,866,0,2316,1371,0,2316,1458,0,9276,2410,1654,0,1.22,0.7,0.88,2370,1893,6866,1865,1359,14/10@16/01@32/01/07
7170,2033,1062,0,7861,2513,5184,1522,0,5047,1134,3363,755,0,1505,1461,0,2208,1593,0,4618,799,600,0,1,4.2,0.78,5348,3913,3819,3662,2608,12/01/01@12/04@16/01
33748,2569,1436,0,22238,2558,18753,1512,0,38441,2827,40664,2580,0,1919,1364,0,2938,1987,0,31402,1642,1038,0,0.92,5.01,1.27,19680,35614,29760,17241,38084,12/01/01@12/04@16/01
4646,2051,1025,0,4812,2272,3640,1315,0,3258,1105,2438,727,0,1543,1298,0,2114,1568,0,2433,813,580,0,0.9,2.04,1.1,2540,2153,1620,2325,1711,20/09/07
3114,2340,1178,0,3034,2557,1845,1501,0,2066,1371,1461,922,0,1478,868,0,2550,1857,0,1868,1120,836,0,1.53,1.02,1.04,477,695,748,344,539,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
3024,1981,1028,0,3325,2146,2274,1135,0,1650,948,1143,657,0,1418,1220,0,2093,1350,0,1526,840,607,0,1.13,0.61,0.8,1179,702,686,1139,486,99
7433,1849,954,0,6193,2309,6174,1384,0,7356,1067,4265,709,0,1281,1093,0,2214,1620,0,5806,801,604,0,0.74,2.91,1.08,3884,6289,5005,4790,3556,12/01/01@12/04/01@12/07@16/01@16/03/03@18/02/03@32/01
17283,2305,1143,0,14873,2646,15190,1685,0,14360,1481,11966,982,0,2070,1302,1,2468,1628,0,11328,2578,2005,0,0.9,1.71,0.95,12227,12879,8750,13505,10984,01/01/09/06/02@01/07/01
22286,2383,1208,0,22863,2785,21348,1717,0,21064,1512,15039,1011,0,2069,1459,0,2495,1651,0,17264,2188,1563,0,0.9,2.8,0.93,20078,19552,15076,19631,14028,01/03/16@12/04/01@16/01@40/10/02
4536,2661,1238,0,2982,2123,1845,1203,0,3204,1418,2466,1030,0,1840,1176,0,2263,1598,0,1756,1046,784,0,1.17,1.33,1.05,859,1786,710,642,1436,99
5978,2318,1243,0,5014,2302,3833,1461,0,3152,1205,2723,823,0,1543,1066,0,2270,1746,0,2995,945,695,0,1.18,1.02,1.19,2712,1947,2050,2372,1900,14/04@14/10@16/01@20/01/10@20/09/07/06@20/09/07/25@20/09/13@20/09/18/09/01@42/09
8612,1986,1064,0,10625,2586,8624,1446,0,7448,1225,6342,842,0,1953,1554,0,2242,1525,0,5647,955,640,0,1.07,0.94,0.89,8039,6223,4692,7178,5500,01/04@01/06@10/03/01/01/01@10/03/01/01/03@10/03/02@10/03/05/03@12/01@12/07@14/07/03@16/01@18/01/01@18/02/01@30/01/05/01@30/01/05/05/01@30/01/09/11@40/01@42/04
6315,2563,1186,0,3991,2202,2998,1157,0,3878,1305,5949,855,0,1686,1115,0,2246,1372,0,3280,1091,1404,0,1.08,0.31,1.64,1789,2573,2189,1841,5094,01/06/02/01
7810,2559,1221,0,4923,2210,3861,1208,0,5229,1331,4216,794,0,1898,1136,0,2224,1308,0,4367,1082,719,0,0.97,2.14,0.97,2713,3898,3285,2653,3422,01/05@14/07/02/02@40/01@42/01@43/01/03/05
12358,2680,1273,0,7114,2330,5269,1375,0,12576,1722,15282,1317,0,1884,1231,0,2133,1655,0,5592,1292,1118,0,0.99,0.49,1.23,4784,10854,4300,3894,13965,01/04@20/01/01/07/07@20/03/02/02@20/09/04@20/09/13@34/01/03/03
3112,2033,1015,0,3883,2312,2770,1225,0,2222,1166,1573,787,0,1652,1119,0,2112,1375,0,1934,889,656,0,1.17,0.85,1.09,1571,1056,1045,1545,786,11/04/03/01@11/04/03/05@16/03/03
8952,2178,1141,0,8121,2520,9654,1633,0,6533,1215,7032,860,0,1631,1140,0,2122,1530,0,6532,943,649,0,0.78,2.09,2.17,5601,5318,5589,8021,6172,01/03/01@01/04@16/17/07
4737,1887,950,0,6937,2468,7183,1348,0,4399,1111,4037,750,0,1664,1175,0,2157,1416,0,3710,924,689,0,0.87,0.67,1.52,4469,3288,2786,5835,3287,14/07/11@14/13/01@16/17/09@34/11/03/07@42/10/05@43/01/03
6073,2502,1225,0,9992,2875,11562,1736,1,5241,1887,4308,1309,0,1936,1232,0,2741,1933,0,3520,1214,865,0,1.13,1.33,0.91,7117,3354,2306,9826,2999,14/04@20/09/13@34/01/01/01
3980,1984,1009,0,4325,2423,3440,1424,0,2402,1143,2270,781,0,1442,1190,0,2192,1658,0,2085,849,634,0,1.01,0.54,1.08,1902,1259,1236,2016,1489,02/13/05@11/02/03/04@16/03/03@40/01/05/01
3295,2381,1159,0,3036,2313,1876,1348,0,3010,1822,2761,1446,0,1748,1096,0,2506,1856,0,2113,1127,814,0,1.48,0.69,1.23,723,1188,986,528,1315,01/01/09/03@01/02
5946,2123,1081,0,5996,2434,4872,1493,0,3940,1107,2663,761,0,1485,1201,0,2208,1638,0,3267,841,636,0,1.02,1.21,0.78,3562,2833,2426,3379,1902,01/01@01/02
4449,2469,1166,0,3898,2332,2282,1429,0,2688,1387,1778,879,0,2163,1445,0,2460,1503,0,2197,1136,787,0,1.46,1.45,0.78,1566,1301,1061,853,899,42/10
10626,1991,1041,0,14738,2462,14502,1376,0,8372,1151,10084,799,0,1565,1249,0,2051,1320,0,8007,878,609,0,0.95,1.79,1.39,12276,7221,7129,13126,9285,01/01/06/04/01@01/01/06/05@01/01/06/06/01@01/01/09/02
24788,1964,1095,0,29738,2312,29824,1348,0,22119,1153,14943,803,0,1661,1361,0,2094,1343,0,25509,892,611,0,0.95,6.12,0.84,27426,20966,24617,28476,14140,11/04/01@12/01/01@12/04@16/01@16/03/03
8850,1933,1069,0,9592,2310,8662,1422,0,6526,1085,5733,701,0,1359,1194,0,2153,1624,0,6171,934,713,0,0.88,1.04,0.94,7282,5441,5237,7240,5032,99
3638,2425,1180,0,3207,2486,2045,1482,0,2383,1439,1830,1020,0,1518,1027,0,2485,1764,0,1875,1176,887,0,1.34,0.69,1,721,944,699,563,810,01/03/04@01/07/01@16/01
4997,2270,1218,0,4046,2452,2970,1467,0,4340,1636,3302,1103,0,1626,1034,0,2446,1822,0,3190,1086,784,0,0.94,2.16,0.82,1594,2704,2104,1503,2199,01/01/03/03/02@01/01/13@11/02/03/01@11/02/03/04
4037,2244,1139,0,4186,2554,3202,1550,0,4307,1473,2925,986,0,1463,1015,0,2473,1884,0,2682,1134,820,0,0.97,1.31,1.04,1632,2834,1548,1652,1939,12/01@40/01
2777,1758,897,0,3830,2078,2642,1064,0,1728,977,1559,655,0,1332,1187,0,2028,1432,0,1887,772,596,0,1.14,0.15,1.02,1752,751,1115,1578,904,16/17@32/01/01@32/07/07/03@32/07/07/05
3725,2250,1095,0,4670,2592,3660,1524,0,2879,1320,1988,874,0,1941,1261,0,2336,1508,0,2715,1378,960,0,1.17,1.23,1.59,2078,1559,1337,2136,1114,01/01/11@01/05/02/07@02/09@02/10@16/21/07
3577,1770,913,0,3853,2102,3069,1262,0,2370,1057,1726,739,0,1640,1716,0,2010,1530,0,1640,700,581,0,0.96,0.66,0.85,1751,1313,940,1807,987,99
5281,2617,1212,0,3350,2143,2123,1182,0,4770,1322,3640,995,0,1905,1183,0,2257,1574,0,2342,1224,818,0,1.12,1.65,0.63,1207,3448,1118,941,2645,10/01/03/03@10/01/03/05@10/01/05/01@11/02@16/01@16/03/01@32/01/09
4258,2119,1155,0,4027,2533,3244,1543,0,2796,1134,2409,767,0,1431,1047,0,2206,1662,0,2305,903,708,0,0.97,0.93,1.3,1494,1662,1402,1701,1642,11/02/03/04
4035,2047,1050,0,5212,2538,4165,1444,0,3158,1257,2449,850,0,1956,1397,0,2120,1428,0,2664,928,684,0,0.91,1.04,1.08,2674,1901,1736,2721,1599,11/02/03/04/03@14/07/04
8348,2573,1216,0,5872,2212,4169,1181,0,7678,1514,7718,1151,0,1924,1092,0,2251,1373,0,4080,1566,896,0,1.15,2.46,0.96,3660,6164,2514,2988,6567,14/01@14/04@16/01@20/01/10@32/01/07
9298,1983,1006,0,12585,2474,12373,1445,0,8479,1234,6853,838,0,1916,1318,0,2256,1473,0,7044,931,683,0,0.9,1.67,0.95,10111,7245,6113,10928,6015,11/04/03/01@16/03/03
4083,2023,1026,0,5471,2611,4290,1452,0,3126,1197,1665,785,0,1805,1199,0,2228,1435,0,2634,892,635,0,1.03,3.71,1.03,2860,1929,1742,2838,880,10/01/02@10/01/05/01@10/01/05/03@11/02/03@11/04/01@11/04/03/01@12/01@12/04@16/03/03@16/19/03
9224,2462,1143,0,9167,2568,9123,1478,0,9269,1400,6235,928,0,2042,1180,0,2444,1507,0,10256,4292,2834,0,0.88,1.13,1.22,6599,7869,5964,7645,5307,01/01/03/01@01/01/03/02@01/02/02@01/05/02@01/05/03/03/04@01/05/09@02/19@16/13/01@34/11/03/07@42/01
4036,2486,1226,0,8778,3974,11218,3188,1,3778,1465,2836,1123,0,1691,1041,0,2614,1872,0,2595,1237,919,0,1.15,0.86,1.1,4804,2313,1358,8030,1713,18/02/01@32/05/01
4198,2372,1214,0,3804,2614,2940,1593,0,4426,1516,4396,1190,0,1548,1021,0,2604,1932,0,3346,1245,948,0,0.95,1.04,1.09,1190,2910,2101,1347,3206,01/06
4970,1862,978,0,6119,2238,6710,1240,0,3542,1001,3222,684,0,1780,1359,0,2024,1334,0,3147,844,597,0,0.92,0.91,1.33,3881,2541,2303,5470,2538,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
3416,2463,1131,0,4240,2516,3057,1465,0,2333,1348,1693,844,0,2135,1297,0,2237,1526,0,5288,1453,1580,0,1.32,0.59,1.16,1724,985,3835,1592,849,20/01/07@20/09/13
8991,2476,1260,0,5152,2394,4058,1423,0,7162,1846,5811,1460,0,1708,1081,0,2682,1866,0,5035,1412,972,0,0.99,2.8,0.88,2758,5316,3623,2635,4351,12/01/01@12/04@16/01@16/17/09
23468,2418,1284,0,16767,2702,17861,1617,0,27488,2801,28031,2650,0,1699,1111,0,2710,2007,0,17119,1682,1902,0,0.81,1.19,1.2,14065,24687,15437,16244,25381,20/01/10@32/01@42/01@43/01/03/05
5114,2297,1157,0,6043,2655,5166,1571,0,4464,1400,4026,989,0,2172,1362,0,2371,1561,0,4006,1720,1180,0,1.07,1.75,1.32,3388,3064,2286,3595,3037,20/01/11@20/09/07/05
5197,2315,1174,0,6226,2665,6001,1595,0,4533,1402,3716,966,0,2172,1380,0,2484,1634,0,3963,1760,1326,0,0.93,1.27,1.32,3561,3131,2203,4406,2750,14/04@20/01/10@20/09/07@20/09/13
4370,2262,1241,0,4300,2576,3094,1559,0,3803,1522,3160,1053,0,1503,1087,0,2480,1909,0,2788,1128,889,0,1.06,0.81,0.99,1724,2281,1660,1535,2107,99
3103,2249,1111,0,3488,2534,2189,1497,0,1862,1240,1272,839,0,1891,1237,0,2277,1521,0,1564,1108,766,0,1.55,1.29,0.92,954,622,456,692,433,01/04@10/03/01/01/03@14/07/03@20/01/11@20/09@34/01@34/11/12
5871,1710,913,0,8163,1924,6937,1047,0,4960,1011,3741,695,0,1403,1641,0,2070,1576,0,3280,719,570,0,1.07,1.21,0.9,6239,3949,2561,5890,3046,01/04@01/06@10/03/01/01/01@10/03/01/01/03@10/03/02@10/03/05/03@12/01@12/07@14/07/03@16/01@18/01/01@18/02/01@30/01/05/01@30/01/05/05/01@30/01/09/11@40/01@42/04
7331,2320,1239,0,7593,2695,6637,1664,0,5251,1488,3879,1072,0,2015,1623,0,2402,1537,0,4188,1648,1218,0,1.08,1.47,0.97,4898,3763,2540,4973,2807,01/03/04@20/01/15
2540,1584,824,0,2770,1768,1911,956,0,1351,866,975,591,0,1479,1260,0,2057,1556,0,2255,731,612,0,1.4,0.07,1.03,1002,485,1524,955,384,20/01/03/03
4433,2560,1182,0,3220,2081,2075,1117,0,2786,1241,2061,816,0,1699,1019,0,2080,1319,0,2104,1116,1001,0,1.2,0.96,1,1139,1545,988,958,1245,01/01/06/04/01@01/01/06/04/02@01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/01/09/02/02@01/01/11/07@01/20/27@16/21/17
3094,2052,1059,0,3824,2422,2369,1366,0,2094,1164,1634,789,0,1666,1186,0,2198,1464,0,1622,927,696,0,1.2,1.16,0.81,1402,930,695,1003,845,20/01/03@20/03
4273,2179,1142,0,5162,2339,3895,1391,0,2671,1155,2147,787,0,1438,1064,0,2126,1588,0,2327,849,631,0,1.18,1.1,0.95,2823,1516,1478,2504,1360,12/01/01@42/16
4833,2535,1200,0,3298,2046,2317,1231,0,3920,1419,3842,984,0,1802,962,0,2250,1574,0,2575,1010,812,0,1.08,0.62,1.19,1252,2501,1565,1086,2858,01/06/05@02/25@42/01
5365,2165,1231,0,4914,2419,4513,1481,0,3598,1209,3005,789,0,1495,1125,0,2150,1540,0,3376,891,621,0,0.78,2.96,1.01,2495,2389,2485,3032,2216,12/04/01@18/02/03
5498,2442,1176,0,4426,2119,3281,1274,0,4589,1488,3352,1058,0,1727,973,0,2408,1613,0,3134,1133,742,0,1.01,1.66,0.93,2307,3101,2001,2007,2294,01/05/03/03/04@20/09/07@42/01
5136,1932,1020,0,6049,2321,5983,1324,0,3461,1077,3300,721,0,1610,1286,0,2092,1405,0,2383,873,681,0,0.97,0.32,1.2,3728,2384,1510,4659,2579,02/13/03@10/03/02
5539,2476,1198,0,5638,2366,4701,1370,0,3756,1329,3062,882,0,1625,1034,0,2295,1436,0,4968,1587,1240,3,1.16,0.7,1.18,3272,2427,3381,3331,2180,10/03/01@42/29@43/01/03/05
2917,2044,1028,0,3200,2387,2161,1326,0,1714,1109,1484,771,0,1409,1169,0,2098,1539,0,1490,847,641,0,1.03,0.21,1.3,813,605,643,835,713,42/01
