@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
14258,2123,15331,1141,0,13121,2486,13427,1399,0,8509,1518,8703,1122,8256,1205,7018,826,0,1747,1649,0,11177,2092,1432,0,7406,864,666,0,0.86,0.88,0.92,1.14,1.32,1.35,1.09,0.88,0.7,0.74,12135,10635,7051,6542,14190,12028,7581,6192,01/06/06@14/07/02@42/01
8289,2354,8195,1111,0,9277,2384,8573,1413,0,8983,1470,7090,1021,7590,1263,3921,748,0,1750,1099,0,8502,2236,1355,0,7343,1658,885,0,0.84,0.96,1.24,1.99,2.15,2.23,0.81,0.5,0.32,0.45,5935,6893,6327,5685,7084,7160,6069,3173,01/01/11/02/01@01/01/11/03/01@01/05@16/17/07@16/21/11
3892,1930,2788,941,0,5280,2140,3860,1158,0,2719,1190,2047,812,2462,954,1906,663,0,1628,1252,0,3842,2078,1415,0,2379,871,682,0,1.06,1.16,1.24,1.21,1.3,1.56,0.81,0.83,0.69,0.64,1962,3140,1508,1508,1847,2702,1235,1243,02/45/11@16/01@16/19/03@20/09/14@20/09/16/09/03@20/09/18/09/01@32/01/03@34/05/02@34/11/03/13@42/01@42/04@43/01/03/05
4101,2327,2712,1095,0,3973,2367,2889,1348,0,2939,1483,2348,1033,2706,1204,1917,762,0,1839,1175,0,3132,2090,1247,0,2071,1151,1352,0,1.1,1.04,1.11,1.3,1.27,0.34,0.9,0.77,1.92,2.94,1774,1606,1502,920,1617,1541,1315,1155,01/05/02/07@02/10@02/11@02/13/03@16/21/08@20/01/15
8604,2533,7559,1240,0,6072,2848,4699,1766,0,7788,1936,6601,1488,7697,1916,5975,1479,0,1741,1116,0,5821,2562,1781,0,5256,1460,928,0,0.96,1.1,1.14,1.29,1.23,2.09,0.88,0.78,0.66,0.48,6071,3224,5781,3796,6319,2933,5113,4496,99
3620,2385,2167,1139,0,3354,2571,2187,1550,0,3398,1838,3135,1358,3109,1686,2423,1216,0,1573,1011,0,3732,2598,1795,0,2487,1229,831,0,1.2,1.23,0.88,1.18,1.41,1.39,1.14,0.85,1.28,0.72,1235,783,1423,1258,1028,637,1777,1207,10/01/09/05@10/03/01@11/02/03/04@14/07/04@34/11/03/07
6291,2334,5797,1214,0,5378,2712,4568,1702,0,11741,2063,13639,1585,7893,1839,5779,1231,0,1552,1070,0,5591,2639,1889,0,6062,1315,835,0,0.86,0.93,0.8,1.33,1.78,6.05,1.25,0.75,0.4,0.17,3957,2666,6054,4747,4583,2866,12054,4548,12/01@14/10@16/01
6905,2460,6133,1200,0,5075,2718,4163,1701,0,11989,2182,15008,1665,7529,1808,7712,1624,0,1509,1066,0,5775,2718,1949,0,5218,1406,955,0,0.9,0.96,0.73,0.94,1.14,2.04,1.37,1.06,0.98,0.49,4445,2357,5721,3812,4933,2462,13343,6088,14/07/02/02
3503,1723,2296,909,0,4574,2104,3382,1210,0,2234,1143,1707,760,2128,949,1480,611,0,1229,1164,0,4007,2003,1282,0,2023,780,593,0,1.28,1.14,1.15,1.36,1.55,1.09,0.87,0.74,0.78,0.92,1780,2470,1179,1243,1387,2172,947,869,01/05/03@02/19@11/02/03/01@11/02/03/04@43/01/03/05
5029,2212,3681,1107,0,5634,2545,4227,1363,0,2904,1373,2330,931,3788,1270,2747,836,0,1831,1256,0,4921,1748,1240,0,3018,1090,870,0,1.09,1.08,1.09,1.32,1.48,1.48,0.92,0.76,0.67,0.68,2817,3089,2518,1928,2574,2864,1399,1911,02/13/03@40/01@42/01
7605,2380,7306,1222,0,6229,2873,5174,1766,0,8309,2874,7898,2178,6626,1692,7022,1248,0,1543,1045,0,5938,2633,1941,0,4253,1308,898,0,0.86,0.98,0.95,0.85,0.93,0.67,1.05,1.18,3.03,1.49,5225,3356,4934,2945,6084,3408,5720,5774,01/04@10/01/05/01@16/19/03@32/01
2811,1807,1686,893,0,3401,2139,2481,1287,0,2045,1284,1646,990,1807,1036,1339,737,0,1382,1165,0,3297,2112,1617,0,1314,809,597,0,1.27,1.06,1.16,1.28,1.48,0.85,0.86,0.78,0.72,1.18,1004,1262,771,505,793,1194,656,602,42/01
3311,2320,2079,1134,0,3490,2731,2232,1623,0,10542,2248,10682,1675,2616,1500,1908,1060,0,1473,1015,0,3378,2487,1858,0,2195,1239,836,0,1.05,1.25,0.92,1.32,1.52,1.16,1.09,0.76,1.25,0.86,991,759,1116,956,945,609,9007,848,20/01/01/01@20/09/04@34/01/01/01
3474,1671,2456,811,0,3657,2066,2685,1046,0,1961,1124,1944,760,1920,914,1645,611,0,1334,1203,0,3675,2022,1387,0,1927,757,610,0,1.1,0.97,0.71,0.97,0.54,0.58,1.41,1.03,3.7,1.72,1803,1591,1006,1170,1645,1639,1184,1034,02/13/03@12/01/01@42/16
3638,1651,2498,824,0,4668,1925,3781,978,0,2293,1138,1853,749,2551,927,1894,640,0,1423,1220,0,5051,1954,1316,0,2315,748,581,0,1.19,0.98,1.05,1.3,1.24,1.11,0.95,0.77,0.79,0.9,1987,2743,1624,1567,1674,2803,1104,1254,10/01/02@10/01/05@10/03/01/01/11@10/03/02@10/03/04/05@16/19/03@40/10@42/10/03
3366,2006,2232,965,0,5155,2454,4544,1378,0,3041,1299,3181,869,2835,1155,2455,749,0,1469,1070,0,3606,2150,1398,0,2468,873,617,0,1.07,0.85,0.75,0.98,0.94,1.01,1.33,1.02,1.23,0.99,1360,2701,1680,1595,1267,3166,2312,1706,01/04@01/06/06/11@16/19/03
3780,2641,2101,1281,0,2874,2163,1724,1177,0,2323,1470,1954,1106,2732,1412,1979,1019,0,1802,982,0,4169,2222,1480,0,1802,1016,689,0,1.39,1.3,1.01,1.38,1.32,1.11,0.99,0.72,1.25,0.9,1139,711,1320,786,820,547,848,960,10/01/05@11/02/03/01@18/02/09@42/16
6800,2569,5485,1279,0,4311,2355,3471,1336,0,5600,1704,4764,1250,6776,1728,5391,1215,0,1770,1095,0,5127,2341,1572,0,3617,1128,735,0,1.01,0.92,1.11,1.21,1.22,1.3,0.9,0.83,1.2,0.77,4231,1956,5048,2489,4206,2135,3514,4176,01/05@43/01/03/05
4572,2595,3309,1238,0,3838,2233,2570,1206,0,2907,1231,2648,890,2835,1183,1634,697,0,1639,979,0,4766,2165,1233,0,2322,904,566,0,0.95,1.18,0.95,1.76,1.91,3.6,1.05,0.57,0.29,0.28,1977,1605,1652,1418,2071,1364,1758,937,11/04/01@11/04/02@16/03/03
3017,1943,1940,982,0,4036,2424,2678,1273,0,2153,1324,1651,898,1945,1100,1463,690,0,1683,1122,0,3029,2157,1373,0,1643,886,642,0,1.12,1.15,1.1,1.09,1.02,0.85,0.91,0.92,1.08,1.18,1074,1612,845,757,958,1405,753,773,11/04/03/01@14/10@16/01@16/03/03
4056,2070,3347,1133,0,4355,2538,3481,1545,0,3969,1535,4272,1127,2897,1245,2506,883,0,1381,1129,0,3129,2194,1567,0,2713,987,773,0,0.9,0.94,0.77,1.02,1.08,0.59,1.3,0.98,1.85,1.69,1986,1817,1652,1726,2214,1936,3145,1623,20/01/21@20/09/01
3359,1854,2465,986,0,4143,2143,3093,1174,0,2298,1210,2152,788,2262,995,1919,664,0,1505,1177,0,3092,2061,1340,0,2064,876,635,0,1.02,1.04,0.8,1.01,0.98,1.4,1.25,0.99,1.03,0.71,1505,2000,1267,1188,1479,1919,1364,1255,99
3916,1888,3110,968,0,5361,2216,4754,1190,0,2999,1243,2978,816,3103,1022,2265,658,0,1555,1256,0,3661,2146,1409,0,2880,863,623,0,0.95,0.88,0.81,1.29,1.36,2.21,1.23,0.78,0.81,0.45,2028,3145,2081,2017,2142,3564,2162,1607,01/04@11/02/03@14/07/03
3624,2059,2582,1081,0,3715,2318,2566,1349,0,2632,1483,2149,1086,2124,1149,1514,788,0,1501,1303,0,3022,2196,1552,0,1742,860,631,0,1.04,1.15,1.08,1.34,1.44,1.24,0.93,0.75,1.11,0.81,1565,1397,975,882,1501,1217,1063,726,11/04/03/01@14/10@16/01@16/03/03
3186,1895,2314,1008,0,3428,2379,2484,1359,0,2497,1470,2052,1029,2005,1129,1491,750,0,1537,1186,0,2963,2304,1586,0,1879,864,697,0,0.99,0.93,1,1.18,1.38,1.13,1,0.85,1.41,0.88,1291,1049,876,1015,1306,1125,1023,741,01/02@02/13/03
4011,2308,2532,1072,0,4943,2612,4165,1550,0,2702,1455,2088,1038,2343,1190,1996,769,0,2012,1117,0,3552,2245,1368,0,2056,987,968,0,1.17,0.89,1.19,0.94,0.75,0.57,0.84,1.06,2.33,1.75,1703,2331,1153,1069,1460,2615,1050,1227,01/03/16@10/01/05@11/02/01@11/04/01
18060,2082,21259,1133,0,15910,2367,19602,1388,0,11236,1470,19880,1210,10846,1217,13019,874,0,1535,1281,0,12819,2392,1722,0,13857,913,674,0,0.79,0.74,0.52,0.79,0.76,2.46,1.92,1.27,0.53,0.41,15978,13543,9629,12944,20126,18214,18670,12145,01/05/03@01/06@42/01@43/01/03/05
7157,2412,6403,1263,0,5796,2939,4484,1792,0,8452,2130,7827,1630,6666,1614,7150,1314,0,1563,1120,0,6013,2722,1976,0,4896,1350,928,0,0.92,1.06,1.02,0.87,1.1,1.23,0.98,1.15,1.85,0.81,4745,2857,5052,3546,5140,2692,6197,5836,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
3841,2258,2608,1086,0,3548,2236,2407,1526,0,3063,2048,2576,1546,2971,1604,2398,1152,0,1572,952,0,3471,2649,1972,0,2198,1234,876,0,1.04,1.49,0.99,1.1,1.12,0.22,1.01,0.91,2.5,4.55,1583,1312,1367,964,1522,881,1030,1246,01/01/03/02/01@01/05/02/04@01/05/02/07@01/06/05@01/07@02/10@02/45@16/21/07@20/01/15@32/01/01@32/07/07/03
26751,2463,27756,1332,0,20985,2989,19149,1892,0,24833,2169,24880,1760,26019,3148,25808,3102,0,1647,1204,0,17243,2761,2048,0,16348,1427,982,0,0.92,1.04,0.98,1.01,0.96,1.19,1.02,0.99,1.79,0.84,24288,17996,22871,14921,26424,17257,23120,22706,10/01/09/05@11/02/03/04@16/03/01@42/10/03
9391,2640,7589,1287,0,5637,2187,3891,1213,0,4311,1337,3704,1038,8036,1461,6263,1088,0,1830,1206,0,8373,2265,1494,0,3936,1065,737,0,1.07,1.29,1.12,1.27,1.32,2.24,0.89,0.79,0.59,0.45,6751,3450,6575,2871,6302,2678,2666,5175,01/04@10/03/01@12/01@14/07/03@30/01/05/01@34/11/03/07
11126,2154,11580,1114,0,11892,2736,10617,1761,0,9355,1796,8170,1367,7724,1251,6237,839,0,1399,1167,0,8013,2388,1670,0,7002,940,696,0,0.86,1.03,1.11,1.2,1.38,1.71,0.9,0.83,0.78,0.58,8972,9156,6473,6062,10466,8856,6803,5398,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/01/10@20/09/04@20/09/07@32/01/05@32/01/07
7695,2500,6325,1202,0,5102,2302,3724,1306,0,4433,1497,4139,1133,7700,1582,6582,1167,0,1720,1040,0,5710,2270,1514,0,3981,1044,727,0,1.01,1.16,0.98,1.13,0.99,1.75,1.02,0.88,1.85,0.57,5195,2800,6118,2937,5123,2418,3006,5415,16/01@20/01/21@20/09/13@20/09/16/09/03@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
3352,2031,2359,998,0,3787,2590,2566,1588,0,2820,1627,2341,1250,2176,1247,1644,838,0,1777,1509,0,2941,2234,1588,0,1869,997,735,0,0.97,1.22,1.09,1.15,1.1,1.72,0.92,0.87,0.79,0.58,1321,1197,929,872,1361,978,1091,806,01/04@10/01/05/01@10/03/02@16/03/01@16/19/03
16514,1981,16871,1032,0,15529,2241,14197,1228,0,12740,1280,10023,888,15907,1151,11214,741,0,1580,1158,0,19303,2232,1382,0,15367,919,651,0,0.92,1.02,1.25,1.41,1.32,6.92,0.8,0.71,0.22,0.14,14533,13288,14756,14448,15839,12969,9135,10473,12/01/01@12/04@16/01
3877,2067,2861,1011,0,4025,2378,3065,1425,0,2995,1565,2903,1154,2376,1277,1882,865,0,1547,1336,0,2979,2043,1372,0,1878,895,701,0,0.98,1,0.82,1.08,1.11,1.65,1.22,0.93,0.82,0.61,1810,1647,1099,983,1850,1640,1749,1017,99
7112,2044,8237,1087,0,7298,2441,7389,1505,0,8040,1661,14001,1329,6566,1252,7670,898,0,1426,1228,0,4464,2236,1599,0,5412,928,703,0,0.71,0.83,0.5,0.78,1.03,0.41,2,1.28,1.08,2.44,5068,4857,5314,4484,7150,5884,12672,6772,01/01/11/04/01
6490,1895,5856,948,0,6276,2279,5559,1325,0,4987,1456,4694,1092,4634,1150,2621,786,0,1381,1126,0,4689,2208,1677,0,3890,853,636,0,0.94,0.94,0.98,1.9,2.03,4.87,1.02,0.53,0.26,0.21,4595,3997,3484,3037,4908,4234,3602,1835,01/05@30/01
5014,1983,4325,978,0,5017,2195,4211,1219,0,3940,1413,3675,1011,3480,1138,3293,769,0,1374,1067,0,3706,2350,1741,0,2907,854,724,0,0.91,0.94,0.95,0.93,0.83,0.24,1.05,1.08,5,4.17,3031,2822,2342,2053,3347,2992,2664,2524,01/05@02/01
4829,2335,3363,1108,0,5093,2528,4007,1469,0,3333,1461,2874,1048,3156,1182,2723,750,0,1727,1280,0,4015,2180,1299,0,2605,934,747,0,1.11,1.01,1.03,1,0.97,0.98,0.97,1,1.52,1.02,2494,2565,1974,1671,2255,2538,1826,1973,12/01/01@42/16
6171,1863,5674,892,0,8318,2142,8350,1168,0,4552,1180,4243,773,5546,1041,4381,663,0,1624,1346,0,6383,2101,1339,0,5118,872,664,0,0.9,0.86,0.97,1.21,0.94,1.45,1.03,0.83,0.95,0.69,4308,6176,4505,4246,4782,7182,3470,3718,01/03/10@16/01@18/01/07@18/02/01/01@20/09/18/09/01/01@30/01/05/05/01@30/01/09/07@34/05@40/01@42/04/03@43/01/03/05
2875,1857,1825,939,0,3451,1950,2439,1052,0,1842,1128,1536,784,1706,972,1344,631,0,1572,1274,0,2973,2045,1382,0,1616,807,592,0,1.15,1.08,0.95,1.03,0.84,0.63,1.05,0.97,1.28,1.59,1018,1501,734,809,886,1387,752,713,20/01/01/01@20/01/01/07@20/03@20/09/18/07@34/01/01@43/01/03/05
12187,2307,10607,1165,0,12346,2519,10379,1436,0,9843,1509,11557,1112,10575,1370,11338,888,0,1891,1310,0,10165,2306,1391,0,8651,1423,1192,0,1.05,1.1,0.8,0.88,0.78,1.48,1.25,1.14,1.05,0.68,9880,9827,9205,7228,9442,8943,10445,10450,30/05@34/11/03/07
2378,1824,1292,936,0,2733,2072,1435,1028,0,1468,1119,1005,751,1341,963,854,610,0,1331,1210,0,2619,2084,1413,0,1216,793,607,0,1.56,1.62,1.37,1.55,1.51,1.17,0.73,0.65,0.83,0.85,554,661,378,423,356,407,254,244,14/01@16/01
8422,1849,8762,1003,0,7098,2278,7468,1363,0,5293,1323,9605,1019,5088,1127,11898,814,0,1337,1213,0,4320,2152,1762,0,3547,834,673,0,0.85,0.79,0.46,0.36,0.3,0.14,2.17,2.78,8.33,7.14,6573,4820,3961,2713,7759,6105,8586,11084,32/01@34/11/12@43/01/03/09
10040,1813,7493,999,0,14678,2062,10797,1079,0,7000,1231,5345,820,8230,1069,5581,700,0,1342,1256,0,13467,2206,1473,0,9389,901,621,0,1.27,1.3,1.27,1.47,1.25,3.99,0.79,0.68,0.41,0.25,8227,12616,7161,8488,6494,9718,4525,4881,12/01/01@16/01
5460,2226,3893,1080,0,5791,2532,3823,1396,0,3473,1420,2723,978,3245,1184,2493,753,0,1687,1135,0,4541,2176,1410,0,2837,1069,813,0,1.15,1.34,1.18,1.18,1.22,1.65,0.85,0.85,1.1,0.61,3234,3259,2061,1768,2813,2427,1745,1740,11/02/03/01@11/02/03/04
4501,2333,3211,1153,0,4256,2723,2935,1644,0,4344,2209,3949,1646,3655,1650,4921,1299,0,1548,1006,0,3924,2593,1920,0,2730,1263,1065,0,1.05,1.19,0.93,0.55,0.58,0.31,1.08,1.82,6.25,3.23,2168,1533,2005,1467,2058,1291,2303,3622,30/01/05/05@30/05@34/11/03/07
7087,2358,6565,1156,0,6061,2713,4629,1680,0,8328,2151,8452,1720,6359,1698,4135,1161,0,1595,1033,0,5583,2607,1836,0,5458,1428,892,0,0.87,1.14,0.92,1.57,1.87,6.16,1.09,0.64,0.31,0.16,4729,3348,4661,4030,5409,2949,6732,2974,16/03/03
3326,1682,2302,847,0,3518,1901,2541,984,0,1927,1051,1595,696,1907,879,1391,558,0,1341,1298,0,4700,2134,1453,0,1692,728,589,0,1.13,1.04,0.97,1.23,1.09,1.36,1.03,0.81,0.66,0.74,1644,1617,1028,964,1455,1557,899,833,10/01/05@10/03/02@11/04/03/01/10
5947,1652,4353,831,0,5659,1806,4145,930,0,3086,1037,2128,699,3455,871,2051,589,0,1396,1346,0,10476,2027,1344,0,3108,789,590,0,1.22,1.2,1.43,1.77,1.64,2.03,0.7,0.56,0.23,0.49,4295,3853,2584,2319,3522,3215,1429,1462,01/02/07@01/05/25@10/01/09/05@10/03/01@11/02/01@11/02/02@11/02/03/04@12/07@16/03/01@32/01/09@42/10/03
6297,2136,5418,1167,0,6628,2489,6063,1637,0,4580,1860,4180,1440,4267,1230,3587,873,0,1290,985,0,6084,2263,1591,0,3710,1023,813,0,0.98,0.94,0.99,1.12,1.36,1.32,1.01,0.89,0.71,0.76,4161,4139,3037,2687,4251,4426,2740,2714,01/04@11/02/03/01/01@11/02/03/01/07@11/02/03/04@11/04/01@14/07/03@18/01/01@18/02/01@30/01/05/01
