@RELATION 'derisi0.names'

@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1155,0,1947,0,2187,1151,830,0,0,2192,0,2014,820,1.01,1036,1194,11/02/03/04
1067,0,1909,0,2007,1084,752,0,0,2229,0,1554,812,1.22,923,742,11/02/03/01@11/02/03/04
1195,0,2122,0,3064,1560,1097,0,0,2505,0,2398,1086,1.33,1504,1312,16/17/09@20/01/01/01/01@20/03/22@20/09/18@34/01/01/01
1089,0,2063,0,1899,1052,724,0,0,2221,0,1776,796,1.02,847,980,16/17/09@20/01/01/01/01@20/03/22@20/09/18@34/01/01/01
995,0,1881,0,1998,1098,786,0,0,2160,0,1722,799,1,900,923,01/04@01/05@01/06@01/20@30/01
1163,0,1603,0,2596,1348,839,0,0,2510,0,2014,1094,1.22,1248,920,10/01/05@11/02/03/04/03
991,0,1319,0,2443,1152,772,0,0,2244,0,2419,863,0.99,1291,1556,20/09/07/03@40/01
1461,0,1725,0,5972,1408,907,0,0,2798,0,4856,1318,0.97,4564,3538,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
1030,0,1836,0,2274,1066,712,0,0,2254,0,1782,778,1.05,1208,1004,01/06@14/07/05@14/10@14/13/01/01@16/01@16/19/03
1343,0,1463,0,2437,1379,904,0,0,2609,0,2108,1252,1.71,1058,856,10/03/04/05@16/01
993,0,1344,0,6712,1092,778,0,0,2202,0,7095,889,1.01,5620,6206,01/01/06/01/01@01/01/06/02/02@01/02@32/01/11
1167,0,1746,0,3419,1349,900,0,0,2566,0,2954,1218,1.03,2070,1736,01/01/13@01/02/07/03@01/05/25@10/03/01/01/03@10/03/01/01/09@10/03/04/05@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@34/01/03/01
1119,0,2214,0,3341,1508,1123,0,0,1972,0,2363,1078,1.17,1833,1285,14/13/01/01
1167,0,2291,0,4559,1528,1092,0,0,1635,0,3810,1106,1.03,3031,2704,99
975,0,1781,0,3567,983,670,0,0,2316,0,3150,986,0.98,2584,2164,14/04@16/01@20/01/10@20/09/01@34/11/03/07
933,0,1943,0,2371,966,682,0,0,2153,0,1955,948,1.06,1405,1007,12/01/01@16/03/03@42/16
992,0,1061,0,2445,1037,732,0,0,2043,0,2132,777,0.99,1408,1355,42/01@43/01/03/05
1010,0,1147,0,9665,1102,771,0,0,2104,0,9074,1029,0.9,8563,8045,01/02@01/03/07@01/20/37/01@16/21/05@16/21/07@20/01/15@32/01/01@32/07/07@34/11/11
1322,0,2214,0,6779,1478,1056,0,0,2459,0,3178,1290,1.1,5301,1888,10/03/01@42/04/05
1326,0,2145,0,3403,1578,1189,0,0,2451,0,2690,989,1.08,1825,1701,20/09/07
1259,0,2144,0,4459,1610,1197,0,0,2558,0,2323,1081,1.1,2849,1242,99
1274,0,1573,0,1796,1283,893,0,0,2378,0,1425,1031,1.06,513,394,10/01/05/01@10/01/05/03/01@10/03/02/01@16/01@16/03/01@32/01/09
1238,0,1518,0,2451,1298,874,0,0,2290,0,2121,996,1.05,1153,1125,01/04@02/13/03@14/10@16/01@16/19/03@20/03/22@42/16
1243,0,2144,0,2143,1300,949,0,0,2278,0,2061,895,1.06,843,1166,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
1387,0,2323,0,11184,1913,1407,0,0,2551,0,6509,1186,0.97,9271,5323,01/02@20/03@20/09/16
1196,0,1459,0,6402,1265,877,0,0,2415,0,6127,1060,0.96,5137,5067,01/03/01/03@01/03/04@01/05
1224,0,2209,0,2243,1594,1152,0,0,2454,0,2248,1117,1.79,649,1131,32/07/01@42/01@43/01/03/09
1207,0,2230,0,1667,1081,774,0,0,2134,0,1538,849,1.18,586,689,43/01/03/09
1183,0,2566,0,2463,1084,768,0,0,2370,0,2069,850,0.97,1379,1219,14/07/07@14/13/01
1194,0,1434,0,1871,1202,827,0,0,2282,0,1591,936,1,669,655,10/01/03@10/01/05/01
1109,0,2207,0,6981,1061,787,0,0,2307,0,7027,844,0.77,5920,6183,14/13/01/01@16/07
1236,0,2514,0,5241,1838,1384,0,0,2080,0,3653,1166,1.14,3403,2487,11/04/01@11/04/03@14/04@16/03/03@20/01/21@20/09/01
966,0,1322,0,1743,1142,777,0,0,2182,0,1727,882,1.32,601,845,10/01/09/05@10/03/04/05@11/02/03/04
1328,0,1611,0,2958,1342,862,0,0,2502,0,2373,1112,1.1,1616,1261,10/01/09/05@11/02/03/01@11/02/03/04@14/07/04@18/02/09@42/10/03
1346,0,1654,0,7527,1422,922,0,0,2617,0,6109,1256,1.03,6105,4853,11/02/03/04
1002,0,1457,0,3397,1197,817,0,0,2228,0,3497,918,0.95,2200,2579,01/01@14/07/09
991,0,1256,0,1662,1103,741,0,0,2225,0,1602,861,1.17,559,741,11/04/03/01@14/10
994,0,2442,0,4879,1020,708,0,0,2218,0,3671,911,0.91,3859,2760,01/04@14/07/03@16/17/07@16/17/09@32/01/11
1097,0,1411,0,5600,1280,819,0,0,2240,0,5210,914,1.04,4320,4296,10/01/02@10/01/05/03/03@32/01/09@42/10/03
1340,0,2290,0,3405,1723,1429,0,0,2474,0,2591,1230,1.22,1682,1361,01/05/02/07@01/05/03@02/19
1258,0,2430,0,3159,1601,1099,0,0,1957,0,2442,1110,1.3,1558,1332,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
1116,0,2835,0,4400,1038,725,0,0,2299,0,4908,832,0.94,3362,4076,20/01/01/01@20/03/22@34/01/01/01
1342,0,1497,0,11740,2134,1718,0,0,2481,0,8677,1487,0.86,9606,7190,42/01
1258,0,2255,0,3346,1618,1212,0,0,2357,0,2839,1058,1.34,1728,1781,01/06@12/01/01@42/16
1035,0,2399,0,4191,1128,761,0,0,2160,0,4322,831,0.75,3063,3491,01/03/01/03@01/07/01@02/11@02/45/15@16/17@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
1360,0,2558,0,25816,1940,1485,0,0,2522,0,21169,1394,0.87,23876,19775,12/01/01@12/04@16/01@16/03/03
1235,0,2354,0,3911,1724,1242,0,0,2407,0,3219,962,1.21,2187,2257,10/01/09/05@11/02/03/04@14/07/04@16/01@30/01/05/05@40/01@43/03
1157,0,1529,0,2080,1348,830,0,0,2548,0,1955,1144,1.85,732,811,01/05
961,0,1290,0,4099,1155,792,0,0,2194,0,4208,871,0.8,2944,3337,01/05@02/16/03@02/45@16/01@42/04@42/16
1234,0,2561,0,3304,1348,979,0,0,2389,0,5329,1050,1.07,1956,4279,01/05@14/07/02/01@14/07/02/02
1221,0,1476,0,2529,1382,827,0,0,2372,0,2204,1188,1.26,1147,1016,11/02/03@11/04/01@11/04/03/01@12/07@16/03/03@16/19/03@42/10
919,0,1169,0,1551,1063,684,0,0,2028,0,1465,798,1.17,488,667,01/07/01@01/20/19/01
1184,0,1518,0,2146,1351,845,0,0,2362,0,1874,1286,1.3,795,588,01/06/10@14/07/01@16/17/07@20/01/13@20/09/03
940,0,1205,0,2086,1033,682,0,0,2086,0,1918,817,1.02,1053,1101,10/03/01/03@10/03/04/09@10/03/05/01@42/04/05@42/10
1246,0,1549,0,3961,1366,890,0,0,2578,0,3507,1362,0.98,2595,2145,01/04@02/13@10/03/03@14/10@14/13@16/17/09@16/19/03@20/01/10@20/09/04@20/09/14@32/01@34/07@42/16
1012,0,2114,0,1741,1030,724,0,0,2226,0,1365,786,1.26,711,579,01/06/02/01@30/01/09/09@30/01/09/11@32/01/03@34/11/03/13
1007,0,2774,0,5613,1018,710,0,0,2184,0,4880,860,0.78,4595,4020,01/01/03/03/01
1200,0,2350,0,2681,1463,1034,0,0,2359,0,2410,1018,1.21,1218,1392,01/05@01/20/17/01@20/01/03@20/01/13@20/03@20/09/04
1236,0,2596,0,4895,1532,1174,0,0,2348,0,3724,1054,1.02,3363,2670,01/06/02/01
956,0,1104,0,3454,1062,733,0,0,2208,0,3012,889,0.82,2392,2123,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
928,0,1065,0,1527,967,678,0,0,2120,0,1634,900,1.33,560,734,01/06@14/07/02/02@20/01/03/01@20/01/17@20/09/07
1194,0,1660,0,2171,1273,816,0,0,2498,0,2192,1040,1.34,898,1152,01/02/07/01@11/02/03/04/01
1239,0,1798,0,3502,1374,1026,0,0,2250,0,2081,951,1.18,2128,1130,99
1238,0,1686,0,2425,1304,884,0,0,2452,0,2110,1091,1.14,1121,1019,01/04@20/01/01/07/07@20/03/02/02@20/09/04@20/09/13@34/01/03/03
1121,0,1433,0,2631,1218,827,0,0,2115,0,2737,940,0.99,1413,1797,01/01/09/01/01@01/01/09/02/01@16/21/07
1364,0,1335,0,8207,1374,945,0,0,2396,0,7163,1374,0.88,6833,5789,01/01/06/04/02@01/01/09/02@01/01/11/02/01
1183,0,2430,0,3106,1234,876,0,0,2274,0,3075,902,0.8,1872,2173,10/01/09/05@11/02/03/04@40/01/03@43/01/03/05
1377,0,1332,0,4537,1463,966,0,0,2366,0,4011,1824,1.12,3074,2187,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
1175,0,1575,0,2786,1348,864,0,0,2258,0,2492,1169,1.47,1438,1323,14/04
1094,0,1203,0,1337,1147,806,0,0,2124,0,1044,909,1.2,190,135,12/01/01@12/04@16/01
1091,0,2369,0,6826,1130,777,0,0,2342,0,7796,889,0.8,5696,6907,10/03/01@11/02/03/04@18/02/01/01/01@20/09/07/03
1051,0,2274,0,4699,1122,740,0,0,2247,0,4421,831,0.8,3577,3590,18/01/07@18/02/01/01/01@18/02/01/02/01@18/02/05@20/09/13@20/09/16@30/01
983,0,2586,0,1783,1049,760,0,0,2210,0,1540,788,1.26,734,752,10/01/05/01@16/03/01@32/01/09@32/05/01/03
1148,0,2445,0,3669,1018,718,0,0,2205,0,3194,859,0.9,2651,2335,11/02/03@11/04/01@11/04/03/01@16/03/03
1353,0,2809,0,13632,1714,1272,0,0,2683,0,10151,1161,0.76,11918,8990,11/04/03/11@12/04/01@12/07@16/03/03@20/01/21
1343,0,2585,0,4767,1692,1227,0,0,2487,0,3194,972,1.02,3075,2222,10/01/05/01@11/02/03/04/03
1264,0,2560,0,2416,1502,1112,0,0,2422,0,2173,965,1.4,914,1208,32/07
941,0,1156,0,4867,1004,672,0,0,2170,0,4822,806,1.18,3863,4016,01/04@10/01/05@10/03/01/01/09@10/03/01/01/11@10/03/04/03@16/03/01@16/19/03
1381,0,1664,0,7179,1549,1215,0,0,2436,0,3109,972,0.96,5630,2137,32/01@42/27/03
1382,0,1638,0,2191,1466,1091,0,0,2251,0,1884,1051,1.99,725,833,20/01/03
1134,0,1975,0,2560,1206,832,0,0,2056,0,2719,894,0.8,1354,1825,01/20/19/01@01/20/35/01/01@20/01/01/01/01/01@20/03@20/09/18@32/05/01/03/03@34/01/01/01
1155,0,2224,0,2289,1208,832,0,0,2170,0,2257,857,0.96,1081,1400,18/02/01/01/01@18/02/05@30/01/05/05/01@40/01/03
1221,0,1313,0,1687,1256,896,0,0,2222,0,1503,950,1.35,431,553,99
1186,0,1211,0,2140,1290,850,0,0,2278,0,1657,1008,1.92,850,649,01/05/25@11/02/03/04@16/03/01
1267,0,1265,0,3187,1370,923,0,0,2331,0,2602,1270,1.18,1817,1332,01/01/09/04@01/01/09/05@01/05@02/16
1120,0,1414,0,3319,1114,752,0,0,2088,0,3044,913,1.02,2205,2131,01/01/09/04@01/01/09/05@01/05@02/16
1342,0,2470,1,4876,1672,1270,0,0,2494,0,3129,1142,1.04,3204,1987,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
1258,0,2130,0,4204,1662,1263,0,0,2554,0,3151,1223,1.03,2542,1928,01/04@10/01/03@10/03/01@10/03/04/05@14/07/03
1356,0,1473,0,5290,1512,973,0,0,2672,0,4399,1378,0.96,3778,3021,02/11@02/13/03
1268,0,1701,0,2933,1224,836,0,0,2438,0,2824,929,1.07,1709,1895,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
1409,0,1702,0,5339,1462,966,0,0,2678,0,4776,1418,1,3877,3358,01/01/06/05/01/01@01/02@34/01/01/01
1001,0,1384,0,3105,1095,727,0,0,2097,0,3608,886,1.04,2010,2722,01/06/06/11
1407,0,1723,0,3657,1565,1011,0,0,2593,0,3138,1278,1.09,2092,1860,14/04@20/09/07/03@20/09/16
972,0,1318,0,1802,1037,685,0,0,2093,0,1760,841,1.01,765,919,10/03/01/01/11@10/03/01/03@10/03/03@10/03/04/05@14/07/05@14/13/01/01@16/01@18/02/01/01@40/01/05
1230,0,2180,0,2568,1532,1094,0,0,2436,0,2087,1015,1.18,1036,1072,01/07@02/13/03@14/01@16/01
1347,0,1690,0,6970,1418,935,0,0,2430,0,6372,1352,0.86,5552,5020,01/01/09/06/01@16/21/17
953,0,2001,0,1464,1064,796,0,0,2144,0,1141,760,1.48,400,381,99
1038,0,1973,0,5145,1014,706,0,0,2212,0,2886,774,0.86,4131,2112,01/05@01/07/01@02/01/01@32/01/01@32/01/03@32/01/04@32/01/05@32/07/03
1152,0,1650,0,6220,1261,879,0,0,2247,0,6160,1011,0.8,4959,5149,01/06/05
1309,0,1167,0,4167,1241,793,0,0,2175,0,3089,940,1.09,2926,2149,12/01/01@12/04@16/01@42/16
1203,0,1462,0,2713,1251,808,0,0,2255,0,2527,905,1.08,1462,1622,10/03/01@11/02/03/04@32/01/05@34/11/09
1092,0,1457,0,1716,1192,835,0,0,2337,0,1603,890,1.39,524,713,10/03/01/01/11@10/03/05/01@42/04/05
1270,0,1502,0,5996,1604,1242,0,0,2136,0,3062,1050,1.05,4392,2012,01/05@20/01/03@20/01/13@20/03/02/02/01
1153,0,1533,0,2215,1172,789,0,0,2212,0,2160,891,1.05,1043,1269,01/04@01/07/07@10/03/03@14/10@16/19/03
1233,0,1612,0,14098,1211,835,0,0,2119,0,15113,983,0.86,12887,14130,12/01/01@12/04@16/01@16/03/03
1209,0,1716,0,5798,1753,1381,0,0,2450,0,3654,1120,0.99,4045,2534,02/45/11@10/03/01/01/11@10/03/03@10/03/04/07@16/01@16/17/01@18/01/07@18/02/01@20/09/13@20/09/14@20/09/18/09/01@30/01/09/03@34/05/02@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05@43/01/03/09
1252,0,1567,0,3263,1666,1206,0,0,2476,0,2368,1138,1.2,1597,1230,11/04/03/03
1081,0,1311,0,2371,1182,827,0,0,2154,0,2443,879,0.91,1189,1564,99
1147,0,1258,0,2481,1071,725,0,0,2086,0,2249,895,1.11,1410,1354,11/04/03@14/07/05@14/10@14/13/01/01@16/01@16/19/03
1029,0,1388,0,3016,1120,795,0,0,2142,0,2581,866,1.11,1896,1715,11/02/03/04
1285,0,1599,0,3364,1656,1280,0,0,2435,0,2603,1042,1.25,1708,1561,01/01/06/06/01/03@01/07/01@14/07
1154,0,1630,0,3474,1563,1144,0,0,2432,0,2435,1060,1.26,1911,1375,99
1145,0,1627,0,2424,1481,1032,0,0,2412,0,2309,1106,2.03,943,1203,01/06/10@11/02/03/01@11/02/03/04@20/01/13
934,0,1220,0,1528,1017,697,0,0,2070,0,1431,839,1.39,511,592,10/01/05/03/01@10/03/02
1153,0,1580,0,7292,1413,905,0,0,2377,0,2098,1120,1.45,5879,978,01/04@10/01/03@10/01/05/03/03@10/01/09/05@10/03/02@11/02/03/04@14/07/04@16/01@34/11/03/07@40/20@42/10/03@43/01/03/09
1245,0,1769,0,8035,1612,1250,0,0,2314,0,5753,970,0.79,6423,4783,01/01/09/04@01/01/09/05@01/01/09/06@01/01/13@01/20/17/09
1149,0,1535,0,1919,1294,910,0,0,2210,0,1846,916,1.15,625,930,01/06/05@02/25
1219,0,1487,0,4592,1286,946,0,0,2203,0,4041,924,0.88,3306,3117,01/05/25@11/02/03/01@11/02/03/04
1221,0,1743,0,1840,1321,882,0,0,2484,0,1510,1122,1.82,519,388,20/09/07/27@20/09/13@42/25
1119,0,1556,0,3639,1239,899,0,0,2232,0,3619,887,1.06,2400,2732,01/02/07/01@02/01/03@14/13/04/02
1272,0,1181,0,2694,1283,783,0,0,2115,0,2105,996,1.68,1411,1109,10/03/01/01/11@14/07@14/13/01/01@18/02/01
1189,0,1272,0,2354,1218,846,0,0,2120,0,2232,916,1.06,1136,1316,14/04@20/01/10@20/09/01@42/10
1254,0,1248,0,3363,1530,1164,0,0,2275,0,2169,1110,1.18,1833,1059,01/03/10@01/03/13@30/01/09/07
1094,0,1593,0,2076,1136,762,0,0,2170,0,1783,801,1.07,940,982,01/04@01/06@14/07/02/02@42/01
1284,0,1580,0,4248,1731,1307,0,0,2470,0,3304,1180,1,2517,2124,43/01/03/05
1259,0,1463,0,4624,1467,923,0,0,2446,0,2388,1104,1.1,3157,1284,10/03/01
956,0,1113,0,2123,1018,697,0,0,2094,0,1732,805,1.08,1105,927,12/01/01@42/16
1194,0,1623,0,3445,1358,924,0,0,2322,0,2921,1188,1.15,2087,1733,14/04@16/02@20/09/03
1033,0,1197,0,2677,1074,721,0,0,1943,0,2247,827,1.14,1603,1420,16/01@42/04/03@43/01/03/05
931,0,1228,0,2016,1080,772,0,0,2032,0,1434,716,0.83,936,718,14/04@20/01/10@20/03@20/09/04
1286,0,1781,0,4448,1780,1394,0,0,2393,0,2936,942,0.96,2668,1994,11/04/03/01
1194,0,1578,0,3200,1246,874,0,0,2207,0,3231,867,1.08,1954,2364,10/01/05@10/01/09/05@11/02/03/01/04@11/02/03/04
1247,0,1367,0,2987,1456,1072,0,0,2186,0,1770,1046,1.14,1531,724,99
1275,0,1459,0,16914,1814,1411,0,0,2390,0,9237,1167,0.87,15100,8070,01/01/06/05/01/02@01/01/09/03/01@01/01/09/03/02
1251,0,1319,0,6242,1405,926,0,0,2268,0,4703,1195,0.92,4837,3508,16/07@20/09/07@20/09/13@20/09/18@40/01
1327,0,1499,0,8696,1848,1300,0,0,2521,0,6270,1249,0.79,6848,5021,12/04@12/10@16/01/01@16/03/03@16/19/03@30/05/01/05@34/05@40/10/02
1318,0,1332,0,7957,1411,884,0,0,2452,0,9212,2879,0.88,6546,6333,99
1100,0,2098,0,22124,1274,965,0,0,2719,0,29451,1044,0.95,20850,28407,01/05/02/04@01/05/02/07@02/01@16/21/07@34/05
1396,0,1608,0,8917,1832,1494,0,0,2556,0,5357,1142,0.89,7085,4215,02/11@10/01/03@10/03/01@14/01@14/07@20/01/15@32/01/01@32/07/07@42/25
1348,0,1511,0,13757,1363,908,0,0,2530,0,12327,1503,0.98,12394,10824,20/01/01/01@20/03/01/01@34/01/01@34/11/03/07
