@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
?,-0.047,-0.167,-0.054,?,-0.586,0.131,-0.516,?,0.194,0.356,-0.024,0.029,-0.035,-0.2,-0.042,-0.026,0.333,-0.301,-0.532,-0.491,0.05,-0.059,0.276,?,-0.127,10/01/05/03/01@10/03/02/01@16/01
-0.301,0.307,0.204,0.052,-0.569,-0.418,-0.11,-0.463,-0.17,0.147,-0.146,-0.11,0.15,0.347,-0.119,-0.632,-0.279,0.523,-0.08,0.45,0.349,0.097,-0.062,0.234,?,-0.017,10/01/05/03/01@10/03/02
-0.1,-0.107,-0.015,-0.12,-0.5,-0.247,-0.241,-0.205,-0.45,-1.289,-1.232,-0.459,-0.099,0.025,-0.932,-0.55,-0.037,0.012,-0.123,-1.085,-1.003,-0.415,0.046,0.244,-0.32,-0.206,10/03/02@43/01/03/09
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.079,?,1.541,?,?,?,?,2.322,-0.204,?,?,99
-0.16,-0.045,0.161,?,-0.322,-0.374,-0.126,-0.471,-0.138,0.1,0.193,-0.244,-0.075,0.415,-0.019,-0.497,-0.118,0.504,-0.059,0.346,0.114,-0.142,-0.2,0.184,-0.178,-0.354,10/01/03@10/01/05@10/03/02@10/03/04@16/03/01
0.325,0.216,0.416,0.532,0.145,-0.069,0.009,0.246,0.334,0.087,0.369,0.328,-0.329,0.24,0.084,0.2,0.342,-0.631,-0.611,0.561,0.04,-0.188,-0.058,?,-0.075,0.14,14/04@20/09/07/03@20/09/16
-0.074,-0.078,0,?,-0.156,0.015,0.343,0.226,-0.189,0.014,-0.003,-0.343,0.009,0.125,0.127,-0.115,-0.138,-0.204,-0.317,0.283,0.315,0.091,-0.13,0.167,-0.13,-0.174,14/04@20/09/07/03@20/09/16
0.123,-0.002,0.072,-0.087,0.343,0.277,0.079,0.087,0.2,-0.343,-0.271,-0.387,-0.077,0.535,0.519,0.049,0.062,-0.153,-0.371,-0.416,-0.743,-0.665,0.883,-0.631,0.065,0.166,01/03/01@01/03/04@01/04@10/03/03@16/19/03@16/19/05@20/03/09@40/01
-0.179,0.001,0.011,-0.123,0.099,0.181,0.348,0.184,0.066,-0.762,-0.188,-0.19,-0.54,0.121,-0.24,-0.181,-0.298,-0.134,-0.002,-0.224,-0.205,0.092,-0.082,0.24,-0.226,-0.093,11/02/03/01@11/02/03/04@14/13@18/02/01@32/01@34/01/01/01
0.25,0.284,0.363,0.365,0.33,0.221,0.16,0.528,0.3,0.553,0.262,0.305,-0.207,0.458,-0.018,0.246,0.021,-0.328,-0.222,-0.046,-0.153,-0.519,0.068,0.249,0.135,0.029,01/01/06/04/01@01/01/06/05@01/01/06/06/01@01/01/09/02
0.358,-0.107,-0.299,-0.603,0.208,0.027,-0.058,-0.015,0.237,0.16,-0.204,-0.554,-0.585,0.34,0.45,0.243,-0.393,-0.079,0.457,0.363,-0.15,-0.671,-0.182,0.075,0.319,0.178,01/01/06/05/01/02@01/01/09/03/01@01/01/09/03/02
0.362,0.39,0.2,-0.2,-0.3,0.01,0.3,0.17,0.302,0.31,0.03,0.32,0.235,0.859,-0.25,0.24,0.18,0.518,?,-0.3,0.11,0.12,0.04,-0.14,?,0.06,01/01/06/05/01/01@01/01/09/03/01@01/01/09/03/02@01/02/03/01@16/21/17
-0.057,0.829,1.117,0.557,-0.518,-0.223,0.088,0.163,0.422,-0.006,-0.257,-0.428,0.259,0.524,0.126,0.188,-0.059,0.91,0.263,-0.352,-0.237,0.303,-0.215,0.13,0.331,-0.324,01/01/06/05/01@01/01/09/02
0.29,1.011,0.387,0.391,0.12,1.003,-0.006,0.812,1.36,1.075,0.313,0.124,0.108,0.541,0.782,0.023,0.115,-0.895,0.28,0.258,0.417,-0.181,-0.074,0.208,?,0.123,01/01/09/03@01/02
-0.297,-0.218,0.181,0.019,-0.03,0.005,-0.177,0.123,0.076,-0.232,0.473,-0.134,0.166,0.578,0.614,0.518,0.072,-0.019,-0.07,1.006,1.143,1.034,0.663,-0.766,-0.335,-0.488,10/03/01@18/02/01
0.219,0.32,0.35,0.26,0.149,0.08,0.04,0.44,-0.017,0.072,0.008,-0.267,-0.012,-0.003,0.177,0.214,-0.065,-0.352,0.064,0.96,0.89,0.41,0.018,0.135,-0.298,0.036,10/01/05/01
0.43,0.435,0.023,-0.219,0.747,0.804,0.514,1.075,0.26,-0.885,-0.499,-0.29,0.072,0.823,-1.148,-0.056,0.307,-0.825,-0.206,0.078,0.286,0.143,-0.075,0.127,0.108,0.173,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/01/10@20/09/04@20/09/07@32/01/05@32/01/07
0.204,0.09,0.04,-0.08,0.119,0.14,-0.03,0.04,0.065,0.24,0.31,-0.09,0.223,0.639,0.7,0.18,-0.17,0.57,?,0.25,0.73,0.39,0.03,-0.122,?,0.34,99
-0.32,-0.2,0.02,-0.1,0.02,-0.18,-0.19,-0.27,0.12,0.21,-0.11,0.1,-0.04,-0.07,0.07,0.166,0.09,-0.65,-0.39,-1.12,-1.11,-0.76,0,-0.1,-0.23,0.51,01/07@11/02/03/04@42/16
0.165,0.23,0.301,0.111,0.344,0.168,0.087,0.543,0.093,0.178,-0.218,-0.394,-0.143,-0.034,0.365,-0.026,0.401,-0.62,-0.46,0.266,0.201,0.005,-0.067,0.136,-0.575,-0.467,10/01/03@10/01/05@16/03/01@42/16
?,0.102,0.622,0.159,0.1,0.278,0.366,0.653,0.291,0.198,0.071,-0.487,-0.096,-0.208,0.108,-0.049,-0.163,-0.179,0.156,-0.666,-0.977,-0.995,-0.085,-0.015,0.934,1.107,20/01/01/01@20/09/04@34/01/01/01
0.116,0.219,-0.222,-0.02,0.189,-0.274,-0.037,-0.189,0.107,0.067,-0.221,0.065,-0.423,0.65,-0.547,-0.282,-0.221,-0.24,-0.16,-0.373,-0.705,-0.249,-0.011,0.322,-0.145,-0.125,14/04@20/01/10@20/03@20/09/04
0.03,0.085,0.173,0.366,0.07,0.151,-0.193,0.119,0.21,-0.092,-0.149,0.016,-0.2,0.337,-0.21,-0.047,0.096,-0.016,0.329,-0.001,-0.279,-0.325,-0.199,0.164,0.066,-0.131,14/04@20/01/10@20/03@20/09/04
0.402,0.113,-0.048,0.11,0.305,-0.102,-0.206,-0.011,0.237,-0.11,-0.057,-0.15,-0.186,0.28,-0.268,0.194,-0.04,-0.396,-0.372,-0.119,-0.453,-0.312,-0.051,0.157,0.002,-0.324,14/04@20/01/10@20/03@20/09/04
-0.017,0.7,0.87,0.82,0.248,0.34,0.48,0.69,0.604,0.44,0.63,0.05,?,0.304,1.29,0.05,0.23,0.333,0.145,2.05,2.03,1.68,-0.14,0.083,0.117,0.18,01/06/05@02/13/03@16/01@16/17/09
0.17,0.266,-0.058,0.56,0.361,0.25,0.449,0.376,-0.06,0.746,0.559,0.228,0.397,0.343,0.461,0.515,0.269,0.199,0.566,0.318,-0.429,?,-0.005,0.051,?,0.23,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03@42/04
0.356,0.32,0.692,0.719,0.428,0.456,0.258,0.47,0.516,0.083,0.055,-0.107,-0.106,0.175,0.522,-0.658,-0.103,0.451,-0.118,-0.278,-0.167,-0.469,0.763,-0.516,-0.45,-0.013,01/01/13@01/02/07/03@01/05/25@10/03/01/01/03@10/03/01/01/09@10/03/04/05@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@34/01/03/01
0.047,-0.52,-0.393,-0.518,0.191,0.305,0.379,0.189,-0.087,-0.057,-0.435,-0.321,-0.065,0.299,-0.301,-0.325,0.044,0.147,0.135,-0.386,-0.802,-0.139,0.026,0.178,0.233,-0.024,01/04@10/01/03@10/03/01@10/03/04/05@14/07/03
0.03,0.396,-0.2,0.267,0.07,-0.017,0.162,-0.209,0.09,-0.769,-0.705,-0.368,-0.141,0.244,-0.078,-0.39,0.256,-0.116,-0.194,-0.475,-0.225,-0.191,-0.037,0.268,-0.217,-0.027,01/04@10/03/01@11/02/03/04@14/07/03@16/01@16/17/09@18/02/01/01/05
0.226,-0.122,-0.05,0.241,0.136,0.229,0.048,0.109,0.04,0.021,?,0.716,0.316,0.33,0.563,?,?,0.376,?,-0.649,0.2,?,0.591,-0.643,?,0.672,01/04@10/03/01/03@10/03/02@10/03/05/01@14/07/03@30/01/05/01@42/04/05
0.111,0.491,0.161,0.38,?,0.064,-0.161,0.279,0.273,0.536,0.71,0.566,0.415,0.733,0.452,0.052,0.316,0.197,0.406,-0.157,-0.554,-0.948,0.203,0.038,?,-0.312,01/04@10/01/05@10/03/01/01/09@10/03/01/01/11@10/03/04/03@16/03/01@16/19/03
-0.15,0.05,-0.07,0.1,0.01,-0.12,-0.15,0.156,-0.15,0.47,0.26,-0.1,0.45,0.435,0.02,-0.4,-0.28,0.702,0.25,0.26,-0.02,-0.27,0,-0.02,0.45,0.44,10/01/02@10/01/05@10/03/01/01/11@10/03/02@10/03/04/05@16/19/03@40/10@42/10/03
-0.032,0.041,0.346,-0.206,-0.067,0.09,0.09,0.049,-0.134,-0.456,-0.141,-0.173,0.43,-0.059,0.002,0.118,0.035,-0.978,-0.437,0.252,0.432,0.077,0.659,-0.542,-0.675,-0.191,10/03/04/05@16/01
-0.03,-0.08,-0.54,-0.14,0.11,-0.11,-0.057,-0.01,-0.18,0.1,0.01,0.1,-0.16,0.28,-0.715,0.16,0.37,0.236,-0.08,-1.52,-0.47,-0.35,-1.38,0.17,0.177,-0.33,01/03/16/01@11/04/01
0.095,0.056,0.028,-0.069,0.018,-0.036,-0.322,-0.113,-0.051,-0.178,-0.04,-0.215,-0.214,0.094,-0.545,-0.054,-0.264,-0.609,-0.381,-1.923,-2.017,-1.45,-0.075,0.086,-0.425,-0.193,10/03/01@42/04/05
-0.277,0.25,0.14,-0.3,-0.444,-0.22,0.12,-0.15,-0.052,0.49,-0.04,-0.22,0.19,0.526,-0.17,-0.43,-0.32,0.768,0.198,-0.08,-0.25,0.21,0.01,0.288,?,-0.25,10/03/04/05
0.2,-0.264,-0.301,-0.136,0.51,-0.329,-0.207,-0.583,0.09,-0.431,-0.123,0.172,0.197,0.691,-0.158,-0.107,-0.282,-0.052,?,-0.24,-0.312,-0.437,-0.176,0.146,0.69,-0.286,10/03/01@10/03/04/05@16/03/03@20/01/21@34/11/03/07
0.261,0.85,0.58,0.91,0.6,0.52,0.09,0.76,0.438,0.324,-0.131,-0.651,-0.048,0.09,-0.088,-0.52,0.206,-3.837,0.118,-1.39,-1.15,-1.42,0.961,-0.602,-0.492,0.066,10/03/01/01/09@10/03/04/03
-0.202,-0.04,-0.14,-0.22,-0.626,-0.55,0.01,-0.1,?,-0.336,-0.535,-0.171,-0.012,0.505,-0.674,-0.405,-0.08,1.18,0.488,-0.24,-0.44,-0.3,0.064,0.241,0.233,-0.183,10/01/03@10/01/05@10/03/04/05@11/04/03@12/07
-0.172,-0.161,-0.068,-0.075,0.081,0.159,0.196,0.438,-0.273,-0.164,-0.248,-0.437,-0.194,0.278,-0.401,0.028,0.037,-0.082,0.427,0.201,-0.628,-0.343,-0.201,0.152,-0.122,-0.173,10/03/01@42/29@43/01/03/05
0.033,-0.426,-0.134,-0.419,-0.258,-0.365,-0.115,-0.514,-0.081,-0.603,-0.566,-0.319,-0.276,0.581,-0.554,-0.257,-0.403,0.729,0.63,-1.129,-1.345,-1.5,-0.08,0.092,0.23,-0.129,11/04/03/11@12/04/01@12/07@16/03/03@20/01/21
-0.376,0.019,-0.288,-0.24,0.102,-0.031,0.043,0.205,-0.04,0.321,0.114,-0.172,-0.298,-0.269,-0.19,-0.175,-0.323,0.385,?,0.032,-0.089,-0.415,0.06,0.157,?,-0.229,11/04/03/01@11/04/03/05@16/03/03
-0.006,0.071,0.011,-0.112,0.259,0.403,0.218,0.423,0.04,0.137,-0.277,-0.519,0.034,0.058,-0.437,-0.036,0.033,-0.018,0.127,0.235,0.212,-0.039,0.755,?,-0.017,-0.115,11/02/03/01/07@11/04/03@16/03/03
-0.25,0.374,0.502,?,0.426,0.403,0.284,0.591,0.415,0.03,0.037,-0.193,0.219,0.62,0.161,0.26,0.187,-0.222,0.525,0.395,0.485,0.234,-0.246,0.022,?,0.01,11/04/03/03
0.086,-0.044,-0.334,-0.528,0.603,0.513,0.321,0.612,0.04,-0.094,-0.473,-0.683,-0.453,-0.688,-0.113,-0.209,-0.026,-0.918,-0.566,-0.301,-0.671,-0.786,-0.095,0.16,-0.624,0.132,01/03/16/01@11/04/03@16/03/03
-0.13,-1.052,-1.479,-1.224,0.65,0.469,-0.056,0.319,-0.44,-0.994,-0.497,-0.421,-0.853,0.048,-1.519,0.321,-0.148,-1.368,0.218,-1.568,-2.797,-1.852,-0.121,0.147,?,0.388,12/01/01@16/01@16/03/03@16/17/09@16/21/01@20/01/15@20/09/01
-0.154,-0.204,-0.464,-0.456,-0.193,-0.194,0.038,0.079,-0.251,0,0.226,-0.014,0.159,0.224,0.084,0.167,-0.405,0.043,0.604,0.525,0.668,0.354,-0.315,-0.008,0.539,-0.254,14/04@20/01/21@20/09/01
-0.204,-0.231,-0.198,-0.226,-0.131,-0.395,-0.03,0.311,-0.496,-0.527,-0.364,-0.423,0.185,0.375,-0.028,-0.189,0.337,0.442,0.216,0.625,-0.192,-0.183,-0.198,0.096,0.146,0.057,16/01@16/03/03@20/01/21@20/03/01/05
-0.22,-0.68,-0.99,-0.9,0.29,0.03,-0.23,-0.27,-0.32,-0.6,-0.17,0.21,-0.4,0.61,-1.03,0.46,-0.13,0.38,0.7,-1.42,-1.726,-0.64,-0.1,0,0.62,0.1,10/01/02@10/01/05/01@10/01/05/03@11/02@11/04/01@11/04/03/01@16/01@16/03@16/19/03@20/01/21@20/09/01
0.225,0.177,-0.339,-0.107,0.358,0.557,0.491,0.699,-0.031,-0.035,-0.362,-0.23,-0.283,-0.371,0.238,-0.036,0.159,-0.853,-0.578,-0.714,-0.431,-0.216,-0.156,0.036,-0.537,0.244,99
-0.26,-0.439,-0.53,-0.544,-0.286,-0.472,-0.472,-0.518,-0.231,-0.628,-0.891,-1.393,-0.212,0.379,-0.562,-0.918,-0.79,0.091,0.556,0.025,0.68,-0.098,0.637,-0.615,?,-0.13,11/04/01@11/04/03@14/04@16/03/03@20/01/21@20/09/01
0.1,0.002,0.025,0.282,-0.04,-0.033,0.056,0.232,-0.04,-0.186,-0.264,-0.317,0.123,0.043,-0.074,-0.271,-0.439,0.897,0.042,-0.687,-0.338,-0.219,0.038,0.217,0.451,-0.187,11/04/03/01@11/04/03/05@16/03/03
?,0.007,0.104,0.105,?,0.142,-0.147,0.109,?,-0.128,-0.135,0.115,-0.043,0.137,0.114,0.293,-0.149,0.557,0.241,0.223,0.248,0.297,-0.168,0.225,0.4,-0.153,11/04/03/01@11/04/03/05@16/03/03
-0.221,0.561,0.042,0.519,?,-0.496,0,-0.077,0.263,?,0.87,0.113,?,?,-0.382,-0.243,-0.087,0.485,?,-1.433,-0.228,0.047,-0.163,0,?,-0.534,01/03/16/01@10/01/02@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@12/04/01@16/01@16/03/01@16/03/03@16/19/03@18/02/09@40/01@43/01/03@43/03
-0.262,0.121,-0.26,-0.029,-0.559,-0.468,0.084,-0.358,-0.24,-0.407,-0.179,-0.077,0.022,0.357,-0.259,0.084,0.106,1.154,0.269,0.351,0.226,0.159,-0.119,0.219,?,0.104,11/04/03/01@16/03/03
0.03,-0.046,-0.037,0.118,0.399,0.174,0.121,0.612,0.33,0.144,-0.109,-0.201,-0.232,0.112,-0.546,0.111,-0.119,-0.003,-0.057,0.619,0.45,0.121,0.039,0.267,0.481,0.118,11/04/03/01@16/03/03
-0.138,-0.1,-0.17,-0.25,-0.053,-0.03,-0.18,-0.14,-0.184,0.072,0.053,-0.12,0.07,0.21,0.049,0.23,0.17,-0.15,-0.49,-0.14,-0.19,-0.07,-0.03,-0.06,-0.2,0.008,01/03/07@11/02/03@11/04/03/01@14/10@16/01
-0.019,-0.22,-0.24,-0.36,-0.099,-0.06,-0.06,-0.08,-0.115,-0.143,-0.282,-0.523,?,?,-0.293,-0.068,0.056,?,-0.875,0.602,-0.259,0.152,-0.057,0.043,?,-0.268,11/04/03/01
-0.292,-0.49,-0.45,-0.24,0.168,-0.11,-0.19,-0.17,-0.237,0.34,-0.04,0.01,-0.36,0.07,-0.25,0.08,-0.2,-0.29,0.14,-0.27,-0.29,-0.6,0.66,-0.77,-0.18,0.03,11/04/03/01@16/19/03
-0.21,0.03,0.04,-0.14,0.28,0.01,-0.17,-0.02,-0.08,-0.64,0.46,0.05,0.14,0.79,0.338,0.15,0.25,-0.17,0.5,0.13,0.17,0.332,-0.25,0.004,0.34,-0.2,11/02/03@11/04/01@11/04/03/01@12/07@16/03/03@16/19/03@42/10
-0.18,0.24,0.11,0.13,0.101,0.03,-0.02,0.12,0.185,0.4,0.441,0.66,0.41,0.16,0.523,0.119,-0.07,-0.12,-0.34,0.49,0.24,0.19,-0.31,0.02,-0.277,0.35,11/02/03@11/04/03/01@16/19/03
0.079,-0.397,-0.657,-0.785,0.299,0.125,?,0.055,0.052,-0.341,-0.114,-0.795,-0.341,-0.581,-0.334,-0.163,-0.123,-1.389,-0.719,-0.196,-0.114,-0.29,-0.293,0.076,-0.704,0.325,11/04/03/01
0.088,0.097,-0.319,-0.236,0.657,0.123,0.089,0.196,0.138,0.348,0.282,-0.619,0.367,0.048,0.471,0.134,0.18,-0.017,-0.157,0.227,-0.384,-0.468,-0.099,0.3,0.017,0.061,11/04/03/01@14/10@16/01@16/03/03
-0.085,-0.11,-0.13,-0.11,0.209,-0.02,-0.03,0.2,0.144,0.25,0.03,0.37,-0.158,0.014,0.33,0,-0.2,-0.896,0.185,0.2,-0.08,-0.51,-0.016,0.118,?,-0.19,11/04/03/01
