@RELATION 'spo0.names'

@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
2125,1532,0,1815,1111,0,1314,981,0,6489,2246,0,2716,4444,0,1730,1457,0,1175,4493,853,0,1826,4015,0,9014,794,726,0,1088,570,0,0.837,0.906,0.884,0.921,0.928,0.942,0.937,0.964,0.982,0.937,0.925,0.407,0.384,0.331,0.597,0.738,0.668,1.1,1.11,0.47,0.43,0.37,0.66,0.82,2.5,0.76,?,no,02/11@02/13/03
2226,1453,0,2125,1072,0,1774,1092,0,4610,2761,0,3890,2668,0,2087,1669,0,1155,1141,758,0,1536,3212,0,5815,3517,2801,0,4419,2270,0,0.837,0.879,0.876,0.823,0.834,0.942,0.575,0.934,0.887,0.973,1.423,1.193,1.089,1.047,0.897,1.081,1.223,1.28,1.8,1.43,1.35,1.25,0.97,1.52,1.56,1.11,2,no,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
1352,696,0,1888,672,0,1454,604,0,5724,1924,0,3298,989,0,1904,1093,0,1241,1106,646,0,1502,3350,0,6813,733,500,0,1218,576,0,0.825,0.885,0.886,0.847,0.939,0.891,0.854,0.961,0.909,0.959,4.268,2.971,4.55,11.925,9.648,4.057,9.411,1.25,4.49,3.35,5.86,12.57,10.49,11.7,8.52,4.21,?,yes,01/01/06/05/01/01@01/02@34/01/01/01
1371,698,0,1108,414,0,1103,583,0,3237,1588,0,1710,1206,0,1476,1113,0,1030,957,648,0,1340,3112,0,2880,606,446,0,912,393,0,0.866,0.959,0.914,0.945,0.937,0.636,0.848,0.968,0.976,1.193,0.815,0.604,1.199,1.13,1.203,0.877,1.098,1.34,0.83,0.67,1.3,1.19,1.76,2.55,1.4,0.9,?,no,01/06/06/11
1290,624,0,1293,612,0,1240,589,0,2190,1312,0,1786,1510,0,1609,1312,0,1042,2107,617,0,1726,3626,0,2145,695,496,0,1018,592,0,0.543,0.871,0.9,0.895,0.928,0.898,0.905,0.959,0.848,0.519,0.583,0.681,0.718,0.446,0.483,0.743,0.488,1.14,0.66,0.75,0.86,0.48,0.52,0.6,1.23,0.78,?,no,14/04@20/09/07/03@20/09/16
1456,700,0,1176,439,0,1147,575,0,3417,1756,0,1947,2831,0,1362,1131,0,972,3214,641,0,1312,3181,0,3211,642,524,0,903,395,0,0.857,0.932,0.88,0.926,0.886,0.927,0.883,0.942,0.972,0.992,0.913,1.306,0.588,0.182,0.219,0.895,0.98,1.17,0.95,1.49,0.66,0.21,0.25,0.25,0.51,0.96,?,no,10/03/01/01/11@10/03/01/03@10/03/03@10/03/04/05@14/07/05@14/13/01/01@16/01@18/02/01/01@40/01/05
1219,747,0,1235,533,0,1294,675,0,2856,1550,0,1623,1175,0,1372,1045,0,1586,4387,1073,0,1399,3346,0,3175,639,437,0,999,507,0,0.887,0.907,0.878,0.877,0.911,0.822,0.891,0.957,0.952,0.622,1.937,1.672,1.696,1.885,1.337,2.001,1.416,0.79,1.96,1.56,1.96,2.07,1.39,1.46,1.27,2.12,?,no,01/07@02/13/03@14/01@16/01
1430,839,0,1435,1008,0,1231,644,0,3547,1481,0,3976,2360,0,1690,1286,0,1106,2298,663,0,1342,3252,0,4980,620,420,0,993,506,0,0.744,0.905,0.907,0.94,0.942,0.951,0.913,0.951,0.916,0.797,0.5,0.883,1.368,1.985,1.813,1.787,1.96,1.17,0.56,0.97,1.47,2.15,1.83,1.48,2.39,1.85,?,no,01/01/09/06/01@16/21/17
1038,498,0,1248,502,0,1384,875,0,1882,1334,0,1481,1071,0,1264,972,0,919,3643,662,0,903,3044,0,796,501,421,0,893,451,0,0.665,0.707,0.815,0.855,0.781,0.612,0.874,0.534,0.693,0.859,0.27,0.075,0.091,0.06,0.064,0.078,0.054,1.24,0.5,0.11,0.12,0.08,0.12,0.15,0.46,0.1,?,no,99
1148,588,0,1224,500,0,1278,664,0,3146,1325,0,1357,875,0,1314,1060,0,961,2722,655,0,841,3051,0,988,497,357,0,966,418,0,0.935,0.969,0.94,0.964,0.935,0.868,0.965,0.827,0.864,0.81,1.435,1.986,2.325,1.282,1.087,1.237,0.753,0.89,1.38,1.9,2.38,1.37,1.2,1.35,0.15,1.5,?,no,01/05@01/07/01@02/01/01@32/01/01@32/01/03@32/01/04@32/01/05@32/07/03
1546,822,0,1548,570,0,1250,624,0,29579,4326,0,5793,1349,0,1865,1317,0,2280,1251,690,0,1181,3096,0,11484,668,449,0,1104,485,0,0.912,0.955,0.948,0.935,0.894,0.54,0.792,0.963,0.945,0.951,7.075,3.615,4.834,8.516,6.362,1.512,5.263,1.08,6.88,3.73,5.28,10.49,13.18,19.21,2.34,1.56,?,no,01/06/05
1459,831,0,1800,651,0,1228,640,0,2826,1758,1,2568,1784,1,1514,1060,0,1136,1274,707,0,1697,3625,0,2681,878,585,0,961,487,0,0.671,0.924,0.856,0.847,0.925,0.824,0.858,0.854,0.908,0.94,2.415,1.305,1,0.971,1.243,1.836,1.609,1.38,2.67,1.51,1.19,1.09,1.51,1.51,2.26,2.23,?,yes,12/01/01@12/04@16/01@42/16
1531,729,0,1684,758,0,1239,625,0,4550,2064,0,1596,1131,0,1625,1252,0,1018,1387,730,0,1157,3117,0,4352,622,444,0,966,458,0,0.846,0.928,0.913,0.898,0.918,0.673,0.877,0.966,0.966,1.24,0.858,0.897,0.875,1.151,0.588,0.589,0.38,1.4,0.89,0.97,0.97,1.25,1.36,1.71,2.49,0.61,?,yes,10/03/01@11/02/03/04@32/01/05@34/11/09
1336,690,0,1333,554,0,1086,570,0,2056,1563,0,1304,890,0,1515,1156,0,906,914,624,0,1154,3054,0,1124,557,430,0,1006,471,0,0.839,0.926,0.892,0.82,0.922,0.686,0.678,0.967,0.921,0.982,0.473,0.378,0.191,0.215,0.133,0.171,0.196,1.09,0.61,0.51,0.24,0.24,0.27,0.74,0.73,0.18,?,no,10/03/01/01/11@10/03/05/01@42/04/05
1187,615,0,1159,479,0,1240,655,0,2712,1492,0,1889,1297,0,1263,989,0,1619,5751,1464,0,1467,3755,0,3229,633,473,0,1037,526,0,0.872,0.936,0.886,0.931,0.946,0.85,0.908,0.965,0.954,0.922,1.38,0.945,0.892,0.716,0.832,0.694,0.501,1.08,1.48,1.03,0.96,0.75,0.94,0.75,1.43,0.75,?,no,01/05@20/01/03@20/01/13@20/03/02/02/01
1240,708,0,1341,586,0,1304,833,0,3283,1365,0,1495,959,0,1354,1062,0,1157,5214,822,0,1203,3175,0,1703,431,362,0,913,474,0,0.891,0.965,0.936,0.96,0.933,0.913,0.943,0.933,0.931,0.951,0.976,0.765,0.666,0.63,0.647,0.596,0.465,1.01,0.98,0.84,0.69,0.69,0.71,0.71,1.11,0.65,?,no,01/04@01/07/07@10/03/03@14/10@16/19/03
1510,872,0,1378,505,0,1159,589,0,9473,1946,0,1753,1104,0,1823,1339,0,1154,1968,766,0,1152,2937,0,5885,710,432,0,983,398,0,0.928,0.932,0.936,0.937,0.959,0.924,0.905,0.657,0.948,1.059,3.007,3.022,2.88,3.699,2.412,2.278,5.486,1.13,3.06,3.06,3.32,3.83,2.46,1.75,2.3,5.64,?,yes,12/01/01@12/04@16/01@16/03/03
1142,607,0,1332,578,0,1278,709,0,3310,1544,0,1882,1619,0,1204,944,0,1274,5908,991,0,1116,3431,0,3834,702,508,0,1026,549,0,0.881,0.911,0.918,0.953,0.934,0.916,0.936,0.97,0.949,0.812,1,0.877,1.1,0.632,0.643,1.211,1.258,0.96,1.05,0.94,1.15,0.65,0.73,0.87,0.62,1.28,?,no,02/45/11@10/03/01/01/11@10/03/03@10/03/04/07@16/01@16/17/01@18/01/07@18/02/01@20/09/13@20/09/14@20/09/18/09/01@30/01/09/03@34/05/02@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05@43/01/03/09
1132,629,0,1373,632,0,1258,628,0,2867,1580,0,1751,1210,0,1323,1004,0,1072,2939,660,0,1451,3518,0,3258,651,473,0,985,512,0,0.898,0.928,0.911,0.954,0.937,0.765,0.944,0.962,0.953,0.84,0.901,0.769,1.151,1.066,1.346,0.665,0.535,0.94,0.94,0.85,1.23,1.05,1.62,1.42,1.77,0.69,?,no,11/04/03/03
1271,748,0,1194,434,0,1337,764,0,4206,1540,0,1806,1225,0,1277,917,0,1212,3618,828,0,1202,3263,0,2541,413,339,0,915,456,0,0.927,0.971,0.951,0.953,0.93,0.904,0.964,0.945,0.928,0.847,0.986,0.978,1.096,1.453,1.659,1.027,0.867,0.91,0.95,1.03,1.15,1.59,1.78,1.55,2.2,1.07,?,yes,99
1513,752,0,1202,450,0,1267,652,1,2625,1708,0,1544,954,0,1675,1139,0,1070,1038,671,0,1148,3018,0,1701,684,429,0,1059,452,0,0.95,0.409,0.9,0.913,0.868,0.923,0.748,0.902,0.905,0.625,2.202,3.357,0.984,1.018,3.029,0.82,0.673,0.9,2.03,2.05,1.21,1.17,1.74,1.03,1.51,0.93,1,no,11/04/03@14/07/05@14/10@14/13/01/01@16/01@16/19/03
1642,891,0,1461,612,0,1432,739,0,2828,1586,0,2118,1416,0,1721,1272,0,1044,816,598,0,1270,3089,0,3336,674,440,0,1136,452,0,0.824,0.882,0.888,0.842,0.835,0.84,0.629,0.954,0.95,1.024,1.005,1.121,1.213,1.26,0.795,1.141,1.215,1.34,1.12,1.22,1.55,1.57,1.35,1.65,2.15,1.18,?,no,11/02/03/04
1201,743,0,1005,449,0,1365,813,1,2918,1769,0,1801,1246,0,1392,1233,0,1783,7523,2171,0,1469,3458,0,2463,622,460,0,905,527,0,0.905,0.879,0.936,0.911,0.919,0.923,0.854,0.975,0.958,1.03,0.499,0.959,0.787,0.668,0.606,0.604,0.51,1.23,0.56,0.79,0.92,0.71,0.67,0.53,1.3,0.61,?,no,01/01/06/06/01/03@01/07/01@14/07
1205,679,0,1159,538,0,1347,750,0,2690,1990,0,1680,1176,0,1393,1160,0,1964,3518,1727,0,566,3005,0,2169,567,405,0,885,507,0,0.877,0.93,0.914,0.716,0.927,0.719,0.885,0.97,0.862,0.824,0.684,0.733,1.02,1.215,1.254,0.575,0.354,1.02,0.74,0.79,1.47,1.35,1.64,1.28,1.17,0.6,?,no,99
1124,588,0,1201,518,0,1274,660,0,2378,1852,0,1724,2215,0,1418,1389,0,1364,18641,4684,0,1480,3499,0,1768,604,421,0,895,517,0,0.811,0.892,0.747,0.672,0.871,0.887,0.854,0.967,0.94,0.759,1.402,1.206,0.269,0.102,0.085,1.486,0.485,0.92,1.62,1.58,0.41,0.11,0.1,0.12,0.7,1.51,?,no,01/06/10@11/02/03/01@11/02/03/04@20/01/13
1325,657,0,1155,431,0,1071,520,0,2173,1470,0,1567,1044,0,1396,1073,0,1050,1181,689,0,1382,3138,0,1133,575,438,0,926,419,0,0.857,0.879,0.872,0.906,0.908,0.832,0.822,0.941,0.906,1.105,0.794,0.529,0.481,0.252,0.312,0.317,0.298,1.24,0.95,0.64,0.52,0.28,0.43,0.53,1.41,0.35,?,no,10/01/05/03/01@10/03/02
1332,724,0,1386,498,0,1272,621,0,2373,1309,0,2118,1711,0,1627,1149,0,1100,1642,678,0,1218,3081,0,1168,633,464,0,1072,637,0,0.703,0.851,0.867,0.92,0.951,0.926,0.892,0.889,0.679,1.013,1.518,0.972,1.095,0.776,0.7,0.749,0.499,1.59,1.77,1.15,1.25,0.81,0.82,1.03,2.85,0.83,?,no,01/04@10/01/03@10/01/05/03/03@10/01/09/05@10/03/02@11/02/03/04@14/07/04@16/01@34/11/03/07@40/20@42/10/03@43/01/03/09
1219,770,0,1386,756,0,1318,749,0,3440,1561,0,1780,1097,0,1291,1029,0,1361,2610,748,0,1152,3237,0,5982,646,497,0,1036,559,0,0.918,0.964,0.938,0.932,0.875,0.631,0.901,0.983,0.958,0.825,0.651,1.235,2.346,3.291,2.413,1.599,3.143,0.88,0.66,1.23,2.5,3.53,3.05,3.1,2.03,1.61,?,no,01/01/09/04@01/01/09/05@01/01/09/06@01/01/13@01/20/17/09
1143,568,0,1128,411,0,1350,795,0,5062,1309,0,1482,1074,0,1352,1106,0,951,21686,719,0,1303,3357,0,2257,510,393,0,949,449,0,0.947,0.926,0.956,0.951,0.95,0.948,0.921,0.97,0.902,1.004,0.316,0.505,0.557,0.321,0.216,0.441,0.342,0.99,0.32,0.52,0.59,0.33,0.23,0.16,0.25,0.46,?,no,01/06/05@02/25
1134,570,0,1082,392,0,1291,677,0,2827,1278,0,1370,909,0,1298,996,0,973,2075,643,0,1349,3463,0,2476,476,374,0,1049,480,0,0.866,0.936,0.948,0.909,0.938,0.913,0.864,0.955,0.934,0.88,0.652,1.295,1.407,1.394,1.243,1.455,1.416,0.99,0.67,1.37,1.54,1.43,1.25,1.27,1.36,1.47,?,no,01/05/25@11/02/03/01@11/02/03/04
1430,728,0,1412,660,0,1214,618,0,1922,1302,0,1990,1854,0,1450,1171,0,1084,1594,728,0,1398,3305,0,1783,610,450,0,960,552,0,0.659,0.803,0.862,0.771,0.953,0.9,0.889,0.952,0.961,0.577,0.896,0.827,0.585,0.299,0.39,0.841,1.309,0.99,1.12,0.99,0.8,0.31,0.44,0.48,0.79,0.87,?,no,20/09/07/27@20/09/13@42/25
1084,492,0,1056,364,0,1416,815,0,4572,1354,0,1503,981,0,1455,1244,0,1051,4165,701,0,1571,3549,0,3231,491,367,0,925,420,0,0.945,0.948,0.957,0.975,0.963,0.952,0.897,0.962,0.945,0.946,0.997,0.879,1.107,0.922,1.152,0.679,0.531,0.97,1.02,0.93,1.1,0.94,1.18,1.08,0.81,0.69,?,no,01/02/07/01@02/01/03@14/13/04/02
1342,610,0,1492,772,0,1189,688,0,1901,1374,0,1721,1382,0,1465,1083,0,1130,1647,752,0,1230,3313,0,902,575,470,0,882,463,0,0.658,0.829,0.856,0.763,0.964,0.616,0.717,0.878,0.762,0.772,0.351,0.311,0.174,0.175,0.168,0.189,0.178,1.24,0.42,0.37,0.24,0.19,0.35,0.38,1.85,0.23,?,no,10/03/01/01/11@14/07@14/13/01/01@18/02/01
1380,663,0,1582,726,0,1185,624,0,2374,1776,0,1727,1192,0,1717,1240,0,1036,878,651,0,1115,2995,0,2016,610,509,0,949,452,0,0.899,0.89,0.81,0.72,0.876,0.655,0.57,0.883,0.905,1.106,1.133,0.48,0.582,0.813,0.656,0.502,0.623,1.26,1.18,0.54,0.71,1.05,1.12,1.17,2.7,0.55,?,no,14/04@20/01/10@20/09/01@42/10
1293,791,0,1241,615,0,1325,734,0,4200,1506,0,1966,1700,0,1336,1182,0,1366,12510,1804,0,1300,3586,0,6511,670,489,0,986,495,0,0.906,0.946,0.92,0.958,0.928,0.917,0.926,0.887,0.967,0.815,0.789,1.34,1.25,0.557,0.631,0.8,0.922,0.9,0.83,1.44,1.28,0.59,0.71,0.71,1.08,0.85,?,no,01/03/10@01/03/13@30/01/09/07
1278,736,0,1357,528,0,1377,782,0,2369,1427,0,1663,1102,0,1192,906,0,1172,1511,851,0,1093,3123,0,976,421,319,0,903,421,0,0.848,0.837,0.907,0.849,0.83,0.845,0.854,0.936,0.921,1.056,1.31,1.046,0.921,1.416,1.345,1.072,1.235,1.22,1.37,1.19,1.11,1.59,1.6,1.93,1.06,1.1,?,no,01/04@01/06@14/07/02/02@42/01
1117,541,0,1248,683,0,1197,647,0,1983,1425,0,1500,1040,0,1210,925,0,942,1207,640,0,1328,3368,0,1187,534,399,0,985,486,0,0.754,0.918,0.833,0.916,0.901,0.487,0.937,0.964,0.938,0.681,0.612,0.562,1.078,1.092,0.526,0.572,0.632,0.91,0.74,0.74,1.19,1.24,1.02,1.45,2.34,0.64,?,no,43/01/03/05
1696,948,0,1311,617,0,1156,635,0,2502,1519,0,1858,1706,0,1516,1126,0,1112,1510,746,0,1377,3308,0,1403,736,703,0,972,462,0,0.771,0.889,0.886,0.909,0.973,0.815,0.895,0.874,0.884,0.996,0.485,0.581,0.555,0.39,0.385,0.346,0.499,1.21,0.55,0.66,0.6,0.41,0.48,0.74,1.49,0.43,?,no,10/03/01
1354,638,0,1185,397,0,1066,533,0,3916,1511,0,1570,1023,0,1503,1164,0,1123,1456,682,0,1230,3026,0,1882,597,424,0,882,434,0,0.853,0.948,0.928,0.907,0.951,0.885,0.877,0.948,0.95,1.114,1.572,1.294,1.026,1.048,1.09,1.408,0.97,1.29,1.67,1.42,1.17,1.1,1.16,1.28,1.95,1.51,?,no,12/01/01@42/16
1316,599,0,1282,597,0,1229,607,0,2138,1340,0,1750,1176,0,1498,1088,0,1193,1674,698,0,1393,3398,0,2101,650,434,0,1026,568,0,0.653,0.863,0.889,0.844,0.932,0.89,0.828,0.941,0.958,0.719,0.782,0.907,0.967,1.255,0.849,0.956,0.962,1.32,0.96,1.05,1.26,1.32,1,0.72,1.75,1.03,?,no,14/04@16/02@20/09/03
