@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.019,-0.43,-0.22,-0.24,-0.33,-0.36,-0.099,-0.06,-0.06,-0.08,-0.03,-0.03,-0.115,-0.146,0.051,-0.143,-0.282,-0.056,-0.523,-0.265,?,?,?,-0.293,-0.206,0.056,-0.051,-0.068,-0.126,0.056,?,-0.875,0.602,-0.259,0.152,-0.057,0.043,?,-0.268,11/04/03/01
-0.292,-0.44,-0.49,-0.45,-0.14,-0.24,0.168,-0.11,-0.19,-0.17,-0.18,-0.07,-0.237,-0.113,-0.14,0.34,-0.04,0.06,0.01,-0.13,-0.36,0.07,-0.16,-0.25,0.09,0.45,0,0.08,0,-0.2,-0.29,0.14,-0.27,-0.29,-0.6,0.66,-0.77,-0.18,0.03,11/04/03/01@16/19/03
-0.21,0.16,0.03,0.04,0.05,-0.14,0.28,0.01,-0.17,-0.02,-0.07,0.04,-0.08,-0.17,-0.05,-0.64,0.46,0.208,0.05,0.405,0.14,0.79,-0.02,0.338,0.279,0.394,0.279,0.15,-0.2,0.25,-0.17,0.5,0.13,0.17,0.332,-0.25,0.004,0.34,-0.2,11/02/03@11/04/01@11/04/03/01@12/07@16/03/03@16/19/03@42/10
-0.18,0.19,0.24,0.11,0.28,0.13,0.101,0.03,-0.02,0.12,0.19,0.12,0.185,0.598,0.641,0.4,0.441,0.82,0.66,0.676,0.41,0.16,0.11,0.523,0.2,0.026,-0.051,0.119,0.039,-0.07,-0.12,-0.34,0.49,0.24,0.19,-0.31,0.02,-0.277,0.35,11/02/03@11/04/03/01@16/19/03
0.079,-0.595,-0.397,-0.657,-0.894,-0.785,0.299,0.125,?,0.055,0.068,-0.019,0.052,-0.181,0,-0.341,-0.114,-0.341,-0.795,-0.892,-0.341,-0.581,-0.546,-0.334,-0.027,0.071,0.092,-0.163,-0.04,-0.123,-1.389,-0.719,-0.196,-0.114,-0.29,-0.293,0.076,-0.704,0.325,11/04/03/01
0.088,-0.033,0.097,-0.319,-0.413,-0.236,0.657,0.123,0.089,0.196,0.094,0.22,0.138,0.329,0.1,0.348,0.282,0.23,-0.619,-0.316,0.367,0.048,0.374,0.471,0.204,?,-0.218,0.134,-0.101,0.18,-0.017,-0.157,0.227,-0.384,-0.468,-0.099,0.3,0.017,0.061,11/04/03/01@14/10@16/01@16/03/03
-0.085,-0.034,-0.11,-0.13,-0.31,-0.11,0.209,-0.02,-0.03,0.2,0.34,0.27,0.144,0.045,-0.087,0.25,0.03,-0.2,0.37,0.01,-0.158,0.014,0.47,0.33,0.111,-0.18,-0.08,0,-0.48,-0.2,-0.896,0.185,0.2,-0.08,-0.51,-0.016,0.118,?,-0.19,11/04/03/01
-0.171,-0.059,-0.03,-0.376,-0.245,-0.187,0.349,0.295,0.162,0.61,0.065,0.451,-0.221,0.013,0.149,0.233,-0.095,0.013,-0.288,-0.12,-0.051,-0.29,-0.548,0.017,0.221,0.039,-0.257,-0.279,-0.193,-0.156,-0.328,-0.191,-0.022,-0.25,-0.362,0.821,-0.489,0.066,-0.155,11/04/03/01@14/10
0.013,0.115,-0.083,0.116,0.136,0.266,-0.032,0.215,0.144,0.307,0.204,0.262,0.015,0,-0.049,0,0.3,0.148,0.092,-0.095,-0.045,0.093,0.214,-0.406,0,-0.087,0.33,0.052,0.04,0.081,-0.659,0.363,-0.042,-0.212,-0.111,-0.173,0.091,0.071,0,11/04/03/01
0,-0.21,-0.322,-0.39,-0.45,-0.27,-0.14,-0.25,0.15,-0.25,-0.14,-0.14,-0.21,-0.43,-0.36,-0.493,-0.313,-0.246,-0.672,-0.208,-0.11,0.16,-0.08,-1.018,-0.419,-0.165,0.816,0.133,0.107,-0.392,0.7,-0.15,-0.2,-0.28,-0.25,-0.111,0.03,0.22,-0.107,10/03/01@11/02/03@11/04/03/01@16/01@16/03/03
0.053,-0.028,-0.067,-0.116,-0.125,-0.163,0.331,-0.001,0.113,-0.034,-0.06,-0.285,-0.164,-0.181,-0.146,-0.399,-0.41,-0.03,-0.27,-0.188,-0.465,-0.421,-0.613,-0.226,-0.32,-0.392,-0.18,-0.158,0.329,0.046,-0.656,-0.952,-0.458,-0.801,-0.739,0.03,0.141,-0.67,-0.229,11/02/03@11/04/01@11/04/03/01@16/03/03
-0.002,-0.372,-0.149,-0.452,-0.254,-0.064,0.162,0.474,0.301,0.51,0.468,0.497,-0.215,-0.06,-0.102,0.228,0.271,0.231,0.012,0.549,-0.554,-0.377,-0.243,-0.343,0.172,0.51,0.046,-0.015,-0.033,0.067,-0.908,0.428,0.135,-0.143,-0.646,0.683,-0.627,-0.3,-0.271,11/04/03/01@42/16
0.087,-0.08,?,?,?,0.01,-0.204,-0.273,-0.077,-0.363,-0.07,-0.236,-0.222,-0.379,-0.469,0.035,-0.216,-0.039,0.35,-0.044,-0.13,0.238,0.084,0.25,0.064,0.045,-0.28,-0.22,0.224,0.128,0.333,-0.134,?,-0.664,-0.585,0.16,-0.19,-0.059,-0.249,99
0.133,-0.035,-0.031,-0.192,-0.235,-0.208,0.394,0.134,0.812,0.219,0.278,0.087,0.194,0.139,-0.242,-0.589,-0.816,-0.712,-0.779,-1.08,-0.737,-0.475,-0.423,-0.289,-0.518,-0.57,-0.59,-0.152,-0.538,-0.542,-1.297,-0.313,-0.281,-0.519,-0.905,-0.01,0.138,-0.045,-0.021,01/03/04@01/07/01@01/07/03@10/01/09/05
0.23,0.577,0.782,1.137,0.78,0.416,0.22,0.394,-0.219,0.633,0.366,0.189,0.76,0.74,0.48,0.758,0.589,0.844,0.453,-0.034,-0.099,-0.156,-0.613,1.086,1.094,1.169,0.97,0.856,0.527,0.466,0.239,-0.315,0.467,0.485,0.268,-0.2,0.309,-0.602,-0.097,01/01/09/06/02@01/07/01
0.021,0.613,0.421,0.437,0.161,0.054,-0.434,-0.005,0.154,0.165,0.241,0.056,0.229,-0.479,-0.543,-0.071,-0.21,-0.071,-0.612,-0.239,0.096,0.622,0.403,0.063,0.521,0.193,-0.121,-0.102,-0.302,0.046,0.845,0.151,0.326,0.231,0.179,-0.053,0.294,0.387,-0.156,01/02/07/01@11/02/03/04/01
0.24,0.394,0.337,0.581,1.115,0.734,-0.098,-0.202,0.03,0.191,-0.001,-0.239,0.231,0.787,0.424,0.623,0.821,0.566,-0.022,0.099,0.282,0.134,-0.061,0.519,0.75,0.058,-0.163,-0.133,-0.378,-0.038,0.587,-0.255,1.053,0.892,1.666,-0.091,0.178,-0.589,-0.342,01/03/16/01@10/01/09/05@10/03/01@11/04/01@14/04@16/01@16/19/05@20/01/10@20/01/21@20/09/01@30/01/05/05/01@42/10
-0.113,-0.463,-0.243,-0.087,-0.198,-0.356,0.129,-0.255,-0.268,-0.178,-0.162,0.034,-0.234,-0.216,-0.248,0.813,?,-0.067,1.191,0.449,0.077,0.543,0.634,?,0.305,0.104,?,?,0.181,-0.102,0.053,-0.079,-0.564,?,-0.333,-0.403,-0.002,0.214,?,10/03/01/01/11@16/01@20/09/14@40/01@42/04@43/01/03/05
-0.067,0.01,-0.01,-0.3,-0.38,-0.27,0.242,-0.08,-0.21,-0.16,0.33,-0.1,-0.176,?,-0.088,-0.19,-0.14,-0.23,-0.2,-0.19,0.14,0.576,0.547,-0.07,-0.29,-0.13,0,0.254,-0.3,-0.23,-0.146,0.835,0.13,-0.29,-0.46,0,0.046,0.622,0.07,10/03@14/04@20/01/10@20/01/21@20/09/01
0.153,-0.057,0.172,-0.009,-0.108,-0.1,0.386,-0.017,0.037,0.121,0.163,0.327,0.198,0.418,0.254,-0.14,-0.091,-0.055,-0.421,-0.427,-0.06,-0.098,-0.091,0.103,-0.164,-0.385,-0.441,-0.027,-0.105,-0.407,-0.408,0.228,0.112,-0.386,-0.468,-0.042,0.26,0.171,-0.2,14/04@20/01/10@20/09/01@42/10
0.26,0.153,0.144,0.078,0.076,0.239,-0.08,-0.243,-0.101,0.201,0.233,0.142,-0.15,-0.06,0.02,-0.054,-0.104,-0.206,-0.274,-0.114,0.271,0.275,0.471,-0.117,-0.159,-0.268,-0.312,0.145,-0.249,-0.648,0.515,0.797,0.476,0.72,-0.047,-0.124,0.077,0.376,0.232,12/01@14/04@16/03/03@20/01/10@20/01/21@20/09/01
-0.061,-0.372,0.396,0.17,?,-0.493,0.281,?,-0.087,?,0.179,0.023,0.204,-0.028,0.152,?,?,?,?,0.257,0.112,?,0.714,?,?,?,?,?,?,?,?,?,?,-0.541,0.939,-1.222,-0.376,0.17,0.553,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05@43/01/03/09
-0.1,0.013,0.015,0.046,0.314,0.027,?,0.318,0.406,0.424,0.425,?,0.151,?,?,-0.189,-0.278,0.667,-0.122,-0.139,-0.288,-0.079,0.015,0.056,0.333,0.26,0.291,0.521,0.182,0.027,-0.61,0.269,0.201,0.012,-0.235,-0.099,-0.001,0.126,-0.108,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
0.04,-0.2,-0.11,-0.47,-0.6,-0.58,0.06,0.01,-0.03,0.03,0.019,-0.09,-0.14,-0.21,0.04,-0.41,0.36,0.05,0.04,-0.27,0.12,0.49,0.26,-0.22,0.13,-0.4,-0.33,-0.02,0.08,-0.32,0.33,0.28,-0.25,-0.43,-0.69,-0.08,0.03,0.5,-0.06,12/01@16/07@20/01/21@20/09/01@42/10/05
-0.18,-0.11,-0.18,-0.2,-0.43,-0.28,-0.02,-0.34,-0.25,-0.38,-0.09,-0.259,-0.17,-0.35,-0.31,-0.897,0.24,-0.1,0.01,-0.09,0.36,0.37,0.24,-0.15,-0.128,0.18,-0.213,0.13,-0.1,-0.511,0.66,-0.08,-0.23,-0.5,-0.59,0.04,0.07,0.261,0.432,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
0.205,0.08,0.02,-0.01,0.03,-0.02,0.098,-0.26,-0.25,-0.24,-0.25,-0.29,-0.082,0.038,0.116,-0.721,-0.702,0.068,0.023,0.432,0.406,1.037,0.488,-0.03,0.065,0.101,0.111,0.224,-0.149,0.194,0.801,?,-1.08,-0.93,-0.37,-0.112,0.098,1.034,0.125,01/01/06/06/02@01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/03/01@01/05/05/04@01/05/05/07@01/05/13/03@01/06/10@01/07@02/13@16/21/17
0.062,0.42,0.8,0.47,0.33,0.13,-0.33,-0.43,-0.21,-0.05,-0.45,-0.56,-0.07,-0.62,-0.65,0.355,1.91,1.44,0.18,0.67,0.45,0.97,0.55,-0.69,-0.38,0.19,-0.09,-0.02,-0.84,0.04,0.6,0.341,0.47,0.29,0.48,0.66,-0.72,0.321,-0.27,16/17/09@20/01/01/01/01@20/03/22@20/09/18@34/01/01/01
-0.097,-0.457,-1.689,-1.988,-1.981,-1.569,-0.478,-1.519,-1.898,-2.375,-2.401,-2.631,-2.585,-2.657,-2.302,-0.229,-0.087,-0.372,-0.366,-0.221,0.04,0.07,0.057,-0.643,-0.402,-0.303,-0.744,-0.652,-0.586,0.143,-0.009,-0.394,-0.112,-0.173,-0.413,0.057,0.14,-1.098,-0.784,02/11/05@02/13/03@02/45/15@16/17/09@16/21/01@20/01/15
0.35,0.604,1.159,1.339,1.917,2.275,0.16,0.122,0.551,0.723,0.642,0.616,0.75,0.76,0.8,2.649,2.291,1.133,0.212,0.507,1.396,0.372,-0.136,2.188,1.461,1.697,0.723,0.164,-0.066,-0.004,0.71,-0.184,1.454,1.308,0.441,-0.052,0.217,-2.272,-0.496,02/11@02/13/01@02/13/03@20/01/15@20/03
0.354,0.066,-0.537,-0.864,-0.878,-0.515,0.557,-0.014,-0.359,-1.068,-0.7,-0.764,-0.648,-1.403,-1.23,0.05,0.249,0.375,0.103,0.328,-0.256,-0.212,-0.345,-0.51,0.231,0.47,-0.132,-0.506,-0.225,0.312,-1.376,-0.682,0.619,0.178,0.015,0.006,0.186,-1.048,-0.321,02/11@02/13/03
0.198,0.086,-0.759,-0.578,-0.36,-0.416,0.107,-0.619,-1.227,-1.533,-1.45,-1.407,-1.098,-0.762,-0.898,-0.285,-0.297,-0.48,0.143,-0.057,0.302,0.368,0.472,-0.124,0.164,0.314,-0.207,-0.074,-0.06,0.226,0.482,-0.259,0.393,0.012,-0.404,-0.217,0.21,-0.609,-0.695,02/11@02/13/03@14/10
0.35,-0.293,-0.19,-0.725,-0.259,-0.43,0.04,-0.01,-0.516,-0.569,-0.759,-0.617,-0.46,-0.57,-0.46,-0.324,0.058,-0.073,-0.088,0.572,0.005,0.078,0.237,0.199,0.402,0.489,0.45,0.342,0.539,0.57,-1.635,-0.577,0.71,0.672,0.518,-0.18,0.085,?,-0.003,02/11@02/13/03@20/01/15@20/03
0.063,0.637,0.63,0.305,0.365,0.554,-0.126,-0.213,-0.133,-0.308,-0.645,-0.284,0.233,0.228,0.057,0.327,0.366,-0.144,-0.12,0.13,0.244,0.318,0.263,0.229,0.285,0.309,-0.004,0.198,-0.248,0.386,0.02,-0.034,0.512,0.42,0.176,0.039,0.102,-0.188,0.038,14/07@20/01/15@32/01/01@32/01/03@32/07@34/01@42/16
-0.03,-0.547,-0.505,-0.432,-0.332,-0.575,-0.14,-0.313,-0.026,-0.432,-0.201,-0.229,-0.24,-0.36,-0.31,-0.442,-0.386,-0.484,-0.175,-0.286,-0.245,0.808,0.412,-0.758,-0.392,-0.288,-0.277,-0.078,-0.275,-0.762,0.709,1.083,0.419,-0.15,0.126,-0.104,0.184,0.591,-0.11,10/03/01@11/02/03/04@30/01@32/01/01@32/01/03@40/01
0.308,1.235,2.059,2.696,2.845,2.983,-0.271,-0.162,0.768,1.471,1.148,0.956,1.932,3.055,3.123,0.51,0.831,1.218,0.941,0.888,0.42,0.203,0.295,-0.504,-0.33,-0.34,0.59,0.225,0.054,0.637,0.002,-0.204,2.52,2.964,1.557,0.069,0.087,-1.691,-0.537,32/01/01@32/07/07@34/01/01/01@34/11/03
-0.31,-0.43,-0.14,0.21,0.26,0.11,-0.426,-0.06,0.04,-0.11,-0.26,-0.04,0.27,0.345,0.377,0.397,0.557,0.71,0.242,0.01,0.287,0.828,0.858,0.113,0.33,0.226,0.52,0.307,0.153,0.134,0.208,0.305,0.943,1.081,1.038,-0.103,0.033,0.079,-0.22,10/01/03@10/03/01@14/07@20/01/15@32/01/01@32/07/07@42/25
?,0.081,0.384,0.349,0.313,0.176,0.226,0.199,0.284,0.456,0.488,0.33,0.311,0.207,0.225,0.165,0.271,0.523,0.512,0.127,-0.117,0.051,0.217,-0.067,-0.395,-0.418,0.543,0.32,0.467,0.131,-0.593,-0.494,0.697,0.007,0.037,-0.106,0.029,-0.606,0.24,14/01@16/17/09@20/01/01/01/01/01@20/03@20/09/07@32/01/01@32/07@34/01/01/01
-0.013,0.04,-0.311,-0.21,-0.02,0.184,-0.271,-0.326,1.083,-0.214,-0.025,-0.343,-0.029,0.044,0.112,0.049,-0.082,-0.095,0.093,-0.035,-0.342,0.347,0.426,-0.385,-0.325,-0.249,-0.29,-0.243,-0.44,-0.401,0.094,0.516,0.225,0.437,0.139,-0.137,0.13,?,-0.185,01/04@14/10@16/19/03@42/19
-0.022,0.089,-0.15,0.045,0.159,-0.003,-0.472,-0.277,0.131,-0.157,-0.225,-0.107,-0.049,-0.037,0.028,0.45,0.094,0.154,-0.02,-0.093,-0.365,0.08,0.215,-0.415,-0.418,-0.556,-0.307,-0.276,-0.413,-0.603,0.437,0.04,0.687,0.498,0.431,-0.114,0.285,-0.263,-0.63,14/04@16/02@20/09/03
0.102,0.112,0.172,-0.083,-0.241,-0.505,-0.087,-0.065,0.101,0.006,-0.11,-0.393,0.278,-0.307,-0.292,0.731,-0.062,-0.608,-0.507,-0.658,-0.567,-0.151,-0.395,-0.07,-0.187,-0.267,-0.72,-0.304,-0.263,-0.071,0.222,-0.342,-0.158,0.374,0.104,0.813,-0.441,-0.494,-0.144,01/04@14/07/03@16/17/07@16/17/09@32/01/11
0.088,0.423,0.615,0.189,-0.03,-0.017,0.045,0.226,0.065,?,?,?,0.202,0.237,0.428,-0.234,0.204,-0.68,-0.08,0.435,0.415,0.637,0.495,0.674,0.698,0.56,?,0.568,0.306,?,-0.135,0.694,0.959,1.13,0.272,0.503,-0.755,?,-0.077,99
0.05,0.267,0.528,0.693,0.619,0.722,-0.12,0.022,0.181,0.432,0.322,0.2,0.5,-0.25,-0.23,0.426,0.4,-0.238,-1.079,-1.223,0.034,-0.324,-0.643,-0.579,-0.349,-0.406,0.034,-0.008,-0.496,-0.556,0.639,-0.459,1.351,1.341,1.069,-0.064,0.153,-0.408,-0.484,01/06/02/01
0.04,0.059,0.179,-0.124,-0.173,0.1,-0.14,-0.059,0.052,0.308,0.204,0.115,-0.36,-0.41,-0.31,0.187,-0.264,-0.241,-0.422,-0.273,0.342,0.194,-0.378,-0.117,0.012,-0.299,-0.541,-0.243,-0.476,-0.113,0.391,0,-0.365,-0.346,-0.169,0.126,0.225,0.216,0.481,01/06/02/01@01/06/10@11/02/03/01@11/02/03/04@18/02/09
