@RELATION 'pheno0.names'

@ATTRIBUTE 2-deoxyglucose                          {w,n,s,r}
@ATTRIBUTE 6-azauracil                             {w,n,s,r}
@ATTRIBUTE 8-hydroxyquinoline                      {w,n,s,r}
@ATTRIBUTE BCIP                                    {w,n,s,r}
@ATTRIBUTE CsCl                                    {w,n,s,r}
@ATTRIBUTE DL-p-fluorophenyl-alanine               {w,n,s,r}
@ATTRIBUTE EGTA                                    {w,n,s,r}
@ATTRIBUTE FK506                                   {w,n,s,r}
@ATTRIBUTE LiCl                                    {w,n,s,r}
@ATTRIBUTE MMS                                     {w,n,s,r}
@ATTRIBUTE NaF                                     {w,n,s,r}
@ATTRIBUTE RbCl                                    {w,n,s,r}
@ATTRIBUTE SD                                      {w,n,s,r}
@ATTRIBUTE SDS                                     {w,n,s,r}
@ATTRIBUTE YPD                                     {w,n,s,r}
@ATTRIBUTE YPG                                     {w,n,s,r}
@ATTRIBUTE YPGlyc                                  {w,n,s,r}
@ATTRIBUTE allylglycine                            {w,n,s,r}
@ATTRIBUTE aminotriazole                           {w,n,s,r}
@ATTRIBUTE benomyl                                 {w,n,s,r}
@ATTRIBUTE beta-2-thienyl-DL-alanine               {w,n,s,r}
@ATTRIBUTE caffeine                                {w,n,s,r}
@ATTRIBUTE calcium_chloride                        {w,n,s,r}
@ATTRIBUTE calcofluor_white                        {w,n,s,r}
@ATTRIBUTE camptothecin                            {w,n,s,r}
@ATTRIBUTE canavanine                              {w,n,s,r}
@ATTRIBUTE cobalt_chloride                         {w,n,s,r}
@ATTRIBUTE cycloheximide                           {w,n,s,r}
@ATTRIBUTE cyclosporin-a                           {w,n,s,r}
@ATTRIBUTE d-histidine                             {w,n,s,r}
@ATTRIBUTE daunomycin                              {w,n,s,r}
@ATTRIBUTE diamide                                 {w,n,s,r}
@ATTRIBUTE diazaborine                             {w,n,s,r}
@ATTRIBUTE ethanol                                 {w,n,s,r}
@ATTRIBUTE ethanol+glucose                         {w,n,s,r}
@ATTRIBUTE fenpropimorph                           {w,n,s,r}
@ATTRIBUTE fluorocytosine                          {w,n,s,r}
@ATTRIBUTE formaldehyde                            {w,n,s,r}
@ATTRIBUTE formamide                               {w,n,s,r}
@ATTRIBUTE h2o2                                    {w,n,s,r}
@ATTRIBUTE hydroxyurea                             {w,n,s,r}
@ATTRIBUTE hygromycin_b                            {w,n,s,r}
@ATTRIBUTE lovostatin                              {w,n,s,r}
@ATTRIBUTE manganese_chloride                      {w,n,s,r}
@ATTRIBUTE menadione                               {w,n,s,r}
@ATTRIBUTE methylamine                             {w,n,s,r}
@ATTRIBUTE methylene_blue                          {w,n,s,r}
@ATTRIBUTE mevinolin                               {w,n,s,r}
@ATTRIBUTE microcystin                             {w,n,s,r}
@ATTRIBUTE neomycin                                {w,n,s,r}
@ATTRIBUTE nocodazole                              {w,n,s,r}
@ATTRIBUTE nystatin                                {w,n,s,r}
@ATTRIBUTE oligomycin                              {w,n,s,r}
@ATTRIBUTE papulacandin_b                          {w,n,s,r}
@ATTRIBUTE paraquat                                {w,n,s,r}
@ATTRIBUTE paromomycin                             {w,n,s,r}
@ATTRIBUTE potassium_chloride                      {w,n,s,r}
@ATTRIBUTE rapamycin                               {w,n,s,r}
@ATTRIBUTE sodium_chloride                         {w,n,s,r}
@ATTRIBUTE sorbitol                                {w,n,s,r}
@ATTRIBUTE staurosporine                           {w,n,s,r}
@ATTRIBUTE tetraethylammoniumchloride              {w,n,s,r}
@ATTRIBUTE thiabendazole                           {w,n,s,r}
@ATTRIBUTE trifluoperazine                         {w,n,s,r}
@ATTRIBUTE tunicamycin                             {w,n,s,r}
@ATTRIBUTE vanadate                                {w,n,s,r}
@ATTRIBUTE verrucarin                              {w,n,s,r}
@ATTRIBUTE zinc_chloride                           {w,n,s,r}
@ATTRIBUTE zymolyase                               {w,n,s,r}
@ATTRIBUTE class string

@DATA
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005886@GO0006855@GO0008028@GO0015238@GO0015718@GO0016021@GO0032973
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005741@GO0005742@GO0030150@GO0031307@GO0045040
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004742@GO0005967@GO0006086
n,n,n,n,n,n,n,n,n,n,n,n,w,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0003723@GO0003735@GO0005739@GO0006412@GO0015935@GO0032543@GO0042254
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005471@GO0005509@GO0005743@GO0006839@GO0015866@GO0015867@GO0016021
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003924@GO0005525@GO0005622@GO0005886@GO0007015@GO0007017@GO0007264@GO0016020@GO0030010@GO0031505
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003924@GO0005525@GO0005769@GO0005770@GO0005829@GO0005886@GO0006623@GO0006895@GO0006897@GO0030139
n,n,n,s,n,n,w,n,n,w,n,n,w,s,w,w,w,n,n,s,n,w,n,w,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000118@GO0000122@GO0006325@GO0006351@GO0010507@GO0016479@GO0031939@GO0033698@GO0035064@GO0045944@GO0046872@GO0061186@GO0061188@GO0061408@GO2000219@GO2001159
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000411@GO0001302@GO0003924@GO0005525@GO0005634@GO0005739@GO0005789@GO0005886@GO0007165@GO0007190@GO0010603@GO0016236@GO0030437@GO0032258@GO0032880@GO0045762@GO0097271@GO2000222
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004438@GO0004439@GO0005737@GO0006897@GO0015031@GO0030479@GO0043812@GO0043813@GO0046856
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000781@GO0000812@GO0005737@GO0006281@GO0006338@GO0006348@GO0006351@GO0035267@GO0043486
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,s,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000184@GO0000290@GO0000932@GO0003682@GO0003729@GO0005634@GO0005737@GO0006397@GO0016787@GO0030145@GO0031087@GO0034063@GO0050072@GO0060261@GO0098562@GO0098745
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005215@GO0005739@GO0005789@GO0006810@GO0015293@GO0016020@GO0034220@GO0071627
n,n,n,w,n,n,w,s,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,r,w,n,n,n,n,n,n,n,n,n,n,GO0003755@GO0005527@GO0005528@GO0005737@GO0006325@GO0006457@GO0061077@GO1901710
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000398@GO0000956@GO0003723@GO0005688@GO0005689@GO0005730@GO0005732@GO0005737@GO0008033@GO0030490@GO0046540@GO0071004@GO0071013@GO1990726
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000922@GO0005680@GO0005737@GO0007091@GO0010458@GO0016567@GO0031145@GO0042802@GO0051301
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,s,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000781@GO0004843@GO0005634@GO0005730@GO0006348@GO0006511@GO0016578@GO0016579@GO0099114@GO0099115
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005634@GO0005643@GO0005654@GO0005737@GO0005829@GO0006606@GO0006607@GO0006612@GO0008139@GO0008565@GO0031144@GO0032991@GO0042564@GO0048471@GO0061608@GO0097718
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000122@GO0003690@GO0005634@GO0005694@GO0006335@GO0006336@GO0006368@GO0032196@GO0042393@GO0042802@GO0070869
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000002@GO0005634@GO0005739@GO0007005
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000122@GO0000978@GO0003690@GO0003697@GO0003729@GO0004197@GO0005737@GO0005739@GO0008234@GO0009636@GO0043418@GO0046677
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000076@GO0000228@GO0005634@GO0005829@GO0006260@GO0006281@GO0007064@GO0031298@GO0043111@GO0043570@GO0043596@GO0048478@GO0051321
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0003714@GO0005634@GO0005739@GO0005829@GO0009436@GO0016616@GO0016618@GO0030267@GO0042803@GO0047964@GO0051287
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0004652@GO0005730@GO0007049@GO0031499@GO0034475@GO0043629@GO0046872@GO0051301@GO0071035@GO0071036@GO0071037@GO0071038@GO0071039@GO0071042@GO0071044@GO0071050@GO0071051
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000001@GO0000131@GO0000139@GO0003924@GO0005525@GO0005739@GO0005783@GO0005789@GO0005934@GO0005935@GO0048309@GO0048313@GO0051645@GO0051646
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000070@GO0004674@GO0004712@GO0004857@GO0005524@GO0006303@GO0006468@GO0018105@GO0030332@GO0030437@GO0034605@GO0044257@GO0051321@GO0071472
n,n,n,n,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000329@GO0019898@GO0034399@GO0043813@GO0046856@GO0070772
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000920@GO0005576@GO0005933@GO0007049@GO0008810@GO0009277@GO0030428@GO0031225
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0006081@GO0018456
n,n,n,s,n,n,s,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005886@GO0006847@GO0008519@GO0015123@GO0015696@GO0016021@GO0019740
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,r,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000009@GO0005789@GO0006486@GO0006487@GO0006488@GO0016021@GO0052917
n,n,n,w,n,n,s,n,n,s,n,n,w,s,w,w,w,n,n,w,n,r,n,r,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000131@GO0000165@GO0003779@GO0004709@GO0005524@GO0005829@GO0005934@GO0005935@GO0005938@GO0006468@GO0007234@GO0007346@GO0031098@GO0042981@GO0046777@GO0051403@GO0071474@GO2000251
n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000463@GO0000466@GO0003723@GO0004004@GO0005524@GO0005730@GO0005737@GO0010501@GO0030687
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005628@GO0005886@GO0005934@GO0005935@GO0006904@GO0015031@GO0031201@GO0032120@GO0033101@GO0061025
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004755@GO0006091@GO0019878
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,GO0000175@GO0000289@GO0000932@GO0003723@GO0005634@GO0005737@GO0006357@GO0006368@GO0017148@GO0030015@GO0032968@GO0043928@GO0046872
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000033@GO0005794@GO0006493@GO0016021
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000981@GO0003677@GO0005634@GO0006351@GO0008270
n,n,n,w,n,n,w,n,n,w,n,n,s,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000151@GO0000209@GO0006513@GO0034450
n,n,n,n,n,n,n,n,n,n,n,n,s,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0004034@GO0006006@GO0030246@GO0033499
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000079@GO0000122@GO0000307@GO0005634@GO0005737@GO0006875@GO0016242@GO0016538@GO0019901@GO0032880@GO0042144@GO0045936@GO0050849@GO1990860
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000149@GO0005484@GO0005802@GO0006673@GO0006675@GO0006896@GO0006897@GO0006906@GO0009306@GO0031201@GO0031303@GO0032258@GO0032527@GO0048278
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000049@GO0000175@GO0000176@GO0000177@GO0000467@GO0004521@GO0005730@GO0005739@GO0016075@GO0016973@GO0043628@GO0070478@GO0070481@GO0070651@GO0071028@GO0071035@GO0071038@GO0071039@GO0071042@GO0071051
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,r,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0001302@GO0051444
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000724@GO0000725@GO0003684@GO0003697@GO0005524@GO0005634@GO0006281@GO0007062@GO0016887@GO0016925@GO0030915@GO0051304@GO0071139
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000001@GO0007010@GO0017196@GO0031416@GO0032956
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0003756@GO0005783@GO0006457@GO0015035@GO0034976@GO0045454
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000922@GO0005198@GO0005628@GO0005737@GO0032120@GO0035974@GO0051301@GO0051321
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000002@GO0003677@GO0005524@GO0005743@GO0005759@GO0006281@GO0032042@GO0043140
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0004395@GO0005739@GO0005743@GO0006744@GO0008425@GO0008689@GO0019898@GO0031314@GO0061543
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000784@GO0007129@GO0007131@GO0010520@GO0035974@GO0042162@GO0045141@GO0070197@GO2000711
n,n,n,n,n,n,w,n,n,w,n,n,s,w,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000753@GO0005634@GO0006620@GO0010494@GO0045048@GO0072380
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000920@GO0004674@GO0005524@GO0005634@GO0005737@GO0005886@GO0006468@GO0007266@GO0007346@GO0010629@GO0023014@GO0030036@GO0031098@GO0032147@GO0035376@GO0042981@GO0043408@GO0048365@GO1990872
n,n,n,s,n,n,s,n,n,s,n,n,s,w,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,s,n,n,n,n,n,n,GO0004652@GO0005634@GO0005730@GO0005829@GO0006284@GO0006400@GO0031499@GO0034475@GO0042138@GO0043629@GO0045910@GO0046872@GO0051301@GO0051575@GO0071031@GO0071035@GO0071036@GO0071037@GO0071038@GO0071039@GO0071040@GO0071042@GO0071044@GO0071047@GO0071050@GO0071051
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005829@GO0006094@GO0006099@GO0006108@GO0016558@GO0030060@GO0034399
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003873@GO0005524@GO0005737@GO0006000@GO0006003@GO0006110
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005737@GO0005739@GO0005829@GO0006400@GO0008175@GO0008757@GO0030488@GO0031591
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000176@GO0000177@GO0000467@GO0003723@GO0005730@GO0030145@GO0034427@GO0034475@GO0043628@GO0043928@GO0070478@GO0070481@GO0070651@GO0071034@GO0071035@GO0071038@GO0071042@GO0071049@GO0071051
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005777@GO0005778@GO0005779@GO0005783@GO0007031@GO0007165@GO0016559@GO0019395@GO0044375@GO1990429
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000293@GO0005886@GO0006826@GO0015677@GO0016021@GO0046872@GO0052851@GO0055072
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005783@GO0005789@GO0006486@GO0006487@GO0006490@GO0009060@GO0016021@GO0016758@GO0042281
