@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
0.08,-0.06,0.34,0.4,0.57,-0.18,0.26,-0.34,-0.18,-0.23,-0.14,?,0.29,-0.36,-0.15,-0.43,-0.06,-0.23,-0.69,-0.56,-0.74,-0.09,?,0.46,?,0.03,0.29,0.31,-0.07,0.11,-0.07,0.16,0.55,0.2,0.04,0.01,0.19,-0.07,0.36,0.39,0.01,-0.27,-0.2,-1.43,-0.3,-0.42,-0.4,-0.4,-0.34,-0.17,0.25,-0.42,-0.36,-0.22,-0.18,-0.74,-0.69,-0.47,0.29,-0.14,-0.25,0.23,0.21,0.07,0.18,-1.09,0.15,0.4,-0.36,0.07,-0.32,0.18,-0.04,?,0.21,-0.29,-0.15,0.07,0.25,GO0004758@GO0016021@GO0017059@GO0030148@GO0030170@GO0035339
1.46,0.88,0.86,0.52,0.6,-0.09,0.62,0.11,0.63,0.48,0.23,-0.56,-0.43,-0.86,-0.22,-0.56,0.2,-0.06,-0.76,-0.43,?,0.08,0.76,0.63,0.39,0.24,0.2,0.14,0.06,-0.01,-0.4,-0.17,0.12,-0.89,-1.32,-0.43,0.48,1,0.14,-0.64,-0.97,-0.22,0.49,-0.38,-0.36,-0.62,-0.34,-0.15,-0.36,0.78,0.61,-0.36,-0.56,-1.09,-0.32,-1.18,0.04,0.99,0.21,0.14,-0.22,0.19,0.88,0.11,-0.45,-0.81,0.08,0.08,0.19,-0.71,-0.17,-0.3,0.19,0.46,0.58,-0.22,-0.56,0.32,-0.56,GO0000272@GO0000422@GO0000917@GO0001308@GO0005576@GO0005741@GO0009272@GO0009277@GO0009986@GO0016798@GO0031314@GO0031505
0.11,-0.38,-0.27,-0.09,0.12,-0.42,0.31,-0.14,0.12,-0.38,-0.07,-0.38,0.15,-0.18,0.11,-0.29,-0.09,-0.23,0.93,-0.2,-0.09,0.11,0.19,-0.25,-0.2,-0.58,-0.49,-0.49,-0.32,-0.67,-0.2,-0.27,0.42,0.01,0.23,0.1,0.21,0.1,-0.1,0.07,-0.04,-0.23,-0.23,0.06,-0.47,-0.64,-0.58,-0.34,-0.54,?,0.29,0.26,0.37,-1.18,-0.17,0.1,-0.64,?,-0.27,0.07,-0.12,-0.14,0.2,0.78,-0.23,-0.94,-0.45,-0.2,-0.54,-0.56,-0.81,-0.23,-0.06,-0.23,-0.14,-1.15,-0.69,-0.64,-0.03,GO0000307@GO0016239@GO0016538
0.96,1.01,0.9,0.8,0.9,0.69,0.4,0.71,0.76,0.54,0.53,0.32,0.49,0.49,1.01,1.01,0.33,0.12,0.04,0.03,-0.03,0.04,-0.27,-0.56,-0.64,-0.47,-0.62,-0.76,-0.32,-0.56,-0.84,-0.15,-0.64,-0.47,0.34,-0.22,-0.45,-0.4,-0.67,-0.06,0.04,-0.76,-0.36,0.1,-0.06,-0.07,0.14,-0.14,0.2,-0.25,0.01,-0.17,-0.03,0.32,0.04,-0.51,-0.12,0.19,0.44,0.5,0.72,-0.07,-0.34,0.16,0.04,-0.18,-0.23,-0.69,0.59,0.6,0.28,0.49,-0.17,-0.17,0.53,-0.27,-0.36,0.42,0.21,GO0005887@GO0015191@GO0015297@GO1903692
5.79,5.07,3.01,0.86,0.16,-0.07,0.14,0.16,-0.2,-0.22,-0.34,0.07,-0.42,0.77,-0.14,0.15,0.04,?,-0.49,-0.81,-0.79,-0.97,-0.62,-0.36,0.24,-0.69,-0.32,-0.71,-0.23,-0.86,-0.92,-0.86,-1.03,-0.56,-0.81,-0.67,-0.69,-0.38,-0.47,0.8,-0.89,-1.03,0.41,0.65,-1.18,-0.32,-0.97,-0.71,-0.69,0.07,2.11,0.4,0.46,-1.12,0.41,-0.42,0.38,0.94,-0.25,-0.79,0.28,0.76,-0.34,0.1,-0.86,-0.51,?,-0.97,-0.09,0.54,0.14,0.14,-1.03,-0.62,0.03,-0.23,-0.81,0.26,-0.45,GO0000753@GO0000755@GO0009277@GO0016021@GO0032220@GO0043332
-0.38,2.85,-0.45,-0.23,-0.03,0.29,0.01,0.1,0.03,-0.23,-0.3,-0.49,-0.06,-0.22,-0.1,0.08,0.04,-0.14,0.07,-0.18,0.1,0.15,-0.34,-0.14,-0.1,-0.32,-0.36,-0.42,-0.12,-0.3,-0.23,-0.2,-0.51,-0.6,0.14,-0.07,-0.27,-0.47,-0.64,-0.58,-0.29,-0.42,-0.36,-0.51,-0.4,-0.79,-0.45,-0.4,-0.06,-0.15,1,0.85,-0.18,-0.32,0.81,0.53,0.42,0.01,0.19,-0.23,0.43,-0.51,0.15,0.18,-0.34,-0.43,-0.4,-0.25,-0.14,0.89,0.21,-0.17,-1.12,0.15,0.51,-0.01,-0.58,0.7,0.07,GO0071555
-0.04,-0.09,0.01,0.2,0.1,0.18,0.16,0.29,-0.17,-0.22,-0.18,-0.15,0.03,-0.22,-0.14,-0.34,-1.6,-0.17,-0.01,-0.23,-0.15,0.26,0.28,-0.12,0.03,-0.29,-0.42,-0.56,0.03,-0.4,-0.2,-0.47,-0.43,-0.09,0.03,-0.36,-0.4,-0.36,-0.23,0.49,-0.12,-0.4,-0.3,0.01,-0.34,-0.25,-0.03,-0.25,0.42,-0.07,0.2,-0.3,-0.34,0.32,-0.32,-0.36,0.32,?,0.03,-0.3,-0.42,-0.89,-0.2,0.14,-0.12,0.31,-0.56,-0.34,-0.27,0.15,-0.3,-0.79,0.08,0.18,0.45,0.14,0.19,0.61,0.08,GO0005789@GO0007035@GO0016021@GO0070072@GO1990871
-0.56,-0.36,-0.3,-0.2,-0.36,0.11,-0.56,-0.23,-0.01,-0.01,-0.27,0.11,-0.29,-0.47,-0.49,-0.14,-0.14,-0.32,-0.01,0.06,0.12,-0.18,-0.03,0.32,0.15,0.14,0.06,0.21,0.08,-0.17,-0.18,0.26,0.14,0.03,0.07,-0.15,-0.03,-0.06,-0.18,-0.04,-0.17,0.04,0.1,0.28,-0.06,-0.36,?,-0.06,0.04,-0.3,0.14,-0.32,0.56,-0.47,-0.29,-0.03,0.12,0.21,0.11,-0.64,-0.17,-0.17,-0.3,0.26,-0.45,-0.14,-0.38,0.18,-0.01,0.01,-0.1,-0.04,-0.38,-0.62,0.08,-0.51,-0.89,0.36,0.1,GO0000978@GO0001077@GO0005634@GO0046872@GO0061426
-0.45,-0.32,-0.43,-0.04,-0.4,-0.03,-0.43,-0.09,0.11,0.12,0.36,-0.01,-0.18,-0.18,-0.34,0.06,-0.23,0.16,0.44,0.01,0.01,-0.97,-0.2,0.1,0.25,0.21,?,0.18,0.25,-0.09,-0.2,-0.15,0.08,0.1,-0.12,-1.47,-0.32,-0.32,-0.3,-0.2,-0.1,-0.22,-0.36,0.23,-0.29,-0.3,-0.4,0.14,-0.29,-0.23,-0.07,0.1,-0.04,-0.18,0.28,-0.22,-0.14,-0.03,-0.38,-0.84,-0.4,-0.38,-0.43,-0.09,0.04,-0.3,-0.01,-0.2,-0.56,-0.34,-0.14,-0.34,-0.36,-0.47,0.52,-0.34,-0.64,0.1,-0.4,GO0003924@GO0005047@GO0005525@GO0005785@GO0005789@GO0006614@GO0045047
0.15,-0.25,-0.58,-0.42,-0.49,-0.4,-0.17,0.16,-0.4,-0.1,-0.94,-0.03,-0.22,-0.06,-0.42,0.2,0.08,0.41,0.12,-0.09,-0.01,-0.58,-0.36,0.23,0.63,-0.09,-0.23,-0.4,0.2,0.03,-0.47,-0.06,0.08,-0.1,-0.34,-0.07,-0.49,-0.6,-0.54,0.71,1.28,-1.36,-0.3,-0.1,-0.71,0.21,-0.97,-0.29,-0.38,?,-0.42,-0.34,0.3,-0.09,0.38,0.73,0.08,0.01,0.72,-0.43,-0.14,-0.71,-0.67,-0.4,0.03,0.55,0.15,-0.32,-0.62,0.26,0.16,-0.36,-0.03,?,0.51,-0.23,-0.62,0.86,0.64,GO0005761@GO0006397@GO0034551@GO0043022@GO0061671@GO0070131
-0.29,-0.14,-0.3,-0.34,-0.86,0.14,-0.22,0.2,0.08,0.32,?,-0.27,-0.25,-0.34,-0.94,-0.01,-0.17,0.07,0.49,0.1,0.33,-1.03,-0.06,-0.14,0.16,-0.23,-0.3,0.04,0.03,-0.06,-0.22,-0.01,-0.67,-0.69,-0.49,-0.25,-0.17,-0.2,-0.42,-0.34,-0.47,-0.2,-0.18,-0.27,-0.42,-0.47,-0.4,0.15,0.37,-0.07,0.69,0.45,0.61,0.25,0.49,0.25,0.54,0.7,1.24,0.07,0.01,-0.32,-0.54,0.06,0.24,0.18,-0.07,0.06,-0.71,0.31,-0.32,-0.06,-0.51,-0.23,-0.03,-0.58,-0.71,0.74,?,GO0000079@GO0005675@GO0006289@GO0006366@GO0046872@GO0061575@GO0070816@GO0070985
-0.42,-0.47,-0.34,-0.97,-0.32,-0.67,-0.27,0.08,-0.36,0.14,-0.42,0.04,-0.03,-0.3,-0.97,0.3,-0.1,-0.01,-0.25,-0.04,-0.12,-0.15,-0.3,-0.34,0.07,0.14,0.01,-0.25,-0.49,0.63,-0.4,-0.27,0.37,0.38,0.14,-0.27,-0.62,-0.32,0.1,0.01,-0.12,?,-0.42,0.85,-0.14,-0.18,-0.17,-0.09,-0.56,-1,-0.69,-0.32,0.07,0.33,0.4,0.9,-0.18,-0.47,1.4,-0.89,-0.23,-1.06,-0.43,-0.74,0.38,0.16,0.11,0.48,-0.58,?,-0.32,-0.45,-0.22,0.3,-0.07,-0.29,-0.38,0.1,-0.23,GO0000122@GO0003712@GO0001113@GO0001135@GO0005634@GO0016592@GO0045944@GO0051123@GO0070847
-0.69,0.14,-0.29,-0.47,-0.32,-0.01,-0.32,-0.32,0.07,-0.07,0.06,-0.14,0.04,-0.25,-0.49,0.08,-0.17,0.14,-0.38,0.06,0.03,0.2,-0.22,-0.25,-0.09,-0.54,-0.3,-0.62,-0.04,-0.36,-0.84,0.01,-0.18,0.12,-0.06,-0.14,-0.29,-0.38,-0.36,-0.32,0.43,0.24,-0.18,0.56,-0.23,-0.34,-0.36,0.42,-0.64,-0.04,0.56,0.45,0.19,-0.49,0.54,0.57,-0.84,-0.3,1.74,-0.58,0.07,-0.17,-0.42,0.99,0.16,-0.49,-0.64,-0.58,-0.4,0.32,0.08,-0.36,-0.14,0.4,-0.06,-0.25,-0.58,-0.2,-0.45,GO0000395@GO0000398@GO0003723@GO0008270@GO0071004
-0.01,-0.32,0.14,-0.3,0.11,-0.2,0.18,0.3,0.04,-0.09,-0.17,0.08,-0.01,0.01,-0.2,0.33,-0.23,0.12,-0.47,-0.22,-0.23,-0.47,-0.17,-0.1,-0.29,-0.42,-0.2,-0.3,-0.38,-0.25,-0.23,-0.36,?,-0.17,-0.09,-0.45,-1.03,-0.25,-0.42,0.88,0.85,-1,-0.23,0.68,-1.56,-0.2,-1,-0.06,-0.27,-0.2,-0.15,-0.25,0.01,-0.36,0.03,-0.18,0.39,0.23,0.56,-0.56,0.14,-0.17,-0.51,0.32,-0.15,-0.32,-0.3,-0.29,0.08,0.58,-0.32,0.24,-0.3,0.29,-0.3,-0.43,-0.6,-0.18,-0.22,GO0005543@GO0005743@GO0042721@GO0045039@GO0046872
0.18,-0.32,0.06,-0.45,-0.01,-0.09,0.3,0.23,0.08,0.03,-0.17,-0.17,?,-0.04,0.04,-0.23,0.14,-0.32,0.11,-0.2,-0.36,-0.03,0.23,-0.09,0.1,-0.3,-0.29,-0.49,-0.29,-0.56,-0.69,-0.47,0.15,0.31,0.32,-0.22,-0.29,0.3,-0.22,-0.15,-0.18,-0.22,-0.38,0.42,-0.09,-0.23,-0.01,-0.51,-0.03,0.39,0.7,0.69,-0.09,-0.58,0.24,-0.4,0.12,0.45,0.15,-0.56,0.01,0.39,-0.27,1.88,-0.4,-0.32,-0.6,-0.18,-0.47,0.3,0.1,-0.14,-0.23,0.03,-0.09,-0.36,-0.22,-0.25,-0.14,GO0000979@GO0000991@GO0003712@GO0001113@GO0001129@GO0001135@GO0006369@GO0016592@GO0045944@GO0051123@GO0070847
-0.38,-0.01,-0.32,-0.18,?,0.14,-0.01,-0.2,-0.15,-0.04,-0.67,-0.03,-0.29,-0.29,-0.29,-0.18,-0.07,-0.2,0.11,-0.09,-0.09,0.25,0.2,-0.03,?,-0.25,-0.36,-0.15,0.2,-0.43,-0.38,-0.1,0.34,0.68,0.36,-0.42,-0.4,0.12,-0.45,0.57,1.47,-0.47,-0.29,0.31,0.07,-0.32,0.12,-0.22,0.11,-0.06,-0.01,0.14,0.15,0.25,0.07,-0.42,0.18,0.1,0.16,0.07,-0.15,-0.27,-0.54,2.06,0.03,0.6,-0.22,-0.07,-0.29,0.83,-0.04,0.19,-0.06,-0.14,0.1,-0.1,-0.27,0.11,-0.3,GO0000398@GO0001671@GO0003676@GO0005681@GO0005737@GO0032781
-0.07,-0.22,0.21,0.19,0.4,0.04,-0.32,0.19,0.4,-0.27,0.98,0.11,0.1,0.03,0.43,0.57,-0.32,?,-0.27,-0.1,?,0.2,0.15,-0.14,-0.18,0.14,-0.01,0.06,-0.2,-0.09,0.11,-0.1,-0.09,-0.09,-0.15,-0.18,-0.25,-0.15,-0.15,-0.1,-0.22,-0.32,-0.22,-0.32,-0.32,-0.58,-0.4,0.23,-0.22,-0.29,-0.54,-0.27,-0.54,-0.43,-0.36,-0.07,0.2,-0.56,0.21,0.21,0.2,0.51,0.2,-0.43,-0.01,-0.45,0.04,-0.15,-0.09,1.21,-0.49,-0.2,-0.43,-0.07,0.39,-0.2,-0.45,0.19,-0.04,GO0003723@GO0005634@GO0005739@GO0009982@GO0031119@GO1990481
-0.56,-0.43,-0.43,-0.18,-0.12,-0.03,-0.09,-0.51,-0.23,-0.23,-0.25,-0.4,-0.04,-0.32,-0.07,-0.3,-0.54,-0.43,-0.43,-0.27,0.24,0.21,-0.32,0.2,0.21,0.19,-0.01,0.01,0.23,0.15,-0.09,-0.03,-0.64,-0.56,-0.51,-0.09,-0.27,-0.29,-0.12,-0.01,0.41,-0.2,-0.3,0.24,-0.47,-0.49,-0.4,?,0.32,-0.06,-0.27,-0.15,0.5,0.04,-0.43,0.07,0.54,-0.38,-0.47,-0.17,-0.04,-0.76,-0.34,-0.23,0.19,-0.74,-0.38,-0.58,-0.67,1.41,-0.92,-0.81,0.08,0.01,0.42,0.24,0.24,-0.22,-0.81,GO0001302@GO0005789@GO0016021@GO0046513@GO0050291@GO0061576
-0.29,-0.51,-0.17,-0.81,-0.17,-0.2,0.15,?,-0.06,-0.22,-0.14,-0.51,-0.27,-0.76,-0.23,-0.18,0.16,?,0.31,0.03,-0.58,-0.4,-0.17,-0.01,-0.43,0.08,?,-0.17,-0.18,-0.03,-0.03,-0.29,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,?,-0.56,-0.07,-0.36,-0.43,-0.03,-0.2,-0.27,-0.23,-0.38,?,0.08,-0.22,-0.29,-1.03,0.31,-0.34,0.49,0.82,-0.22,0.21,0.08,0.16,-0.27,?,0.18,0.28,?,0.2,-0.32,-0.38,-0.15,-0.22,-0.12,0.65,-0.15,GO0005628@GO0005886@GO0005934@GO0005935@GO0006904@GO0015031@GO0031201@GO0032120@GO0033101@GO0061025
0.63,1.38,0.3,0.56,-0.03,0.19,-0.22,0.21,-0.1,-0.32,-0.06,-0.06,-0.03,-0.29,-0.17,-0.1,-0.2,-0.42,0.7,-0.15,-0.2,-0.18,-0.27,-0.3,-0.17,-0.34,-0.76,-0.69,-0.15,-1,-0.64,-0.43,0.2,0.28,0.57,-1.51,-1.12,-0.79,-1.29,0.33,-2,-1.74,-0.89,-0.27,-2.74,0.21,0.23,-0.04,-0.45,-0.4,-0.64,-0.51,-0.74,-0.17,-0.17,0.12,-0.43,-0.67,0.16,-0.06,-0.01,-0.43,-0.97,0.5,-0.22,0.42,0.31,-0.04,0.12,0.67,1.43,1.11,-0.3,-0.2,-0.2,-0.2,-0.27,0.12,-0.29,GO0000813@GO0005768@GO0006612@GO0006623@GO0031902@GO0032509@GO0043162@GO1904669
-0.12,1.24,0.04,-0.23,-0.04,-0.47,-0.09,-0.49,-0.45,-0.14,0.1,-0.2,0.33,-0.6,-0.03,-0.76,-0.22,-0.34,-0.1,-0.51,0.08,?,-0.01,-0.47,-0.15,-0.18,-0.18,-0.27,-0.43,-0.3,-1.36,-0.29,0.04,-0.23,-0.49,-0.62,-0.86,-0.92,-0.18,0.12,-0.3,-0.89,-0.62,-1.25,-0.43,-0.3,-0.54,-0.17,-0.43,-0.18,-0.03,-0.03,0.04,-0.15,-0.1,-0.12,-0.14,0.1,0.25,0.54,0.37,0.76,0.19,0.42,0.04,0.32,0.7,0.66,0.21,0.58,0.73,0.86,-0.12,-0.23,-0.18,-0.17,-0.15,0.11,-0.01,GO0006644@GO0008654@GO0019915@GO0030176@GO0034389
1.72,1.2,1.12,0.26,0.08,-0.23,-0.03,-0.17,-0.18,0.24,-0.27,0.56,-0.09,-0.69,-0.03,0.07,0.31,0.77,1.14,-0.32,-0.23,-0.34,0.01,-0.07,-0.81,-0.04,-0.14,-0.22,-0.07,-0.09,0.07,-0.15,0.28,0.08,-0.64,0.15,-0.81,-1.03,-0.97,0.86,0.03,-1.74,-1.03,-0.6,-1.56,-0.89,-2,-0.3,-0.25,-0.42,-0.17,-0.27,-0.32,0.38,-0.12,-0.22,-0.09,?,-0.22,0.37,0.14,-0.84,-0.54,-0.01,0.4,0.53,0.04,0.49,-0.17,0.18,0.08,-0.25,-0.06,-0.2,-0.14,-0.27,-0.2,-0.58,-0.67,GO0000747@GO0005937@GO0006897@GO0006970@GO0007015@GO0008092@GO0030036@GO0030479@GO0031532@GO0042594@GO0045121@GO0051666@GO0060988@GO0097320@GO1990528
-0.2,-0.34,0.08,-0.15,0.2,-0.23,0.18,0.43,0.06,0.1,0.07,0.18,0.06,-0.14,-0.06,0.03,0.03,0.2,-0.07,-0.58,-0.12,-0.23,-0.18,-0.34,-0.47,-0.27,-0.04,0.07,-0.32,-0.04,-0.34,-0.09,-0.79,-0.56,-0.22,-4.06,-4.64,-3.47,-3.47,-0.23,-0.22,-2.56,-3.32,-0.3,-0.4,-0.47,-0.4,-0.06,-0.25,-0.86,-1.15,-0.14,-1.36,0.33,-0.58,-1.12,0.23,-0.09,-0.22,0.11,0.04,-0.42,0.14,1.15,-0.15,-0.84,-0.09,-0.06,-0.15,-0.42,-0.3,-1,-0.23,-0.1,0.59,-0.2,-0.49,0.26,-0.27,GO0004578@GO0005783@GO0005789@GO0006487@GO0006490@GO0016021@GO0019187
-0.45,-0.64,1.01,1.14,0.45,-0.4,-0.64,0.15,-1.09,0.44,0.04,0.28,0.32,0.03,-0.54,-0.12,-0.6,-0.3,-0.79,-1.29,-0.49,0.06,0.59,0.51,0.4,0.16,-0.07,0.11,-0.4,-0.67,-0.79,-0.43,-0.94,0.58,0.38,-2.56,-3.18,-2.74,-4.64,0.36,0.32,-2.74,-3.47,-1.25,-0.67,-0.62,-0.89,0.01,1.01,1.13,1.49,0.45,0.38,0.46,-0.09,-0.74,2.35,1.83,-0.2,-1.12,-0.79,0.37,-0.14,-0.2,-0.62,-0.42,-0.84,-0.34,-0.4,0.07,-0.23,-0.74,-0.49,-0.49,0.21,-0.51,-0.67,0.21,-0.54,GO0003677@GO0003887@GO0005634@GO0005635@GO0005658@GO0006270@GO0006273@GO0016233@GO0046982
-0.36,0.14,-0.45,?,-0.45,0.52,-0.29,0.04,-0.07,0.46,0.12,0.06,-0.18,0.1,-0.01,0.38,?,0.34,0.48,0.45,0.41,0.44,0.6,0.77,0.64,0.65,0.38,0.4,0.46,0.42,0.32,0.36,-0.25,-0.12,0.16,?,-0.47,-0.56,-0.25,-0.14,?,0.11,-0.34,0.62,-0.29,-0.3,-0.3,0.32,-0.3,-0.14,-0.51,-0.43,-0.54,-0.2,-0.25,-0.04,0.14,0.44,0.28,0.25,0.42,0.43,0.25,0.14,0.11,-0.18,-0.1,0.07,0.49,0.04,?,-0.03,0.18,0.59,0.01,-0.17,-0.3,-0.09,-0.17,GO0000436@GO0000724@GO0001102@GO0005634@GO0005829@GO0005987@GO0006337@GO0006338@GO0006351@GO0016514@GO0016586@GO0043044@GO0045944@GO2000219
-1.18,-0.89,-1.12,-0.25,-0.27,0.23,-0.03,-0.3,-0.56,-0.34,-0.84,-0.29,-0.32,-0.06,-0.17,-0.34,-0.17,-0.34,0.23,-0.45,0.23,0.1,?,0.18,0.21,0.23,0.19,0.49,0.36,-0.01,0.04,?,-0.38,-0.6,-0.12,0.58,0.14,-0.12,-0.3,0.07,0.38,0.31,-0.25,0.08,-0.56,-0.67,-0.6,-0.14,-0.34,-0.29,?,-0.15,0.25,-0.45,-0.01,0.23,0.85,0.82,0.15,0.2,-0.15,-0.2,0.1,?,-0.54,-0.62,-0.2,-0.47,0.36,0.21,0.53,1.32,0.29,0.04,0.59,-0.04,-0.32,-0.06,-0.45,GO0001403@GO0003729@GO0005737@GO0007049@GO0007089@GO0007124@GO0010494@GO0010811@GO0032106@GO0045727@GO0045793@GO0045893@GO0045901@GO0051220@GO0061013@GO0061157@GO0071554
-0.38,-0.4,-0.62,-0.3,-0.4,0.12,0.03,-0.17,0.07,0.01,-0.07,-0.07,-0.18,-0.32,-0.15,-0.01,-0.62,-0.06,-1.09,0.32,0.55,0.26,0.34,0.5,0.19,0.12,0.19,0.18,0.11,-0.2,0.07,0.41,-0.32,-0.38,-0.32,0.12,0.3,0.33,0.1,0.08,0.08,0.06,-0.14,-0.01,-0.58,-0.6,-0.38,-0.1,0.7,0.53,-0.03,-0.09,0.57,0.21,-1.12,-0.22,0.34,0.67,0.18,-1.09,-0.64,0.1,0.12,0.04,-0.2,-0.47,-0.03,0.08,0.97,0.36,-1.09,1.05,0.3,0.29,0.3,-0.6,-0.51,-0.47,-0.81,GO0000250@GO0005789@GO0005811@GO0006696
-0.43,-0.94,-1.12,-0.94,-0.43,0.03,0.41,0.28,0.07,0.21,-1.06,-0.18,-0.23,-0.01,-0.36,0.23,-0.07,0.16,-1.22,-0.01,0.16,0.07,-0.2,-0.15,0.18,0.23,0.12,0.06,0.24,0.25,-0.36,0.16,0.04,0.28,0.28,1.66,-0.09,-1,-0.12,0.65,0.7,?,-0.69,0.38,-0.51,-0.2,-0.64,0.12,0.11,0.4,0.03,-0.03,-0.22,-0.45,-0.54,-0.23,0.77,0.69,1.11,-1.15,-0.36,-0.03,-0.06,0.18,0.01,-1.47,-0.32,-0.58,0.32,0.23,-0.06,0.06,-0.56,-0.04,0.48,-0.22,-0.47,?,0.18,GO0005770@GO0005794@GO0005886@GO0006612@GO0016491@GO0032596@GO0045121
1.19,0.57,0.15,0.5,0.19,-0.12,0.19,0.39,-0.14,-0.03,0.26,0.84,0.48,0.51,0.2,0.91,-0.07,0.06,-0.67,-0.54,?,-0.01,0.31,0.32,0.43,-0.01,0.11,0.36,0.31,0.36,-0.94,-0.22,?,0.11,-0.09,-0.14,-0.81,0.49,-1.79,0.65,0.49,?,-0.4,0.03,-0.79,-0.2,-1,0.26,0.11,0.46,0.53,0.46,0.48,-0.04,0.2,-0.17,0.15,0.62,0.06,-0.3,-0.29,0.45,0.1,-0.79,-0.64,-0.67,-0.04,0.11,0.28,-0.07,0.04,0.23,0.21,0.51,0.25,-0.07,-0.34,-0.89,0.23,GO0000131@GO0004100@GO0005628@GO0005737@GO0005886@GO0005935@GO0016021@GO0030428@GO0030476@GO0030659@GO0034221@GO0045009@GO0071944
0.04,-0.01,0.15,-0.12,-0.1,0.14,-0.04,0.06,-0.14,-0.25,-0.04,-0.29,-0.1,-0.62,-0.15,-0.15,0.14,-0.3,0.82,-0.12,0.11,0.36,0.12,-0.17,-0.09,-0.15,-0.49,-0.36,-0.06,-0.17,-0.36,-0.23,0.2,0.18,0.25,0.34,0.28,0.4,0.4,0.31,0.4,0.36,0.19,-0.97,0.36,0.26,0.25,-0.3,-0.62,-0.47,-0.67,-0.34,-0.56,-0.62,-0.23,0.03,-0.14,-0.22,-0.07,-0.01,-0.14,0.39,-0.14,0.2,0.01,-0.27,-0.12,-0.49,-0.12,0.2,0.48,-0.06,?,0.25,-0.15,-0.2,-0.18,0.75,-0.23,GO0000978@GO0001077@GO0003677@GO0005634@GO0005737@GO0061395
