@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.49,-0.49,0.6,1.71,1.34,1.37,0.11,0.39,0.56,0.24,0.18,0.73,1.21,1.23,0.71,-0.56,1.18,0.51,0.74,0.15,0.82,1.03,-0.42,1.28,0.81,1.13,1.16,1.06,0.69,0.18,-0.3,-0.79,0.82,0.42,0.72,1.07,1.48,1.38,0.28,0.04,0.49,-0.23,0.12,-0.36,01/04@01/05@01/06@01/20@30/01
-0.17,-0.17,0.16,0.63,0.29,0.22,-0.17,0.17,-0.05,-0.11,0.01,0.39,0.3,0.49,0.14,0.14,-0.03,0.31,0.53,0.15,0.36,0.19,-0.14,0.65,-0.67,0.94,0.94,0.61,0.06,0.09,0.02,0.17,-0.12,0.1,-0.28,-0.79,-0.9,-1.29,0.61,0.41,0.3,0.34,-0.37,-0.05,10/01/05@11/02/03/04/03
1.08,1.08,?,-4.32,-3.47,-3.84,-0.84,0.48,0,2,-1.32,-2.06,-2.56,-1.74,-0.47,-0.01,-0.18,1.32,0.15,0.74,-1.6,-0.79,-0.38,0.28,-0.18,?,0.92,?,?,-0.1,-0.67,-1.89,-3.47,-1.69,-1.36,-2.18,-2.64,-2.64,-0.22,-0.03,-0.42,-0.43,0.24,?,20/09/07/03@40/01
0.03,0.03,0.71,1.33,1.38,0.45,0.54,0.24,0.84,0.32,0.54,0.75,0.77,0.76,0.25,-0.07,-0.3,0.18,0.07,-0.34,-0.29,-0.94,0.03,0.61,-0.51,1,0.63,0.58,-0.47,0.21,0.58,1.2,0.91,0.21,-0.56,-0.76,-2.32,-1.74,0.16,0.03,-0.06,0.08,0.18,-0.22,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
-0.4,-0.4,-0.29,0.94,0.89,0.83,0.07,-1.6,-0.22,0.63,0.01,0.29,0.19,0.25,0.1,-0.25,0.28,0.3,0.41,0.41,2.06,3.08,-0.49,1.64,1.21,2.32,1.58,1.5,1.84,0.33,0.25,0.52,1.45,1.2,2.3,2.95,2.23,2.1,0.45,0.28,0.43,0.54,-0.07,0.2,01/06@14/07/05@14/10@14/13/01/01@16/01@16/19/03
-0.18,-0.18,0.46,0.7,0.32,0.28,0.07,-0.09,0.15,0.29,0.07,0.24,0.19,-0.17,0.12,-0.12,0.11,-0.25,0.38,0.34,0.7,0.95,-0.54,0.48,-0.15,0.52,0.33,0.74,-0.22,0.12,0.16,0.48,0.55,0.55,0.57,0.66,0.3,0.23,0.26,-0.14,0.54,-0.09,-0.09,-0.23,10/03/04/05@16/01
0.76,0.76,-1.56,-2.25,-2.47,-2.06,0.57,-0.81,-0.3,-0.76,-0.12,-0.43,-1.74,-1.56,-0.27,-0.49,-2.25,-0.58,-1.4,-0.62,-2.74,-2.94,-0.45,-1.84,-2.06,-3.64,-2.32,-2.94,-3.18,0.32,0.21,-0.04,-2.84,-2.25,-2.47,-2.84,-3.06,-3.06,-1.15,-2,-1.47,-0.18,0.71,-0.27,01/01/06/01/01@01/01/06/02/02@01/02@32/01/11
0.29,0.29,0.52,0.75,0.58,0.45,-0.23,0.61,0.36,0.01,0.49,0.91,0.55,0.58,0.29,-0.54,0.06,-0.43,0.68,0.31,0.72,0.77,0.18,0.95,-0.23,0.15,-0.12,0.29,-0.94,0.87,0.44,0.3,0.37,0.18,0.18,1.41,1.36,1.43,-0.17,0.43,-0.01,0.5,0.1,0.11,01/01/13@01/02/07/03@01/05/25@10/03/01/01/03@10/03/01/01/09@10/03/04/05@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@34/01/03/01
-0.3,-0.3,0.52,1.37,1.49,1.66,-0.22,0.48,0.5,0.61,0.49,1.02,1.23,1.12,0.5,0.42,1.15,-0.4,0.38,-0.23,1.14,1.24,-0.34,1.25,0.85,2.25,1.59,1.63,1.83,0.38,0.46,0.21,0.63,1.2,1.51,1.39,1.32,1.52,0.61,0.7,0.78,-0.1,-0.3,0.39,14/13/01/01
-0.42,-0.42,1.2,0.36,0.29,0.92,-0.23,0.43,-0.18,-0.32,-0.04,0.16,0.25,0.21,-0.18,0.37,0.77,0.26,0.15,-0.04,0.19,0.49,-0.45,0.21,-0.25,-0.27,0.18,0.39,1.3,0,0.01,-0.15,-0.49,-0.07,0.15,-0.69,0.28,0.11,1.18,0.51,0.81,-0.86,0.19,-0.15,99
-0.62,-0.62,0.1,1.1,0.64,0.59,0.06,0.07,0.29,0.29,-0.07,0.08,0.29,0.26,-0.12,0.41,0.31,-0.32,-0.07,-0.25,-0.25,-0.14,-0.17,0.01,0.25,0.03,-0.38,0.11,0.24,0.19,-0.15,0.4,0.4,-0.12,-0.07,-0.06,-0.34,0.01,0.54,0.79,0.08,-0.23,0.32,-0.01,14/04@16/01@20/01/10@20/09/01@34/11/03/07
0.04,0.04,0.23,0.45,0.29,0.62,-0.4,0.57,0.01,-0.22,-0.03,0.61,0.66,0.52,-0.29,-0.12,0.32,-0.23,0.29,0.24,0.38,0.34,0.38,1.3,0.65,1.14,0.76,0.59,-0.2,0.42,0.11,0.86,1.1,0.01,0.08,-0.27,0.29,0.53,0.12,0.15,0.39,0.39,-0.01,0.07,12/01/01@16/03/03@42/16
-0.03,-0.03,-0.18,0.82,0.32,0.25,-0.01,0.25,0.04,0.52,-0.62,-0.81,-0.58,-0.12,-0.09,-0.25,0.33,0.04,0.1,0.16,0.28,0.19,-0.14,-0.23,-0.1,-0.25,-0.29,-0.14,1.08,0.15,-0.18,-0.2,0.03,0.06,0.43,-0.17,-0.74,-0.42,0.44,0.92,0,0.46,0.08,-0.01,42/01@43/01/03/05
0.64,0.64,-0.2,0.5,0.31,0.58,0.26,0.24,-0.07,-0.2,1.71,2.17,1.82,1.8,0.54,-0.23,-0.12,0.1,-0.23,0,-0.76,-1.29,-0.49,-0.15,-1.03,-1.18,-1.79,-1.47,-1.4,0.59,0.06,-0.47,-1.64,-1.25,-1.29,-1.43,-0.45,-0.32,-0.71,-0.06,-1.32,-0.27,0.14,0.18,01/02@01/03/07@01/20/37/01@16/21/05@16/21/07@20/01/15@32/01/01@32/07/07@34/11/11
0.11,0.11,-0.32,-0.02,-0.06,-0.32,-0.61,-0.69,-0.33,-0.01,-0.78,-0.63,-0.57,-0.2,-0.1,0.24,0.27,0.22,0.54,0.59,0.6,0.16,0.03,-0.29,-0.25,0.16,-0.62,0.54,0.36,-0.22,-0.42,-0.18,-0.6,-0.02,0.05,-1.06,-0.95,-0.83,0.64,-0.17,0.22,-0.09,0.23,0.01,10/03/01@42/04/05
-1.09,-1.09,0.48,2.39,2.45,1.98,-0.32,0.21,0.76,1.04,0.58,0.93,1.23,1.15,0.14,-0.34,2.08,0.46,0.61,0.01,1.84,1.79,0.38,1.77,0.64,4.22,2.96,2.69,3.21,0.11,0.25,0,1.56,1.42,2.15,0.8,1.37,1.41,0.96,0.41,0.92,0.14,-0.49,0.58,20/09/07
0.71,0.71,0.29,-0.84,-0.4,-0.47,0.06,0.26,-0.12,0.21,-0.2,-0.32,-0.09,-0.12,0.16,0.04,-0.2,0.19,0.6,0.26,0.62,1.12,-0.4,-0.43,-0.74,0.41,-0.2,0.26,0.33,-0.14,-0.04,-0.45,-0.09,0.01,0.19,0.39,1.43,1,0.19,0.15,0.54,-0.2,0.19,0.24,99
-0.34,-0.34,0.16,0.49,0.5,0.33,-0.14,-0.06,0.39,0.29,-0.22,0.11,0.32,0.46,0.25,-0.89,0.56,0.31,0.65,0.34,0.88,0.69,-0.27,0.39,0.45,0.92,0.28,0.59,0.56,-0.3,-0.2,?,0.24,0.46,0.56,0.31,0.42,0.49,0.64,0.39,0.2,-0.89,0.11,-0.3,10/01/05/01@10/01/05/03/01@10/03/02/01@16/01@16/03/01@32/01/09
0.23,0.23,0.25,-0.27,0.16,0.49,-0.34,0.15,0.36,0.07,0.18,0.53,0.73,0.7,-0.04,-0.79,-0.23,-0.12,0.07,0.12,0.2,0.26,-0.01,0.48,0.01,1.4,0.99,-0.23,-0.01,0.29,0.3,?,1.03,0.44,0.24,-0.67,0.53,0.42,0.25,-0.06,0.19,-1.18,-0.09,0.19,01/04@02/13/03@14/10@16/01@16/19/03@20/03/22@42/16
-0.25,-0.25,0.18,0.7,0.85,0.74,-0.45,0.06,0.31,-0.01,-0.38,0.11,0.33,0.55,0.19,0.21,1.13,0.4,0.54,0.38,0.74,0.33,-0.09,0.16,0.15,0.58,1.11,0.82,0.76,0.01,-0.17,0.31,0.1,0.85,1.13,0.11,-0.86,-0.84,0.94,0.24,-0.32,-0.09,0.07,-0.1,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
0.81,0.81,0.49,0.15,-0.06,-0.94,0.42,0.57,-1.09,-1.51,0.06,-1.06,-1.15,-0.92,-1,-0.36,-0.89,0.54,0.74,0.29,-2.25,-2.64,-1.6,-1.47,-2.18,-2.32,-0.56,1.34,0.11,-0.17,0.08,-1,-1.09,0.72,-0.79,1.42,0.07,0.15,-0.49,-0.79,-1.09,-0.62,0.53,-0.04,01/02@20/03@20/09/16
1.26,1.26,-1.22,-3.06,-2.94,-3.06,0.01,-0.56,-1.84,-1.4,-0.42,-1.69,-2.74,-2.12,-0.97,-0.32,-0.97,1.51,1.33,1.69,0.85,1.73,-0.34,-1.51,-1.89,-4.64,-3.32,-2.18,-2.94,0.21,0.07,0.73,-2.74,-0.62,-0.56,-2.12,-2.4,-2.12,-2.47,-1.56,-0.76,-0.4,0.86,-0.47,01/03/01/03@01/03/04@01/05
-0.49,-0.49,0.68,0.4,-0.12,0,3.09,-0.27,-0.06,0,-0.3,-0.47,0.19,1.85,0.11,-2.12,0.07,-0.34,-0.38,-0.03,-0.27,-0.22,-0.94,0.53,0.23,0.86,0.76,0.25,-0.09,0.01,0.33,0.51,0.73,0.08,0.38,0.58,0.36,-0.12,0.06,-0.04,0.34,-0.74,0,-0.34,32/07/01@42/01@43/01/03/09
-0.29,-0.29,0.34,1.79,0.34,0.19,-0.51,-1.12,-0.07,0.19,-0.42,-0.23,0.41,?,-0.1,-0.94,-0.23,-0.2,-0.27,-0.4,-0.54,0.04,-0.54,0.1,0.46,0.76,-0.23,0.59,-0.45,-0.25,-0.43,0.12,0.91,0.55,1.67,0.97,0.65,0.64,-0.01,0.11,0.71,-0.71,-0.18,-0.22,43/01/03/09
-0.44,-0.44,-0.07,1.14,0.29,0.29,-0.31,-0.28,-0.3,0.01,-0.15,-0.59,-0.57,-0.2,-0.49,-0.32,-0.15,0.06,-0.03,-0.18,-0.05,-0.47,-0.69,-0.49,-0.34,0.14,-0.23,0.26,0.16,0.02,-0.21,-0.11,-0.11,-0.28,0.03,0.23,0.33,0.26,-0.56,0.08,-0.03,-0.08,0.16,-0.49,14/07/07@14/13/01
0.18,0.18,0.06,0.03,-0.25,0.06,-0.43,-0.2,0.07,0.04,-0.42,-0.56,-0.45,-0.1,0.12,-0.12,0.06,0.4,0.64,0.49,1.04,1.51,-0.17,0.19,-0.23,0.32,0.28,-0.17,-0.18,0.18,-0.15,0.07,0.14,-0.1,0.46,0.67,0.82,1.1,0.34,0.39,-0.1,-0.4,0.07,-0.25,10/01/03@10/01/05/01
0.11,0.11,0.41,0.97,0.74,0.9,-0.2,0.58,0.57,0.19,0.3,0.85,0.92,1.01,0.44,-0.12,0.31,-0.76,-0.15,-0.2,0.01,-0.3,-0.34,-0.06,-0.69,0.03,-0.79,-0.18,-1,0.5,0.31,0.06,-0.29,-0.09,-0.45,-1.69,-1.64,-1.56,0.67,0.75,0.08,0.16,-0.15,0.04,14/13/01/01@16/07
0.36,0.36,0.26,0.23,0.3,0.33,-0.42,0.93,0.16,-0.64,0.4,0.03,-0.09,0.23,0.18,-0.06,1.15,-0.2,-1.06,-0.74,-1.6,-2.47,-0.45,-0.22,-1.25,-1.79,-1.6,-1.32,-0.67,-0.1,-0.12,-0.32,-1.94,-1.18,-1.79,-0.79,-1.25,-1.43,-0.04,0.53,-1.03,0.11,-0.06,0.64,11/04/01@11/04/03@14/04@16/03/03@20/01/21@20/09/01
0.14,0.14,-0.34,0.42,0.2,0.15,-0.45,-0.34,-0.04,-0.14,-0.47,-0.36,-0.38,-0.29,-0.12,-0.38,0.01,0,0.51,0.51,0.72,0.62,-0.36,0.32,-0.17,0.37,-0.25,-0.01,0.44,-0.01,-0.4,-0.25,0.18,-0.07,-0.04,-0.25,-0.43,-0.29,0.44,0.01,0.06,-0.18,0.08,-0.36,10/01/09/05@10/03/04/05@11/02/03/04
0.39,0.39,-0.49,-0.17,-0.38,-0.07,0,-0.34,-0.45,-0.49,-0.43,-0.14,-0.4,-0.36,-0.12,-0.07,0.06,0.06,0.66,0.56,0.31,-0.09,-0.1,0.08,-0.71,-1.22,-1,-0.67,-0.42,-0.01,-0.74,-0.45,-0.89,-0.79,-1,-0.84,-0.34,-0.92,0.14,-0.17,0.07,0.31,-0.18,-0.09,10/01/09/05@11/02/03/01@11/02/03/04@14/07/04@18/02/09@42/10/03
0.29,0.29,-0.1,0.22,-0.34,-0.16,-0.18,-0.22,-0.32,-0.51,-0.54,-0.55,-0.56,-0.58,-0.26,0.32,-0.53,-0.28,0.06,-0.14,-0.08,-0.58,-0.4,-0.76,-0.81,-0.99,-0.58,0.01,-0.25,-0.42,-0.23,-0.62,-0.7,-0.14,-0.24,-0.21,0.34,-0.12,0.46,0.17,-0.65,-0.6,-0.03,-0.28,11/02/03/04
1.29,1.29,-2.18,-3.84,-3.64,-3.32,-0.18,-0.2,-1.36,-1.6,-0.54,-1.15,-2.74,-2.06,-0.32,0.01,-3.47,-0.03,-0.64,-0.1,-1.56,-1.25,-1.03,-1.25,-1.84,-4.64,-3.06,-2.47,-1.84,-0.12,-0.3,?,-1.84,-1.56,-1.22,-1.25,-1.56,-1.51,-0.97,-0.84,-0.15,-1.22,0.3,-0.17,01/01@14/07/09
0.01,0.01,-0.38,-0.09,0.12,0,-0.81,-0.17,-0.01,0.14,-0.86,-0.92,-0.86,-0.47,-0.1,0.07,0.18,0.54,0.98,0.74,0.49,0.71,-0.22,0.88,0.78,0.28,0.18,0.46,0.5,-0.38,-0.56,?,-0.06,0.4,0.56,-0.18,0.04,-0.01,0.58,?,0.18,-0.18,0.04,-0.43,11/04/03/01@14/10
0.04,0.04,0.29,-0.17,0.46,0.5,0.41,0.48,0.62,0.56,-0.17,-0.25,0,0.28,-0.14,-0.4,1.03,0.3,0.63,0.07,1.18,1.29,-0.58,0.21,0.52,0.99,0.93,1.45,0.46,0.61,0.37,-0.2,0.18,0.72,0.81,0.7,0.58,0.39,-0.06,0.32,-0.92,-0.12,0.63,0.7,01/04@14/07/03@16/17/07@16/17/09@32/01/11
0,0,-0.12,-0.06,-0.01,-0.18,0.27,-0.2,-0.31,0.19,0.01,-0.16,-0.06,-0.04,-0.21,-0.28,0.03,0.29,0.08,0.1,0.35,0.51,-0.42,-0.94,-0.58,0.26,0.5,0.23,0.69,-0.14,-0.51,-0.02,0.62,0.44,0.73,1.73,0.9,0.43,-0.38,-0.32,0.66,-0.18,-0.23,0.32,10/01/02@10/01/05/03/03@32/01/09@42/10/03
-2.18,-2.18,0.83,2.46,2.51,2.46,0.24,0.33,0.42,1.82,1.76,2.66,3.79,3.1,0.37,-0.27,3.24,0.16,0.68,-0.62,3.06,2.01,0.5,2.62,2.87,4.61,3.77,4.45,4.57,0.18,0.57,3.09,4.97,3.74,3.87,4.11,3.82,4.78,0.44,-0.3,1.18,0.64,-1.03,1.62,01/05/02/07@01/05/03@02/19
0.03,0.03,0.04,-1.06,-0.34,-0.69,0.46,0.1,-0.17,-0.27,0.33,0,-0.56,-0.62,-0.42,-0.12,-1.15,-0.06,-0.6,-0.3,-0.64,-0.22,?,?,?,-0.74,-0.81,-1.18,-0.92,-0.14,0.33,0.59,-0.27,-0.81,-0.69,-0.81,-1.43,-1.47,-0.38,-0.51,-0.27,-0.04,0.59,0.74,18/02/01@20/01/01/01@20/03/22@34/01/01/03
-0.29,-0.29,0.65,0.39,0.07,1.12,-0.23,0.5,-0.14,0.16,0.6,0.25,0.7,0.78,0.42,0.08,0.44,0.31,-0.51,-0.47,-0.84,1.05,-0.6,0.37,0.33,1.3,1.24,0.5,2.3,0.1,0.34,0.43,0.28,0.56,1.41,1.57,1.15,1.04,0.3,0.2,0.55,-1,0,-0.01,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
