@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
2675,1990,605,0,3849,1082,2741,0,2199,2381,0,2558,1309,3104,712,0,1295,4543,913,1962,1102,0,2253,2693,726,1012,0,1301,2138,426,0,1183,1233,0,0.853,0.915,0.921,0.93,0.936,0.966,0.885,0.958,1.101,0.506,0.464,0.513,0.6,0.558,0.413,0.292,1.12,1.17,0.54,0.52,0.54,0.79,0.55,1.01,0.44,?,20/09/07/27@40/01@43/01/03/09
1562,960,548,0,2303,1064,2753,0,1485,1772,0,1820,1320,2938,688,0,1348,4176,955,1663,1240,0,1426,1846,664,980,0,1317,4229,423,0,1347,2292,0,0.767,0.921,0.798,0.842,0.781,0.844,0.888,0.788,0.454,0.235,0.174,0.151,0.142,0.232,0.188,0.205,0.98,0.51,0.29,0.22,0.2,0.49,0.3,1.07,0.2,?,10/01/05
3510,3163,800,0,6481,1158,1796,0,4336,1503,0,4299,1458,1331,769,0,2264,2797,1180,2951,1051,0,6490,5051,1321,1132,0,3091,803,461,0,2169,565,0,0.893,0.903,0.948,0.856,0.93,0.935,0.602,0.788,3.432,3.622,4.348,4.295,2.174,1.163,5.874,4.136,0.92,3.92,3.67,5.05,4.81,2.5,1.24,2.13,7.06,yes,12/01/01@12/04@16/01
4175,3275,912,0,3635,1300,16397,0,3365,11811,0,3609,1498,8323,1014,0,2541,24391,5320,2602,1321,0,6765,13087,3411,1243,0,3554,13047,564,0,3663,3452,0,0.886,0.873,0.937,0.928,0.909,0.956,0.864,0.842,0.138,0.186,0.279,0.249,0.458,0.411,0.208,0.751,1.14,0.16,0.19,0.28,0.28,0.5,0.43,0.45,0.23,?,01/06@20/01/07@20/01/13@20/03/02/03@20/09/04
2279,1670,560,0,3507,1110,2932,0,2143,1442,0,2648,1440,1836,732,0,1429,2717,919,1794,1060,0,2074,3147,741,890,0,1263,823,385,0,1455,744,0,0.958,0.944,0.931,0.928,0.898,0.948,0.835,1.025,0.899,1.121,1.021,0.785,0.397,0.386,1.59,1.29,1.08,0.94,1.2,1.09,0.9,0.57,0.39,0.41,1.63,?,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@12/01@12/04@16/01@16/03@16/19/05@18/02/05@20/09/18/09/01@30/01/05/01@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01/03@40/10@40/20@42/01@42/04@43/01/03/05@43/01/03/06@43/01/03/09
1779,1083,534,0,2586,1192,1747,0,1765,1085,0,2055,1320,1202,640,0,1868,7075,1283,4106,1261,0,2440,2325,704,1452,0,1038,905,445,0,1885,1342,0,0.791,0.773,0.906,0.693,0.935,0.924,0.853,0.852,0.9,1.164,0.965,0.599,0.609,0.832,0.894,0.897,1.2,1.09,1.25,1.3,0.6,0.68,0.83,0.96,1,?,14/10@20/09/07/27@20/09/13
3042,2009,634,0,1674,1138,1027,0,2698,1599,0,3074,1912,2103,1131,0,1394,5157,810,3032,1461,0,1605,1785,528,1088,0,1027,680,484,0,1333,697,0,0.912,0.938,0.939,0.86,0.925,0.894,0.619,1.156,0.643,1.447,0.985,0.517,0.517,0.432,3.432,1.058,1.25,0.87,1.5,1.19,0.59,0.59,0.5,2.95,2.16,?,18/02/01/01/01@18/02/05@30/01/05/05@30/01/09/07
4573,3549,656,0,4786,1216,15181,0,3858,5413,0,4513,1466,3626,835,0,1849,12643,1185,8179,1118,0,5375,7016,878,1411,0,2797,2047,430,0,5656,2875,0,0.857,0.924,0.941,0.899,0.961,0.947,0.958,0.927,0.23,0.542,1.046,0.93,0.798,0.644,1.337,1.927,1.13,0.24,0.56,1.09,0.95,0.87,0.68,3.25,1.36,yes,01/01/11/04/01
2384,1412,579,0,2179,1078,1498,0,1880,1170,0,2098,1312,1254,608,0,1608,4100,933,2820,984,0,2175,1800,615,1240,0,1191,882,387,0,2157,1358,0,0.835,0.948,0.925,0.884,0.961,0.946,0.938,1.016,0.929,1.248,1.097,0.718,0.743,0.921,1.257,1.332,1.35,0.98,1.33,1.21,0.73,0.84,0.96,2.37,1.32,?,01/05/25@11/02/01@11/02/02@11/02/03/01
3808,3170,1130,0,7829,1710,6806,0,3419,2581,0,3753,1447,3436,778,0,2734,9064,2353,2065,1094,0,6329,4890,2287,2053,0,6677,7202,864,0,4155,4945,0,0.884,0.901,0.938,0.927,0.878,0.924,0.944,0.867,0.983,1.096,0.844,0.699,0.94,1.065,0.84,0.695,1,1.07,1.16,0.86,0.8,1.18,1.2,1.03,0.92,?,14/07/05@14/13/01
2390,1617,844,0,3078,1302,2061,0,2104,1605,0,2287,1531,1221,758,0,2696,3163,1386,1537,779,0,3554,2085,1093,1984,0,2507,2512,568,0,1497,833,0,0.861,0.85,0.855,0.842,0.858,0.872,0.812,0.851,0.999,0.754,1.4,1.175,0.197,1.385,0.807,1.201,1.14,1.23,0.92,1.63,1.37,1.11,1.49,0.78,0.92,?,01/05@02/16
2963,1953,614,0,3559,1064,2233,0,2700,1620,0,3357,1354,1759,724,0,1309,1723,775,2400,1021,0,3060,1627,928,1425,0,2596,1919,399,0,3768,2167,0,0.926,0.934,0.962,0.926,0.925,0.84,0.955,1.195,1.283,1.446,1.796,2.913,2.218,1.902,1.307,1.597,1.31,1.3,1.48,1.93,2.99,2.95,2.46,3.63,1.34,?,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
9831,7423,727,0,7412,1204,3548,0,13112,5253,0,12667,1839,3950,983,0,1717,7796,991,12293,1381,0,6775,4115,624,1367,0,6301,1658,470,0,10662,1695,0,0.932,0.94,0.936,0.904,0.93,0.939,0.928,1.208,2.079,2.44,3.621,3.312,3.412,1.534,5.051,7.814,1.25,1.99,2.56,3.64,3.67,3.3,1.62,1.64,4.79,yes,01/03/01@01/04@11/02/03@11/04/03/01@12/04/02@16/01@16/19/05
4845,4091,715,0,3765,1224,2614,0,4262,2086,0,4481,1865,2007,955,0,1587,2589,913,5239,1312,0,2318,966,572,1252,0,5728,3370,490,0,8615,5051,0,0.919,0.945,0.939,0.854,0.924,0.929,0.967,0.937,1.143,2.019,2.67,4.164,5.49,3.745,1.61,1.541,1,1.19,2.01,2.48,4.22,4,3.42,1.67,1.74,?,99
3893,3607,698,0,5906,1150,1526,0,3550,1655,0,4793,1406,1591,752,0,1579,2009,967,3212,1058,0,3343,2517,779,1200,0,3350,709,361,0,3994,760,0,0.936,0.912,0.928,0.933,0.931,0.945,0.914,0.853,4.263,2.5,4.173,3.826,2.326,1.22,7.986,9.561,0.9,4.29,2.45,4.03,3.94,2.35,1.27,2.11,8.12,yes,12/01/01@12/04@16/01
3036,1830,726,0,2673,1234,1400,0,2210,1777,0,2988,1969,2572,1199,1,1599,5973,934,3477,1701,0,1457,1282,630,1161,0,1879,1573,500,0,2035,1571,0,0.905,0.967,0.914,0.822,0.932,0.837,0.923,1.364,1.495,0.766,0.539,0.389,0.42,0.498,1.127,0.966,1.43,1.54,0.88,0.74,0.41,0.5,0.68,1.71,1.16,?,11/02/03/01@11/02/03/04
1950,1315,548,0,3531,1098,775,1,1691,827,0,2402,1350,1493,680,0,1335,2346,902,1627,899,0,2180,1397,689,1614,0,1995,918,404,1,2253,1330,0,0.941,0.876,0.944,0.937,0.944,0.953,0.959,1.073,6.035,2.295,1.205,1.547,0.512,1.512,3.054,1.545,1.12,5.82,2.18,1.29,1.62,1.05,1.53,2.53,2.78,?,11/04/01@12/01/01@14/10
2365,1732,719,0,2752,1370,2167,0,1861,1957,0,4070,1678,3676,890,1,1565,2474,1075,1941,980,0,1848,1549,763,1132,0,1261,1940,338,0,2448,2290,0,0.854,0.908,0.909,0.848,0.929,0.894,0.975,0.844,0.756,0.417,0.822,0.734,0.709,0.813,0.469,0.807,0.95,0.87,0.53,0.85,0.8,0.95,0.87,1.28,0.47,?,01/03/16/01@11/04/03@16/03/03
11803,9604,844,0,5914,1216,7251,0,8026,8034,0,7713,2187,4916,1423,0,1667,7668,993,11298,1595,0,3033,1557,622,1190,0,6739,9529,504,0,11141,7592,0,0.941,0.96,0.952,0.903,0.943,0.933,0.957,1.128,0.667,0.863,1.498,2.316,2.625,1.991,0.656,1.388,1.16,0.69,0.91,1.58,2.43,2.52,2.13,1.89,0.67,?,01/02@14/13/01@14/13/04
7377,6332,765,0,4168,1309,3946,0,5456,3298,0,5858,2467,3806,1577,0,1903,11482,1247,7124,1743,0,2182,2407,623,1181,0,4041,3589,479,0,5388,5363,0,0.919,0.948,0.953,0.9,0.937,0.94,0.954,0.972,0.815,1.57,1.33,0.722,0.714,0.605,1.082,0.902,1.06,0.82,1.6,1.52,0.76,0.73,0.66,1.12,1.09,yes,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
4229,3055,869,0,3137,1156,2369,0,3005,2964,0,3365,1893,2766,1109,0,1493,6788,939,4381,1618,0,1610,1534,588,1266,0,2331,2368,482,0,3725,5131,0,0.938,0.954,0.948,0.83,0.939,0.908,0.938,1.165,0.945,0.695,0.706,0.556,0.558,0.544,0.905,0.549,1.19,1.01,0.76,0.88,0.58,0.61,0.64,1.06,0.91,yes,32/01@42/27/03
3254,2506,797,0,3625,1362,3552,0,2552,1992,0,3446,1710,2586,860,0,1592,2676,921,2759,1121,0,2474,1846,653,1053,0,2572,2384,399,0,4533,5188,0,0.889,0.91,0.945,0.903,0.94,0.719,0.945,0.974,0.683,0.919,0.886,1.11,1.232,0.57,1.046,0.708,1.11,0.75,0.99,1,1.16,1.26,1.13,0.84,1.03,yes,01/01/09/04@01/01/09/05@01/05@02/16
7322,4906,1380,0,3730,1120,3695,0,3884,1656,0,3307,1516,1233,724,0,1741,2388,847,5565,1078,0,2896,1103,706,1640,0,2175,1321,510,0,3212,2166,0,0.755,0.933,0.907,0.851,0.962,0.832,0.946,1.074,0.72,2.273,3.159,4.801,4.59,3.527,1.587,1.238,1.45,0.8,2.47,3.51,4.71,4.88,4.41,3.11,1.79,?,32/05/01/03@32/07
11930,10101,1238,0,8266,1272,2789,0,7099,3145,0,5913,1534,3111,838,0,1967,13971,1309,9649,1279,0,4689,3474,702,1861,0,3286,1745,514,0,5010,4316,0,0.83,0.951,0.931,0.882,0.958,0.951,0.951,0.842,2.744,2.203,1.717,0.863,1.094,1.237,1.696,0.983,1.09,3,2.28,1.92,0.94,1.18,1.29,1.42,2.08,?,14/01@14/04@14/07/04@16/01@16/17/07@16/19/03@32/01/05@32/01/07@42/16
3559,2810,714,0,4063,1436,3161,0,3225,1938,0,4358,1699,2860,1006,0,1490,2978,858,3415,1002,0,3337,2781,823,927,0,1844,1591,329,0,3268,4561,0,0.914,0.935,0.943,0.916,0.937,0.933,0.951,0.981,0.998,1.556,1.298,1.36,1.425,1.024,1.055,0.577,1.08,1.05,1.56,1.43,1.43,1.48,1.1,0.74,1.05,?,10/01/09/05@14/07/04
10699,9351,693,0,12368,1729,5984,0,12204,5551,0,12996,1952,11710,1250,0,1522,8981,858,14045,1196,0,16179,6786,1133,896,0,5373,6558,325,0,7196,18720,0,0.965,0.923,0.958,0.965,0.962,0.952,0.969,1.101,2.035,2.27,1.061,1.728,2.7,2.504,0.783,0.342,1.07,2.08,2.32,1.05,1.69,2.76,2.52,0.36,0.78,?,14/01@14/07/03@14/10@16/01@18/02/01/02@32/01/07@40/01
16706,15134,1607,0,10891,1386,4781,0,9865,3891,0,7799,1460,2487,782,0,2608,6567,1180,13868,1160,0,6910,1751,731,1497,0,3409,1680,508,0,4934,2402,0,0.879,0.933,0.959,0.931,0.966,0.944,0.944,0.873,2.04,2.653,3.633,4.535,3.927,5.238,2.147,1.873,1.05,2.23,2.64,3.71,4.6,4.28,5.5,1.49,2.29,?,14/04@20/09/07/27@20/09/13
3172,2577,1000,0,2504,1479,1560,0,3282,2400,0,4231,2167,2717,1265,1,1686,2241,945,4290,2019,0,1623,992,568,880,0,1174,916,432,0,1438,657,0,0.849,0.854,0.959,0.88,0.947,0.876,0.82,0.744,0.968,1.259,1.489,2.243,2.054,1.566,1.222,2.45,0.9,1.17,1.32,1.42,1.99,1.65,1.55,1.99,1.28,?,18/02/01/01@20/09/18/09/01@32/01@40/01/03/01@42/04/03
3648,2424,1000,0,3131,1730,1581,0,3234,2120,0,3668,2029,2630,1285,0,1672,4122,1003,4635,2004,0,1629,1341,670,928,0,1758,984,424,0,2448,1018,0,0.862,0.856,0.9,0.867,0.916,0.923,0.933,1.343,1.952,1.309,1.108,0.671,0.59,0.731,2.186,2.523,1.33,2.02,1.4,1.21,0.74,0.67,0.84,1.17,2.1,?,14/04@20/01/10@20/03@20/09/04
2012,1366,632,0,2950,1267,2376,0,2396,1460,0,2645,1399,1421,697,0,2024,4293,1386,2024,1018,0,4214,2530,1405,1385,0,3971,4000,712,0,2502,1996,0,0.822,0.87,0.952,0.919,0.943,0.905,0.909,0.87,0.859,1.38,1.533,1.143,0.886,1.497,0.885,0.953,1.21,0.98,1.46,1.72,1.23,1.26,1.73,1.16,0.93,?,14/01@14/04@20/09/05
3807,2407,538,0,2638,1196,1898,0,2914,1712,0,3087,1856,1951,1154,0,1594,4262,906,3281,1116,0,1861,1096,559,1218,0,1614,1204,450,0,2255,1997,0,0.936,0.939,0.898,0.911,0.958,0.93,0.972,1.325,0.917,1.452,1.387,1.06,1.472,1.525,1.283,0.801,1.37,1.01,1.57,1.54,1.1,1.41,1.63,1.89,1.33,?,10/01/05@10/01/09/03@11/02/03
2320,1582,572,0,3944,1216,1169,0,1936,1052,0,2357,1348,1286,731,0,1274,1525,849,1958,1087,0,1874,1064,717,1385,0,2204,1197,386,0,2192,1235,0,0.885,0.889,0.897,0.937,0.939,0.83,0.936,1.013,3.489,1.688,1.752,2.145,0.467,1.781,2.065,1.524,1.15,3.71,1.86,1.81,2.09,2.23,2.08,1.92,2.02,?,01/01/05/01/01@01/07/01@01/20/17/03@01/20/23@32/07@40/01@43/01/03/09
3837,3092,660,0,5741,1245,4157,0,3031,2605,0,3844,1404,2849,740,0,1454,3132,923,2742,1082,0,3092,1688,757,1269,0,4438,3224,449,0,4171,3837,0,0.94,0.934,0.952,0.96,0.963,0.917,0.938,1.065,1.179,0.899,1.103,1.619,1.692,1.87,1.365,0.852,1.08,1.21,0.91,1.15,1.62,2.01,2.13,1.23,1.38,yes,01/04@01/07/01@11/02/03/04
5304,3503,837,0,3885,1273,16071,0,4298,8207,0,4093,1452,3891,904,0,2514,19175,2495,11533,1197,0,6524,5283,821,1464,0,1655,1872,458,0,5206,2209,0,0.871,0.865,0.917,0.926,0.961,0.925,0.919,1.094,0.15,0.375,0.811,0.727,0.989,1.049,0.73,2.355,1.35,0.17,0.41,0.88,0.76,1.02,1.18,10.93,0.75,?,01/01/03/05/01@01/01/05/03@01/01/06/01@01/02@01/20@16/19/03
2479,1492,657,0,2792,1235,1195,0,1997,990,0,1911,1376,1326,680,0,1813,4991,1005,3607,1069,0,2316,2258,743,1368,0,1978,1140,450,0,3986,3513,0,0.89,0.833,0.881,0.853,0.951,0.931,0.881,1.24,1.721,1.785,0.738,0.703,0.635,0.787,1.855,0.856,1.36,2.14,2.04,0.82,0.73,0.67,0.8,1.82,1.9,?,01/03/16@10/03/01@11/04/01@12/01
4902,3165,637,0,5345,1183,3119,0,4270,2494,0,4709,1931,3137,1163,0,1737,4709,982,5152,1353,0,3480,2626,653,1116,0,3830,2564,440,0,5122,3526,0,0.939,0.958,0.959,0.899,0.973,0.943,0.969,1.312,1.485,1.497,1.323,1.417,1.327,1.13,1.483,1.246,1.38,1.55,1.61,1.4,1.42,1.3,1.21,2.09,1.53,?,01/03/10@01/03/13@18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/12@43/01/03/09
5539,3838,687,0,4617,1186,3383,0,4282,3130,0,4464,1884,2555,1109,0,1735,4689,1065,5272,1332,0,2414,1481,600,1247,0,3458,3438,480,0,4680,4587,0,0.935,0.938,0.889,0.905,0.943,0.92,0.979,1.248,1.125,1.094,1.595,1.761,1.966,1.411,0.906,0.874,1.31,1.17,1.24,1.78,1.8,1.94,1.55,2.34,0.95,?,11/02/03/01/01@11/02/03/04@32/01/03@34/11/03/13
3240,2212,706,0,3376,1188,3627,0,2505,3929,0,2447,1434,2765,902,0,1609,7214,1103,3853,1000,0,2682,2207,672,1472,0,1344,3057,464,0,2294,6837,0,0.867,0.889,0.901,0.859,0.957,0.943,0.919,1.057,0.629,0.359,0.496,0.564,0.81,1.008,0.248,0.207,1.26,0.68,0.4,0.54,0.57,0.88,1.04,3.07,0.28,?,01/04@10/01/05/01@10/01/05/03/03@10/03/01/02@10/03/01/03@16/01@16/03/01@16/19/03@32/01/09
